# Wordlist

# DATA
ID	DOCULECT	CONCEPT	IPA	COUNTERPART	SOURCE	TOKENS	COGID	OLDCOG	SEGMENTS	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	DUPLICATES
34958	Tibetan_Alike	CHEW	more	chew	OLD	m o r e	2448	2448	m o r e	4 7 5 7	AXBZ	MURE	2	2.M.C 2.U.V 2.R.C 2.E.V	2.0 1.5 1.75 0.8	0
34959	Tibetan_Alike	CHEW	rdat	chew	OLD	r d a t	2960	2960	r d a t	5 1 7 1	ACYN	RTAT	2	2.R.C 2.T.C 2.A.V 2.T.c	2.0 1.5 1.3 0.8	0
35363	Tibetan_Batang	CHEW	mu	chew	OLD	m u	2448	2448	m u	4 7	AX	MY	3	3.M.C 3.Y.V	2.0 1.5	0
#
27442	rGyalrong_Maerkang	CHILD (YOUNG HUMAN)	tɑpu	child	OLD	t ɑ p u	4033	4033	t ɑ p u	1 7 1 7	AXBZ	TAPY	1	1.T.C 1.A.V 1.P.C 1.Y.V	2.0 1.5 1.75 0.8	0
29368	Tibetan_Batang	CHILD (YOUNG HUMAN)	ʔakɑʔ	child	OLD	ʔ a k ɑ ʔ	5983	5983	ʔ a k ɑ ʔ	1 7 1 7 1	AXBYN	HAKAH	3	3.H.C 3.A.V 3.K.C 3.A.V 3.H.c	2.0 1.5 1.75 1.3 0.8	0
29369	Tibetan_Batang	CHILD (YOUNG HUMAN)	aȵoʔ	child	OLD	a ȵ o ʔ	5983	5983	a ȵ o ʔ	7 4 7 1	XBYN	ANUH	3	3.A.V 3.N.C 3.U.V 3.H.c	1.5 1.75 1.3 0.8	0
32016	Tibetan_Xiahe	CHILD (YOUNG HUMAN)	ɕaji	child	OLD	ɕ a j i	5982	5982	ɕ a j i	3 7 6 7	AXBZ	SAJI	5	5.S.C 5.A.V 5.J.C 5.I.V	2.0 1.5 1.75 0.8	0
34512	Tibetan_Lhasa	CHILD (YOUNG HUMAN)	puku	child	OLD	p u k u	5981	5981	p u k u	1 7 1 7	AXBZ	PYKY	4	4.P.C 4.Y.V 4.K.C 4.Y.V	2.0 1.5 1.75 0.8	0
34618	Tibetan_Alike	CHILD (YOUNG HUMAN)	ɕaʑi	child	OLD	ɕ a ʑ i	5982	5982	ɕ a ʑ i	3 7 3 7	AXBZ	SASI	2	2.S.C 2.A.V 2.S.C 2.I.V	2.0 1.5 1.75 0.8	0
#
26058	rGyalrong_Maerkang	CLAW OR NAIL	tɑnru	nail	OLD	t ɑ n r u	1194	1194	t ɑ n r u	1 7 4 5 7	AXBCZ	TANRY	1	1.T.C 1.A.V 1.N.C 1.R.C 1.Y.V	2.0 1.5 1.75 1.5 0.8	0
29324	Tibetan_Batang	CLAW OR NAIL	emo	nail	OLD	e m o	88	88	e m o	7 4 7	XBZ	EMU	3	3.E.V 3.M.C 3.U.V	1.5 1.75 0.8	0
30856	Tibetan_Lhasa	CLAW OR NAIL	sẽmo	nail	OLD	s ẽ m o	88	88	s ẽ m o	3 7 4 7	AXBZ	SEMU	4	4.S.C 4.E.V 4.M.C 4.U.V	2.0 1.5 1.75 0.8	0
31979	Tibetan_Xiahe	CLAW OR NAIL	enmo	nail	OLD	e n m o	88	88	e n m o	7 4 4 7	XMBZ	ENMU	5	5.E.V 5.N.c 5.M.C 5.U.V	1.5 1.1 1.75 0.8	0
34116	Tibetan_Alike	CLAW OR NAIL	enmo	nail	OLD	e n m o	88	88	e n m o	7 4 4 7	XMBZ	ENMU	2	2.E.V 2.N.c 2.M.C 2.U.V	1.5 1.1 1.75 0.8	0
#
28801	rGyalrong_Maerkang	CLOUD	zdᴇm	cloud	OLD	z d ᴇ m	927	927	z d ᴇ m	3 1 7 4	ACYN	STEM	1	1.S.C 1.T.C 1.E.V 1.M.c	2.0 1.5 1.3 0.8	0
29230	Tibetan_Batang	CLOUD	ĩ	cloud	OLD	ĩ	915	915	ĩ	7	X	I	3	3.I.V	1.5	1
31907	Tibetan_Xiahe	CLOUD	ʂən	cloud	OLD	ʂ ə n	915	915	ʂ ə n	3 7 4	AXN	SEN	5	5.S.C 5.E.V 5.N.c	2.0 1.5 0.8	0
32163	Tibetan_Lhasa	CLOUD	ĩpə	cloud	OLD	ĩ p ə	915	915	ĩ p ə	7 1 7	XBZ	IPE	4	4.I.V 4.P.C 4.E.V	1.5 1.75 0.8	0
34044	Tibetan_Alike	CLOUD	wən	cloud	OLD	w ə n	915	915	w ə n	6 7 4	AXN	WEN	2	2.W.C 2.E.V 2.N.c	2.0 1.5 0.8	0
#
27871	Tibetan_Xiahe	COLD	aŋ	cold (weather)	OLD	a ŋ	933	933	a ŋ	7 4	XN	AN	5	5.A.V 5.N.c	1.5 0.8	0
28059	rGyalrong_Maerkang	COLD	kəməʃtɑk	cold (weather, water)	OLD	k ə m ə ʃ t ɑ k	1002	1002	k ə m ə ʃ t ɑ k	1 7 4 7 3 1 7 1	AXBYMBYN	KEMESTAK	1	1.K.C 1.E.V 1.M.C 1.E.V 1.S.c 1.T.C 1.A.V 1.K.c	2.0 1.5 1.75 1.3 1.1 1.75 1.3 0.8	0
28417	Tibetan_Lhasa	COLD	əŋŋu	cold (weather, water)	OLD	ə ŋ ŋ u	933	933	ə ŋŋ u	7 4 7	XBZ	ENY	4	4.E.V 4.N.C 4.Y.V	1.5 1.75 0.8	0
28418	Tibetan_Lhasa	COLD	ako	cold (weather, water)	OLD	a k o	1102	1102	a k o	7 1 7	XBZ	AKU	4	4.A.V 4.K.C 4.U.V	1.5 1.75 0.8	0
30034	Tibetan_Batang	COLD	õmu	cold (weather, water)	OLD	õ m u	933	933	õ m u	7 4 7	XBZ	UMY	3	3.U.V 3.M.C 3.Y.V	1.5 1.75 0.8	0
32615	Tibetan_Xiahe	COLD	aχkwa	cold (water)	OLD	a χ k w a	1102	1102	a χ k w a	7 3 1 6 7	XMBCZ	AGKWA	5	5.A.V 5.G.c 5.K.C 5.W.C 5.A.V	1.5 1.1 1.75 1.5 0.8	0
34788	Tibetan_Alike	COLD	nak	cold (weather, water)	OLD	n a k	1102	1102	n a k	4 7 1	AXN	NAK	2	2.N.C 2.A.V 2.K.c	2.0 1.5 0.8	0
#
26309	Tibetan_Lhasa	COME	ɕo	come	OLD	ɕ o	2712	2712	ɕ o	3 7	AX	SU	4	4.S.C 4.U.V	2.0 1.5	0
28349	rGyalrong_Maerkang	COME	kɑpo	come	OLD	k ɑ p o	759	759	k ɑ p o	1 7 1 7	AXBZ	KAPU	1	1.K.C 1.A.V 1.P.C 1.U.V	2.0 1.5 1.75 0.8	0
28718	Tibetan_Lhasa	COME	joŋ	come	OLD	j o ŋ	2445	2445	j o ŋ	6 7 4	AXN	JUN	4	4.J.C 4.U.V 4.N.c	2.0 1.5 0.8	0
28720	Tibetan_Lhasa	COME	e	come	OLD	e	3823	3823	e	7	X	E	4	4.E.V	1.5	1
30335	Tibetan_Batang	COME	ʔõ	come	OLD	ʔ õ	2445	2445	ʔ õ	1 7	AX	HU	3	3.H.C 3.U.V	2.0 1.5	0
30336	Tibetan_Batang	COME	oʔ	come (imperative)	OLD	o ʔ	2712	2712	o ʔ	7 1	XN	UH	3	3.U.V 3.H.c	1.5 0.8	0
32812	Tibetan_Xiahe	COME	joŋ	come	OLD	j o ŋ	2445	2445	j o ŋ	6 7 4	AXN	JUN	5	5.J.C 5.U.V 5.N.c	2.0 1.5 0.8	0
34989	Tibetan_Alike	COME	joŋ	come	OLD	j o ŋ	2445	2445	j o ŋ	6 7 4	AXN	JUN	2	2.J.C 2.U.V 2.N.c	2.0 1.5 0.8	0
34990	Tibetan_Alike	COME	ok	come	OLD	o k	2712	2712	o k	7 1	XN	UK	2	2.U.V 2.K.c	1.5 0.8	0
#
28456	rGyalrong_Maerkang	COUNT	krə	count (numbers)	OLD	k r ə	1019	1019	k r ə	1 5 7	ACX	KRE	1	1.K.C 1.R.C 1.E.V	2.0 1.5 1.5	0
28842	Tibetan_Lhasa	COUNT	aŋkaca	count (numbers)	OLD	a ŋ k a c a	3229	3229	a ŋ k a c a	7 4 1 7 1 7	XMBYBZ	ANKACA	4	4.A.V 4.N.c 4.K.C 4.A.V 4.C.C 4.A.V	1.5 1.1 1.75 1.3 1.75 0.8	0
30428	Tibetan_Batang	COUNT	euɑu	count (numbers)	OLD	e u ɑ u	2849	2849	euɑu	7	X	E	3	3.E.V	1.5	0
32900	Tibetan_Xiahe	COUNT	hə	count (numbers)	OLD	h ə	1019	1019	h ə	3 7	AX	HE	5	5.H.C 5.E.V	2.0 1.5	0
35068	Tibetan_Alike	COUNT	wi	count (numbers)	OLD	w i	1019	1019	w i	6 7	AX	WI	2	2.W.C 2.I.V	2.0 1.5	0
#
26271	Tibetan_Lhasa	CRY	ŋu	cry	OLD	ŋ u	1127	1127	ŋ u	4 7	AX	NY	4	4.N.C 4.Y.V	2.0 1.5	0
30332	Tibetan_Batang	CRY	ʔɑutɑuʔ	cry	OLD	ʔ ɑ u t ɑ u ʔ	3250	3250	ʔ ɑu t ɑu ʔ	1 7 1 7 1	AXBYN	HATAH	3	3.H.C 3.A.V 3.T.C 3.A.V 3.H.c	2.0 1.5 1.75 1.3 0.8	0
30697	rGyalrong_Maerkang	CRY	kɑŋɑkru	cry	OLD	k ɑ ŋ ɑ k r u	3414	3414	k ɑ ŋ ɑ k r u	1 7 4 7 1 5 7	AXBYBCZ	KANAKRY	1	1.K.C 1.A.V 1.N.C 1.A.V 1.K.C 1.R.C 1.Y.V	2.0 1.5 1.75 1.3 1.75 1.5 0.8	0
34534	Tibetan_Xiahe	CRY	ŋə	cry	OLD	ŋ ə	1127	1127	ŋ ə	4 7	AX	NE	5	5.N.C 5.E.V	2.0 1.5	0
34985	Tibetan_Alike	CRY	ŋə	cry	OLD	ŋ ə	1127	1127	ŋ ə	4 7	AX	NE	2	2.N.C 2.E.V	2.0 1.5	0
34986	Tibetan_Alike	CRY	ɣȵəkəjoŋ	cry	OLD	ɣ ȵ ə k ə j o ŋ	2965	2965	ɣ ȵ ə k ə j o ŋ	3 4 7 1 7 6 7 4	ACXBYBYN	GNEKEJUN	2	2.G.C 2.N.C 2.E.V 2.K.C 2.E.V 2.J.C 2.U.V 2.N.c	2.0 1.5 1.5 1.75 1.3 1.75 1.3 0.8	0
#
28028	rGyalrong_Maerkang	DARK	mkəsl	dark	OLD	m k ə s l	990	990	m k ə s l	4 1 7 3 5	ACYBC	MKESL	1	1.M.C 1.K.C 1.E.V 1.S.C 1.L.C	2.0 1.5 1.3 1.75 1.5	0
28372	Tibetan_Lhasa	DARK	mỹna	dark	OLD	m ỹ n a	144	144	m ỹ n a	4 7 4 7	AXBZ	MYNA	4	4.M.C 4.Y.V 4.N.C 4.A.V	2.0 1.5 1.75 0.8	0
29994	Tibetan_Batang	DARK	nɑpuʔ	dark	OLD	n ɑ p u ʔ	144	144	n ɑ p u ʔ	4 7 1 7 1	AXBYN	NAPYH	3	3.N.C 3.A.V 3.P.C 3.Y.V 3.H.c	2.0 1.5 1.75 1.3 0.8	0
32584	Tibetan_Xiahe	DARK	naχdəp	dark	OLD	n a χ d ə p	144	144	n a χ d ə p	4 7 3 1 7 1	AXMBYN	NAGTEP	5	5.N.C 5.A.V 5.G.c 5.T.C 5.E.V 5.P.c	2.0 1.5 1.1 1.75 1.3 0.8	0
34962	Tibetan_Lhasa	DARK	nəuŋ	dark	OLD	n ə u ŋ	1278	1278	n əu ŋ	4 7 4	AXN	NEN	4	4.N.C 4.E.V 4.N.c	2.0 1.5 0.8	0
#
27479	rGyalrong_Maerkang	DAUGHTER	təmi	daughter	OLD	t ə m i	746	746	t ə m i	1 7 4 7	AXBZ	TEMI	1	1.T.C 1.E.V 1.M.C 1.I.V	2.0 1.5 1.75 0.8	0
27796	Tibetan_Lhasa	DAUGHTER	omo	daughter	OLD	o m o	903	903	o m o	7 4 7	XBZ	UMU	4	4.U.V 4.M.C 4.U.V	1.5 1.75 0.8	0
30348	Tibetan_Batang	DAUGHTER	pmu	daughter	OLD	p m u	903	903	p m u	1 4 7	ACX	PMY	3	3.P.C 3.M.C 3.Y.V	2.0 1.5 1.5	0
35318	Tibetan_Xiahe	DAUGHTER	ɕəmo	daughter	OLD	ɕ ə m o	3044	3044	ɕ ə m o	3 7 4 7	AXBZ	SEMU	5	5.S.C 5.E.V 5.M.C 5.U.V	2.0 1.5 1.75 0.8	0
35697	Tibetan_Alike	DAUGHTER	ɕəmo	daughter	OLD	ɕ ə m o	3044	3044	ɕ ə m o	3 7 4 7	AXBZ	SEMU	2	2.S.C 2.E.V 2.M.C 2.U.V	2.0 1.5 1.75 0.8	0
#
27337	rGyalrong_Maerkang	DEW	əri	dew	OLD	ə r i	10257	10257	ə r i	7 5 7	XBZ	ERI	1	1.E.V 1.R.C 1.I.V	1.5 1.75 0.8	0
29238	Tibetan_Batang	DEW	siu	dew	OLD	s i u	175	175	s iu	3 7	AX	SI	3	3.S.C 3.I.V	2.0 1.5	0
30374	Tibetan_Lhasa	DEW	spə	dew	OLD	s p ə	175	175	s p ə	3 1 7	ACZ	SPE	4	4.S.C 4.P.C 4.E.V	2.0 1.5 0.8	0
30914	Tibetan_Lhasa	DEW	su	dew	OLD	s u	175	175	s u	3 7	AX	SY	4	4.S.C 4.Y.V	2.0 1.5	0
34052	Tibetan_Alike	DEW	wsiwæ	dew	OLD	w s i w æ	175	175	w s i w æ	6 3 7 6 7	ACYBZ	WSIWE	2	2.W.C 2.S.C 2.I.V 2.W.C 2.E.V	2.0 1.5 1.3 1.75 0.8	0
34436	Tibetan_Xiahe	DEW	siwa	dew	OLD	s i w a	175	175	s i w a	3 7 6 7	AXBZ	SIWA	5	5.S.C 5.I.V 5.W.C 5.A.V	2.0 1.5 1.75 0.8	0
#
28462	rGyalrong_Maerkang	DIE	kɑʃi	die	OLD	k ɑ ʃ i	163	163	k ɑ ʃ i	1 7 3 7	AXBZ	KASI	1	1.K.C 1.A.V 1.S.C 1.I.V	2.0 1.5 1.75 0.8	0
31556	Tibetan_Lhasa	DIE	ɕi	die	OLD	ɕ i	163	163	ɕ i	3 7	AX	SI	4	4.S.C 4.I.V	2.0 1.5	1
32713	Tibetan_Batang	DIE	i	die	OLD	i	163	163	i	7	X	I	3	3.I.V	1.5	0
32904	Tibetan_Xiahe	DIE	ə	die	OLD	ə	163	163	ə	7	X	E	5	5.E.V	1.5	1
35075	Tibetan_Alike	DIE	ə	die	OLD	ə	163	163	ə	7	X	E	2	2.E.V	1.5	1
#
28487	rGyalrong_Maerkang	DIG	kɑlwɑ	dig / scoop out	OLD	k ɑ l w ɑ	3223	3223	k ɑ l w ɑ	1 7 5 6 7	AXBCZ	KALWA	1	1.K.C 1.A.V 1.L.C 1.W.C 1.A.V	2.0 1.5 1.75 1.5 0.8	0
28589	Tibetan_Alike	DIG	wku	dig / scoop out	OLD	w k u	2548	2548	w k u	6 1 7	ACZ	WKY	2	2.W.C 2.K.C 2.Y.V	2.0 1.5 0.8	0
30470	Tibetan_Batang	DIG	ku	dig / scoop out	OLD	k u	2548	2548	k u	1 7	AX	KY	3	3.K.C 3.Y.V	2.0 1.5	0
32926	Tibetan_Xiahe	DIG	hko	dig / scoop out	OLD	h k o	2548	2548	h k o	3 1 7	ACZ	HKU	5	5.H.C 5.K.C 5.U.V	2.0 1.5 0.8	0
33489	Tibetan_Lhasa	DIG	ko	dig / scoop out	OLD	k o	2548	2548	k o	1 7	AX	KU	4	4.K.C 4.U.V	2.0 1.5	1
35096	Tibetan_Alike	DIG	rko	dig / scoop out	OLD	r k o	2548	2548	r k o	5 1 7	ACZ	RKU	2	2.R.C 2.K.C 2.U.V	2.0 1.5 0.8	0
#
27946	Tibetan_Xiahe	DIRTY	hoto	dirty	OLD	h o t o	599	599	h o t o	3 7 1 7	AXBZ	HUTU	5	5.H.C 5.U.V 5.T.C 5.U.V	2.0 1.5 1.75 0.8	0
28071	rGyalrong_Maerkang	DIRTY	mɑkʃo	dirty	OLD	m ɑ k ʃ o	1009	1009	m ɑ k ʃ o	4 7 1 3 7	AXBCZ	MAKSU	1	1.M.C 1.A.V 1.K.C 1.S.C 1.U.V	2.0 1.5 1.75 1.5 0.8	0
28436	Tibetan_Lhasa	DIRTY	okpa	dirty	OLD	o k p a	599	599	o k p a	7 1 1 7	XMBZ	UKPA	4	4.U.V 4.K.c 4.P.C 4.A.V	1.5 1.1 1.75 0.8	0
30044	Tibetan_Batang	DIRTY	opa	dirty	OLD	o p a	599	599	o p a	7 1 7	XBZ	UPA	3	3.U.V 3.P.C 3.A.V	1.5 1.75 0.8	0
34802	Tibetan_Alike	DIRTY	rokkwa	dirty	OLD	r o k k w a	599	599	r o kk w a	5 7 1 6 7	AXBCZ	RUKWA	2	2.R.C 2.U.V 2.K.C 2.W.C 2.A.V	2.0 1.5 1.75 1.5 0.8	0
35596	Tibetan_Alike	DIRTY	mȵok	dirty	OLD	m ȵ o k	3080	3080	m ȵ o k	4 4 7 1	ACYN	MNUK	2	2.M.C 2.N.C 2.U.V 2.K.c	2.0 1.5 1.3 0.8	0
#
45710	rGyalrong_Maerkang	DOG	ənɑ		OLD	ə n ɑ	2065	2065	ə n ɑ	7 4 7	XBZ	ENA	1	1.E.V 1.N.C 1.A.V	1.5 1.75 0.8	0
27536	rGyalrong_Maerkang	DOG	ənɑ	dog	OLD	ə n ɑ	2065	2065	ə n ɑ	7 4 7	XBZ	ENA	1	1.E.V 1.N.C 1.A.V	1.5 1.75 0.8	1
27847	Tibetan_Lhasa	DOG	i	dog	OLD	i	2065	2065	i	7	X	I	4	4.I.V	1.5	1
29467	Tibetan_Batang	DOG	ɪ	dog	OLD	ɪ	2065	2065	ɪ	7	X	I	3	3.I.V	1.5	1
32091	Tibetan_Xiahe	DOG	əɣə	dog	OLD	ə ɣ ə	2065	2065	ə ɣ ə	7 3 7	XBZ	EGE	5	5.E.V 5.G.C 5.E.V	1.5 1.75 0.8	0
34227	Tibetan_Alike	DOG	əɣə	dog	OLD	ə ɣ ə	2065	2065	ə ɣ ə	7 3 7	XBZ	EGE	2	2.E.V 2.G.C 2.E.V	1.5 1.75 0.8	0
#
26399	Tibetan_Xiahe	DREAM	hȵəlam	dream	OLD	h ȵ ə l a m	10555	10555	h ȵ ə l a m	3 4 7 5 7 4	ACXBYN	HNELAM	5	5.H.C 5.N.C 5.E.V 5.L.C 5.A.V 5.M.c	2.0 1.5 1.5 1.75 1.3 0.8	0
27845	rGyalrong_Maerkang	DREAM	tɑrmo	dream	OLD	t ɑ r m o	10217	10217	t ɑ r m o	1 7 5 4 7	AXMBZ	TARMU	1	1.T.C 1.A.V 1.R.c 1.M.C 1.U.V	2.0 1.5 1.1 1.75 0.8	0
28121	Tibetan_Lhasa	DREAM	ȵləm	dream	OLD	ȵ l ə m	10555	10555	ȵ l ə m	4 5 7 4	ACXN	NLEM	4	4.N.C 4.L.C 4.E.V 4.M.c	2.0 1.5 1.5 0.8	0
29787	Tibetan_Batang	DREAM	mɪl	dream	OLD	m ɪ l	10555	10555	m ɪ l	4 7 5	AXN	MIL	3	3.M.C 3.I.V 3.L.c	2.0 1.5 0.8	0
34647	Tibetan_Alike	DREAM	ȵəlam	dream	OLD	ȵ ə l a m	10555	10555	ȵ ə l a m	4 7 5 7 4	AXBYN	NELAM	2	2.N.C 2.E.V 2.L.C 2.A.V 2.M.c	2.0 1.5 1.75 1.3 0.8	0
#
28641	Tibetan_Lhasa	DRINK	uŋ	drink	OLD	u ŋ	2228	2228	u ŋ	7 4	XN	YN	4	4.Y.V 4.N.c	1.5 0.8	1
32743	Tibetan_Xiahe	DRINK	oŋ	drink	OLD	o ŋ	2228	2228	o ŋ	7 4	XN	UN	5	5.U.V 5.N.c	1.5 0.8	0
34313	rGyalrong_Maerkang	DRINK	kɑmot	drink	OLD	k ɑ m o t	2857	2857	k ɑ m o t	1 7 4 7 1	AXBYN	KAMUT	1	1.K.C 1.A.V 1.M.C 1.U.V 1.T.c	2.0 1.5 1.75 1.3 0.8	0
35067	Tibetan_Alike	DRINK	oŋ	drink	OLD	o ŋ	2228	2228	o ŋ	7 4	XN	UN	2	2.U.V 2.N.c	1.5 0.8	1
35123	Tibetan_Batang	DRINK	û	drink	OLD	û	2228	2228	û	7	X	Y	3	3.Y.V	1.5	0
#
28038	rGyalrong_Maerkang	DRY	kərɑm	dry	OLD	k ə r ɑ m	993	993	k ə r ɑ m	1 7 5 7 4	AXBYN	KERAM	1	1.K.C 1.E.V 1.R.C 1.A.V 1.M.c	2.0 1.5 1.75 1.3 0.8	0
28385	Tibetan_Lhasa	DRY	kampo	dry	OLD	k a m p o	1092	1092	k a m p o	1 7 4 1 7	AXMBZ	KAMPU	4	4.K.C 4.A.V 4.M.c 4.P.C 4.U.V	2.0 1.5 1.1 1.75 0.8	0
30006	Tibetan_Batang	DRY	kambu	dry	OLD	k a m b u	1092	1092	k a m b u	1 7 4 1 7	AXMBZ	KAMPY	3	3.K.C 3.A.V 3.M.c 3.P.C 3.Y.V	2.0 1.5 1.1 1.75 0.8	0
30229	Tibetan_Xiahe	DRY	hkambo	dry	OLD	h k a m b o	1092	1092	h k a m b o	3 1 7 4 1 7	ACYMBZ	HKAMPU	5	5.H.C 5.K.C 5.A.V 5.M.c 5.P.C 5.U.V	2.0 1.5 1.3 1.1 1.75 0.8	0
30359	Tibetan_Alike	DRY	rkambo	dry	OLD	r k a m b o	1092	1092	r k a m b o	5 1 7 4 1 7	ACYMBZ	RKAMPU	2	2.R.C 2.K.C 2.A.V 2.M.c 2.P.C 2.U.V	2.0 1.5 1.3 1.1 1.75 0.8	0
#
27359	rGyalrong_Maerkang	DUST	tndər	dust	OLD	t n d ə r	507	507	t n d ə r	1 4 1 7 5	AXBYN	TNTER	1	1.T.C 1.N.V 1.T.C 1.E.V 1.R.c	2.0 1.5 1.75 1.3 0.8	0
27636	Tibetan_Lhasa	DUST	ɛla	dust	OLD	ɛ l a	835	835	ɛ l a	7 5 7	XBZ	ELA	4	4.E.V 4.L.C 4.A.V	1.5 1.75 0.8	0
29265	Tibetan_Batang	DUST	eikɑ	dust	OLD	e i k ɑ	835	835	ei k ɑ	7 1 7	XBZ	EKA	3	3.E.V 3.K.C 3.A.V	1.5 1.75 0.8	0
29266	Tibetan_Batang	DUST	ewɑ	dust	OLD	e w ɑ	835	835	e w ɑ	7 6 7	XBZ	EWA	3	3.E.V 3.W.C 3.A.V	1.5 1.75 0.8	0
31937	Tibetan_Xiahe	DUST	adu	dust	OLD	a d u	507	507	a d u	7 1 7	XBZ	ATY	5	5.A.V 5.T.C 5.Y.V	1.5 1.75 0.8	0
34070	Tibetan_Alike	DUST	ardu	dust	OLD	a r d u	835	835	a r d u	7 5 1 7	XMBZ	ARTY	2	2.A.V 2.R.c 2.T.C 2.Y.V	1.5 1.1 1.75 0.8	0
#
26107	Tibetan_Alike	EAR	rnæ	ear	OLD	r n æ	32	32	r n æ	5 4 7	ACZ	RNE	2	2.R.C 2.N.C 2.E.V	2.0 1.5 0.8	0
27673	Tibetan_Lhasa	EAR	amo	ear	OLD	a m o	855	855	a m o	7 4 7	XBZ	AMU	4	4.A.V 4.M.C 4.U.V	1.5 1.75 0.8	0
29125	rGyalrong_Maerkang	EAR	tərnɑ	ear	OLD	t ə r n ɑ	32	32	t ə r n ɑ	1 7 5 4 7	AXMBZ	TERNA	1	1.T.C 1.E.V 1.R.c 1.N.C 1.A.V	2.0 1.5 1.1 1.75 0.8	0
29296	Tibetan_Batang	EAR	najo	ear	OLD	n a j o	32	32	n a j o	4 7 6 7	AXBZ	NAJU	3	3.N.C 3.A.V 3.J.C 3.U.V	2.0 1.5 1.75 0.8	0
31957	Tibetan_Xiahe	EAR	naoχ	ear	OLD	n a o χ	32	32	n ao χ	4 7 3	AXN	NAG	5	5.N.C 5.A.V 5.G.c	2.0 1.5 0.8	0
#
28032	rGyalrong_Maerkang	EARLY	kənəso	early	OLD	k ə n ə s o	991	991	k ə n ə s o	1 7 4 7 3 7	AXBYBZ	KENESU	1	1.K.C 1.E.V 1.N.C 1.E.V 1.S.C 1.U.V	2.0 1.5 1.75 1.3 1.75 0.8	0
29998	Tibetan_Batang	EARLY	a	early	OLD	a	259	259	a	7	X	A	3	3.A.V	1.5	0
30250	Tibetan_Alike	EARLY	rŋæ	early	OLD	r ŋ æ	259	259	r ŋ æ	5 4 7	ACZ	RNE	2	2.R.C 2.N.C 2.E.V	2.0 1.5 0.8	0
32587	Tibetan_Xiahe	EARLY	hŋa	early	OLD	h ŋ a	259	259	h ŋ a	3 4 7	ACX	HNA	5	5.H.C 5.N.C 5.A.V	2.0 1.5 1.5	0
34994	Tibetan_Lhasa	EARLY	ŋapo	early	OLD	ŋ a p o	259	259	ŋ a p o	4 7 1 7	AXBZ	NAPU	4	4.N.C 4.A.V 4.P.C 4.U.V	2.0 1.5 1.75 0.8	0
#
28961	rGyalrong_Maerkang	EARTH (SOIL)	tɑo	soil / earth	OLD	t ɑ o	1275	1275	t ɑo	1 7	AX	TA	1	1.T.C 1.A.V	2.0 1.5	0
29261	Tibetan_Batang	EARTH (SOIL)	a	soil / earth	OLD	a	373	373	a	7	X	A	3	3.A.V	1.5	1
31150	Tibetan_Xiahe	EARTH (SOIL)	a	soil / earth	OLD	a	373	373	a	7	X	A	5	5.A.V	1.5	0
31582	Tibetan_Lhasa	EARTH (SOIL)	sa	soil / earth	OLD	s a	373	373	s a	3 7	AX	SA	4	4.S.C 4.A.V	2.0 1.5	0
34067	Tibetan_Alike	EARTH (SOIL)	æ	soil / earth	OLD	æ	373	373	æ	7	X	E	2	2.E.V	1.5	0
#
27590	rGyalrong_Maerkang	EARTHWORM	rdəlu	earthworm	OLD	r d ə l u	811	811	r d ə l u	5 1 7 5 7	ACYBZ	RTELY	1	1.R.C 1.T.C 1.E.V 1.L.C 1.Y.V	2.0 1.5 1.3 1.75 0.8	0
27906	Tibetan_Lhasa	EARTHWORM	pum	earthworm	OLD	p u m	946	946	p u m	1 7 4	AXN	PYM	4	4.P.C 4.Y.V 4.M.c	2.0 1.5 0.8	0
29532	Tibetan_Batang	EARTHWORM	mbuɕaoʔ	earthworm	OLD	m b u ɕ a o ʔ	946	946	m b u ɕ ao ʔ	4 1 7 3 7 1	ACYBYN	MPYSAH	3	3.M.C 3.P.C 3.Y.V 3.S.C 3.A.V 3.H.c	2.0 1.5 1.3 1.75 1.3 0.8	0
35595	Tibetan_Xiahe	EARTHWORM	ambəaχnə	earthworm	OLD	a m b ə a χ n ə	946	946	a m b əa χ n ə	7 4 1 7 3 4 7	XMBYBCZ	AMPEGNE	5	5.A.V 5.M.c 5.P.C 5.E.V 5.G.C 5.N.C 5.E.V	1.5 1.1 1.75 1.3 1.75 1.5 0.8	0
#
28138	rGyalrong_Maerkang	EAT	kɑzɑ	eat	OLD	k ɑ z ɑ	3419	3419	k ɑ z ɑ	1 7 3 7	AXBZ	KASA	1	1.K.C 1.A.V 1.S.C 1.A.V	2.0 1.5 1.75 0.8	0
28528	Tibetan_Lhasa	EAT	sa	eat	OLD	s a	3419	3419	s a	3 7	AX	SA	4	4.S.C 4.A.V	2.0 1.5	1
29925	Tibetan_Batang	EAT	sa	eat	OLD	s a	3419	3419	s a	3 7	AX	SA	3	3.S.C 3.A.V	2.0 1.5	0
32686	Tibetan_Xiahe	EAT	sa	eat	OLD	s a	3419	3419	s a	3 7	AX	SA	5	5.S.C 5.A.V	2.0 1.5	0
34861	Tibetan_Alike	EAT	sæ	eat	OLD	s æ	3419	3419	s æ	3 7	AX	SE	2	2.S.C 2.E.V	2.0 1.5	0
#
