ID	DOCULECT	GLOSS_IN_SOURCE	CONCEPT	IPA	TOKENS	NOTE	BORROWING	CHINESE	COGID	RGEN	HANZI	SOURCE	ENTRY_IN_SOURCE	GLOSS
23689	Lisu	many / much	many	miɑ³¹	m i ɑ ³¹				1027	395877		STEDT/TBL	miɑ³¹	many
23781	Bokar	many / much	many	a ɯ	a + ɯ				2733	395861		STEDT/TBL	a ɯ	many
24194	Darang_Taraon	many / much	many	dɯ³⁵	d ɯ ³⁵				3546	395859		STEDT/TBL	dɯ³⁵	many
24738	Tibetan_Alike	many / much	many	maŋ ŋæ	m a ŋ _ ŋ æ				1663	395842		STEDT/TBL	maŋ ŋæ	many
30908	Old_Chinese		many	tlˤaj	t lˤ a j			多	1669	NA	多	SagartMa2016	*[t.l]ˤaj	many
31087	Old_Burmese		many	myāḥ	m j ā/aː h				1027	NA		Hill2016		many
31674	Wobzi_Khroskyabs		many	vɟæχtsə̂	v ɟ æ χ ts ə̂				3758	NA		Lai2016		many
31941	Chepang	much, many, very	many	ʔa.nə	ʔ a + n ə				3850	478799		Caughley2000		many
32191	Garo	many; much (vi)	many	bang•-a	b a ŋ ʔ + a				3969	465362		Burling2003		many
32326	Japhug		many	dɤn	d ɤ n		tib[ldan]		4044	NA				many
32428	Thulung		many	hapa	h a p a				4058	NA				many
32773	Hakha_Chin	middle (adj.)	middle	laifang a simi	l âa/a y				6	NA		VanBik2014		middle
33004	Bunan	centre, middle	middle	kil	k i l	Comment (by Widmer2014): «WT dkyil»	tib[dkʲil]		205	NA		Widmer2014		middle
33209	Byangsi	in the middle	middle	gunda:	g u n d aː				352	541801		Sharma2003		middle
33979	Bantawa	middle [Nepali	middle	majʰan	m a dzʱ a n		IA		812	NA		Jongens2009:446		middle
34890	Atsi	middle	middle	kuŋ²¹kuŋ⁵¹	k u ŋ ²¹ + k u ŋ ⁵¹				1125	NA		Huang1992		middle
35043	Lashi	middle	middle	a³¹kjo³³	a ³¹ + k j o ³³				1200	NA		Huang1992		middle
35099	Xiandao	middle	middle	a³¹koŋ⁵⁵	a ³¹ + k o ŋ ⁵⁵				1125	NA		Huang1992		middle
35135	Bola	middle	middle	a³¹kauŋ³¹	a ³¹ + k a u ŋ ³¹				1125	NA		Huang1992		middle
35204	Achang_Longchuan	middle	middle	a³¹kuŋ⁵⁵	a ³¹ + k u ŋ ⁵⁵				1125	NA		Huang1992		middle
35324	Maru	middle	middle	a³¹kauŋ³⁵	a ³¹ + k a u ŋ ³⁵				1125	NA		Huang1992		middle
35376	Rangoon	middle	middle	ɑ⁵³lɛ²²	ɑ ⁵³ + l ɛ ²²				6	NA		Huang1992		middle
35735	Bahing	middle, between (n loc)	middle	lø	l ø				6	122736				middle
35946	Lushai	middle	middle	lai	l a i				6	245355				middle
36379	Beijing	*centre, in the middle of	middle	tɑŋ⁵⁵tɕianr⁰	t ɑ ŋ ⁵⁵ tɕ i r/ɐ n ⁰	**remove**: Main element is ”zhōng” in this case. But the phrases differ, although we find similar ones in Hou2004, which shows that there is some consistency. Probably better ignore the concept, however.		當間兒	1671	NA	當間	BeijingDaxue1964		middle
36380	Guangzhou	*centre, in the middle of	middle	tsʊŋ⁵⁵kan⁵⁵	ts ʊ ŋ ⁵⁵ k a n ⁵⁵	mattis-3 yunfan-2		中間	1673	NA	中間	BeijingDaxue1964		middle
36381	Chaozhou		middle	taŋ³³ŋ̩³³	t a ŋ ³ ŋ̍ ∼ ³				1673	NA	中央			middle
36382	Longgang		middle	tsʊŋ³³kan³³	ts ʊ ŋ ³³ k a n ³³	MC tr-, expect t- in coll layer. LS. mattis-3 yunfan-2	< LMC		1673	NA	中間			middle
36383	Jieyang		middle	toŋ³³kaŋ³³	t o ŋ ³³ k a ŋ ³³	mattis-3 yunfan-2			1673	NA	中間			middle
36384	Xingning		middle	tʂʊm⁴⁴kan⁴⁵	ʈʂ ʊ m ⁴⁴ k a n ⁴⁵	MC tr-, expect t- in coll layer. LS. mattis-1 yunfan-2	< LMC		1673	NA	中間			middle
37789	Hayu	between, in the middle	middle	maʔdum-he	m a ʔ d u m + h e				2171	121203				middle
38114	Tangut		middle	zji.j	z j i./i j				1126	NA	中			middle
38439	Mikir		middle	+ingbòng	+ i ng b ò/o ng	from :cite:Konnerth2014<br>:cite:Walker1925 entry: «angbong» (page: 340)			10531	NA		Walker1925, Konnerth2014	angbong	middle
38585	Rabha	middle	middle	ma-dzar	m a + d z a r				10530	NA		Joseph2007		middle
35042	Lashi	middle	middle	a³¹kuŋ³¹	a ³¹ + k u ŋ ³¹				1125	NA		Huang1992		middle
16798	Jingpho	middle	middle	kă³¹a³³	k ă ³¹ + a ³³	!			1252	381432		STEDT/TBL	kă³¹a³³	middle
16955	Motuo_Menba	middle	middle	tɕham	tɕʰ a m				420	381420		STEDT/TBL	tɕham	middle
17849	rGyalrong_Maerkang	middle	middle	tə lɑ	t ə _ l ɑ				917	381424		STEDT/TBL	tə lɑ	middle
18131	Tibetan_Lhasa	middle	middle	ciː⁵⁵	c iː ⁵⁵				205	381415		STEDT/TBL	ciː⁵⁵	middle
18132	Tibetan_Lhasa	middle	middle	par¹³	p a r ¹³				1026	381465		STEDT/TBL	par¹³	middle
18277	Yidu	middle	middle	ko³¹lioŋ⁵⁵boŋ³⁵	k o ³¹ + l i o ŋ ⁵⁵ + b o ŋ ³⁵				1064	381438		STEDT/TBL	ko³¹lioŋ⁵⁵boŋ³⁵	middle
19791	Tibetan_Batang	middle	middle	tɕi⁵⁵khuʔ⁵³	tɕ i ⁵⁵ + kʰ u ʔ ⁵³				205	381416		STEDT/TBL	tɕi⁵⁵khuʔ⁵³	middle
21672	Darang_Taraon	middle	middle	thɯ³¹boŋ³⁵	tʰ ɯ ³¹ + b o ŋ ³⁵				1064	381435		STEDT/TBL	thɯ³¹boŋ³⁵	middle
21969	Daofu	middle	middle	bar ma	b a r + m a		tib[bar.ma]		1026	381425		STEDT/TBL	bar ma	middle
22551	Zhaba_Daofu_County	middle	middle	ʂcçi⁵⁵ku³³	ʂ cç i ⁵⁵ + k u ³³	!	tib[dkʲil]		205	381427		STEDT/TBL	ʂcçi⁵⁵ku³³	middle
23485	Lisu	middle	middle	e⁵⁵te³³ɕɑ³³	e ⁵⁵ + t e ³³ + ɕ ɑ ³³				2665	381453		STEDT/TBL	e⁵⁵te³³ɕɑ³³	middle
23521	Dulong	middle	middle	ɑ³¹duŋ⁵³	ɑ ³¹ + d u ŋ ⁵³				1673	381433		STEDT/TBL	ɑ³¹duŋ⁵³	middle
23559	Bokar	middle	middle	lo poŋ	l o + p o ŋ				1064	381437		STEDT/TBL	lo poŋ	middle
23978	Tibetan_Xiahe	middle	middle	htɕi tsal	h tɕ i _ ts a l	!			205	381417		STEDT/TBL	htɕi tsal	middle
24841	Tibetan_Alike	middle	middle	war	w a r				1026	381418		STEDT/TBL	war	middle
30520	Japhug		middle	ɯ-χcɤl	ɯ χ c ɤ l		tib[dkʲil]		205	NA				middle
30521	Khaling		middle	ʔulʉppʰi	ʔ u l ʉ p pʰ i				3565	NA				middle
30522	Limbu		middle	kurum	k u r u m				3566	NA				middle
30911	Old_Chinese		middle	truŋ	t r u ŋ			当中	1673	NA	中	SagartMa2016	*truŋ	middle
30912	Old_Chinese		middle	ʔaŋ	ʔ a ŋ	Jing po ka ang		当中	10160	NA	央	SagartMa2016	*ʔaŋ	middle
31088	Old_Burmese		middle	krāḥ	k r ā/aː h				1200	NA		Hill2016		middle
31677	Wobzi_Khroskyabs		middle	χcə̂l	χ c ə̂ l		tib[dkʲil]		205	NA		Lai2016		middle
32195	Garo	half way; middle (n)	middle	jang-chi	j a ŋ ch i				3375	466507		Burling2003		middle
32368	Old_Tibetan		middle	dkʲil	d k j i l				205	NA				middle
32369	Old_Tibetan		middle	dbar	d b a r				1026	NA				middle
32429	Thulung		middle	the:te(ra)	tʰ eː t e +				4059	NA				middle
32775	Hakha_Chin	morning (n.)	morning	zingka , zinglei morning	z îi/a ŋ				8	NA		VanBik2014		morning
33077	Bunan	morning	morning	ŋaro	ŋ a r o	Comment (by Widmer2014): «WT snga dro»	tib[sŋa.dro]		261	NA		Widmer2014		morning
33210	Byangsi	morning	morning	baŋkhar	b a ŋ kʰ a r				353	541563		Sharma2003		morning
33434	Rongpo	morning	morning	muncɔ	m u n tʃ ɔ				484	547079		Sharma2003a		morning
33659	Kulung	morning (n.)	morning	detcha	d e t tʃʰ a	Nepali: bihān. (Tolsma1999)			631	NA		Tolsma1999		morning
33981	Bantawa	morning	morning	wayɨŋ	w a j ɨ ŋ				8	NA		Jongens2009:470		morning
34914	Atsi	morning	morning	nap²¹kjo̱⁵⁵	n a p ²¹ + k j o̰ ⁵⁵				1142	NA		Huang1992		morning
35045	Maru	morning	morning	nɛʔ³¹sum³¹	n ɛ ʔ ³¹ + s u m ³¹				1142	NA		Huang1992		morning
35121	Xiandao	morning	morning	nap⁵⁵mɔ⁵¹	n a p ⁵⁵ + m ɔ ⁵¹				1142	NA		Huang1992		morning
35161	Bola	morning	morning	nɛʔ³¹kɔ̃⁵⁵	n ɛ ʔ ³¹ + k ɔ̃ ∼ ⁵⁵				1142	NA		Huang1992		morning
35243	Lashi	morning	morning	nap³¹sɔn⁵⁵	n a p ³¹ + s ɔ n ⁵⁵				1142	NA		Huang1992		morning
35305	Rangoon	morning	morning	nɑ̃²²nɛʔ⁴	n ɑ̃ ∼ ²² + n ɛ ʔ ⁴				132	NA		Huang1992		morning
36386	Beijing	morning	morning	tsɑo²¹⁴₂₁tʂʰɘn³⁵	ts ɑ o ²¹⁴/²¹ ʈʂʰ ɘ n ³⁵	mattis-8 yunfan-5		早晨	1674	NA	早晨	BeijingDaxue1964		morning
36387	Guangzhou	morning	morning	tsiu⁵³tsou³⁵	ts i u ⁵³ ts o u ³⁵			朝〔頭〕早	1674	NA	朝早	BeijingDaxue1964		morning
36389	Chaozhou		morning	mŋ̩⁵⁵₁₁kʰi⁵³	m ŋ̍ ∼ ⁵⁵/¹¹ kʰ i ⁵³				1675	NA	囗囗			morning
36390	Longgang		morning	tsau²⁴sɪn²¹tʰiu²¹	ts a u ²⁴ s ɪ n ²¹ tʰ i u ²¹				1674	NA	早晨頭			morning
36392	Xingning		morning	tʂɑɔ⁴⁵₃₅ʂɿn²¹tʰiu²¹	ʈʂ ɑ ɔ ⁴⁵/³⁵ ʂ ɿ n ²¹ tʰ i u ²¹	mattis-7 yunfan-5			10295	NA	朝晨頭			morning
37582	Ukhrul	morning	morning	ŋə-tor	ŋ ə + t o r				2048	526173				morning
38031	Tangut		morning	mji.j	m j i./i j				4208	NA	晨			morning
38347	Mikir		morning	+dàp	+ d à/a p	from :cite:Konnerth2014<br>:cite:Walker1925 entry: «adap» (page: 344)			10524	NA		Walker1925, Konnerth2014	adap	morning
38687	Rabha	morning	morning	pʰuŋ	pʰ u ŋ				10523	NA		Joseph2007		morning
35225	Achang_Longchuan	morning	morning	ni³¹ʐua³¹	n i ³¹ + ʐ u a ³¹				132	NA		Huang1992		morning
16527	Lisu	morning	morning	nɛ̱³¹kuɑ³³	n ɛ̠ ³¹ + k u ɑ ³³				132	383602		STEDT/TBL	nɛ̱³¹kuɑ³³	morning
16621	Tibetan_Xiahe	morning	morning	naŋ di	n a ŋ _ d i				206	383566		STEDT/TBL	naŋ di	morning
16824	Jingpho	morning	morning	tʃă³¹phot³¹	tʃ ă ³¹ + pʰ o t ³¹				1285	383581		STEDT/TBL	tʃă³¹phot³¹	morning
16985	Motuo_Menba	morning	morning	wun	w u n				444	383569		STEDT/TBL	wun	morning
17876	rGyalrong_Maerkang	morning	morning	tɑ nɑp	t ɑ _ n ɑ p				1142	383573		STEDT/TBL	tɑ nɑp	morning
18168	Tibetan_Lhasa	morning	morning	ɕo¹³kɛ⁵²	ɕ o ¹³ + k ɛ ⁵²				1040	383564		STEDT/TBL	ɕo¹³kɛ⁵²	morning
35947	Lushai	morning	morning	chawhma	tʃ a w m̥ a	hma 'before'			1493	259220				morning
19120	Daofu	morning	morning	ga ɕha	g a + ɕʰ a				1317	383574		STEDT/TBL	ga ɕha	morning
19553	Dulong	morning	morning	ɕɯ³¹ɹɑ · ŋ⁵⁵	ɕ ɯ ³¹ + ɹ ɑː ŋ ⁵⁵	!			1486	383582		STEDT/TBL	ɕɯ³¹ɹɑ · ŋ⁵⁵	morning
19822	Tibetan_Batang	morning	morning	xo¹³pɑ⁵⁵	x o ¹³ + p ɑ ⁵⁵				1040	383565		STEDT/TBL	xo¹³pɑ⁵⁵	morning
21614	Zhaba_Daofu_County	morning	morning	sᴜ⁵⁵	s u ⁵⁵				2266	383576		STEDT/TBL	sᴜ⁵⁵	morning
21694	Darang_Taraon	morning	morning	ɑ³¹nɑŋ⁵³	ɑ ³¹ + n ɑ ŋ ⁵³				29750	383584		STEDT/TBL	ɑ³¹nɑŋ⁵³	morning
36391	Jieyang		morning	mŋ̩⁵⁵₁₁kʰi³¹	m ŋ̍ ∼ ⁵⁵/¹¹ kʰ i ³¹				1675	NA	囗囗			morning
22338	Yidu	morning	morning	o⁵⁵ nɑ⁵⁵mɑ⁵⁵	o ⁵⁵ _ n ɑ ⁵⁵ + m ɑ ⁵⁵				29750	383587		STEDT/TBL	o⁵⁵ nɑ⁵⁵mɑ⁵⁵	morning
24571	Tibetan_Alike	morning	morning	rŋa mo	r ŋ a _ m o	!			261	383567		STEDT/TBL	rŋa mo	morning
24572	Tibetan_Alike	morning	morning	rŋa ro	r ŋ a _ r o	!			261	383613		STEDT/TBL	rŋa ro	morning
25103	Bokar	morning	morning	a ro kum tɕi	a + r o + k u m + tɕ i				2992	383586		STEDT/TBL	a ro kum tɕi	morning
30739	Japhug		morning	soz	s o z				2266	NA				morning
30740	Khaling		morning	ʔudiʦʦhɛ	ʔ u d i ts ts h ɛ				631	NA				morning
30741	Limbu		morning	taːn	t aː n				3608	NA				morning
30914	Old_Chinese		morning	dər	d ə r			早上	10295	NA	晨	SagartMa2016	*[d]әr	morning
31089	Old_Burmese		morning	naṃ◦nak	n a m̩ + n a k				132	NA		Hill2016		morning
31679	Wobzi_Khroskyabs		morning	nɑ̂rifse	n ɑ̂ r i f s e				2266	NA		Lai2016		morning
31946	Chepang	morning (<N)	morning	bi.ha.nə	b i + h a + n ə		nepali		3853	484329		Caughley2000		morning
32197	Garo	morning (n)	morning	wal-ni	w a l n i				3974	468006		Burling2003		morning
32380	Old_Tibetan		morning	ʑogs pa	ʑ o g s + p a				1040	NA				morning
32430	Thulung		morning	nem tshemu	n e m + tsʰ e m u				4060	NA				morning
32786	Hakha_Chin	narrow (adj.)	narrow	a bimi	b i m i	[full entry: ]			19	NA		VanBik2014		narrow
33091	Bunan	narrow	narrow	pʰuk	pʰ u k	Comment (by Widmer2014): «WT -»			269	NA		Widmer2014		narrow
33435	Rongpo	tight, narrow	narrow	əla:R	ə l aː ɽ		IA		1771	546219		Sharma2003a		narrow
33660	Kulung	narrow (adj.)	narrow	chuchurpa	tʃʰ u tʃʰ u r p a	Nepali: saṃghuro. (Tolsma1999)			632	NA		Tolsma1999		narrow
35370	Xiandao	narrow adj	narrow	ɲ̊ap⁵⁵	ɲ̊ a p ⁵⁵	bad concept			1279	NA		Huang1992		narrow
35371	Achang_Longchuan	narrow adj	narrow	ȵ̥ap⁵⁵	n̥ʲ a p ⁵⁵	bad concept			1279	NA		Huang1992		narrow
35372	Atsi	narrow adj	narrow	tʃa̱p⁵⁵	tʃ a̰ p ⁵⁵	bad concept			1280	NA		Huang1992		narrow
35373	Bola	narrow adj	narrow	tʃɛ̱ʔ⁵⁵	tʃ ɛ̰ ʔ ⁵⁵	bad concept			1280	NA		Huang1992		narrow
35374	Lashi	narrow adj	narrow	tʃa̱ːp⁵⁵	tʃ a̰ː p ⁵⁵	bad concept			1280	NA		Huang1992		narrow
35375	Maru	narrow adj	narrow	tʃɛ̱ʔ⁵⁵	tʃ ɛ̰ ʔ ⁵⁵	bad concept			1280	NA		Huang1992		narrow
33211	Byangsi	narrow	narrow	jirdɛ	j/dʒ i r d ɛ				354	541877		Sharma2003		narrow
35566	Rangoon	narrow adj	narrow	ʨĩ⁵⁵	tɕ ĩ ∼ ⁵⁵	bad concept			1331	NA		Huang1992		narrow
35948	Lushai	narrow (adj)	narrow	zîm	z î/i m				1494	245683				narrow
35949	Lushai	narrow (adj)	narrow	chep	tʃ e p				1280	245684				narrow
36393	Beijing	narrow	narrow	tʂæi²¹⁴	ʈʂ æ i ²¹⁴	柞 tsraek < *[ts]ˤrak		窄	1676	NA	窄	BeijingDaxue1964		narrow
36394	Guangzhou	narrow	narrow	tsak³³	ts a k ³³	柞 tsraek < *[ts]ˤrak		窄	1676	NA	窄	BeijingDaxue1964		narrow
36395	Chaozhou		narrow	ɔiʔ⁵	ɔ i ʔ ⁵	狹 PMin *ɦap < *N-k‹r›ep			1677	NA	狹			narrow
36396	Longgang		narrow	kʰiak⁵	kʰ i a k ⁵	狹 *N-k‹r›ep			1677	NA	囗			narrow
36397	Jieyang		narrow	ɔiʔ⁵	ɔ i ʔ ⁵	狹 PMin *ɦap < *N-k‹r›ep			1677	NA	狹			narrow
36398	Xingning		narrow	kʰiaʔ⁵	kʰ ɪ a ʔ ⁵	狹 *N-k‹r›ep. LS. mattis-7 yunfan-5			1677	NA	囗			narrow
37583	Ukhrul	narrow (be v.)	narrow	kə-mə-ʃɯ	k ə + m ə + ʃ ɯ				2049	527095				narrow
38204	Tangut		narrow	dʑjii	dʑ j iː				4146	NA	窄			narrow
38205	Tangut		narrow	tɕhjɨ	tɕʰ j i				4147	NA	窄			narrow
38442	Mikir		narrow	chēng	ch eː ng	from :cite:Konnerth2014<br>:cite:Walker1925 entry: «bihek, chingkinret, chengran, chengret, ajamkebi, ranitini» (page: 347)			10410	NA		Walker1925, Konnerth2014	bihek, chingkinret, chengran, chengret, ajamkebi, ranitini	narrow
38606	Rabha	narrow	narrow	si-luk	s i + l u k				10409	NA		Joseph2007		narrow
6538	Old_Tibetan		narrow	dog-	d o g			窄	1084	NA				narrow
6567	Japhug		narrow	tɕɤr	tɕ ɤ r			窄	671	NA			tɕɤr	narrow
16992	Jingpho	narrow	narrow	kjip⁵⁵	k j i p ⁵⁵				448	395351		STEDT/TBL	kjip⁵⁵	narrow
18005	rGyalrong_Maerkang	narrow	narrow	kə tʃor	k ə _ tʃ o r				671	395343		STEDT/TBL	kə tʃor	narrow
18346	Tibetan_Lhasa	narrow	narrow	thok¹³po⁵⁵	tʰ o k ¹³ + p o ⁵⁵				1084	395334		STEDT/TBL	thok¹³po⁵⁵	narrow
19274	Daofu	narrow	narrow	xtɕhe xtɕhe	x tɕʰ e + x tɕʰ e	!			671	395344		STEDT/TBL	xtɕhe xtɕhe	narrow
19722	Dulong	narrow	narrow	ɑŋ³¹puʔ⁵⁵tɕiŋ⁵³	ɑ ŋ ³¹ + p u ʔ ⁵⁵ + tɕ i ŋ ⁵³				1567	395352		STEDT/TBL	ɑŋ³¹puʔ⁵⁵tɕiŋ⁵³	narrow
19964	Tibetan_Batang	narrow	narrow	xĩ¹³kha⁵³tɕhũ¹³tɕũ⁵⁵	x ĩ ∼ ¹³ + kʰ a ⁵³ + tɕʰ ũ ∼ ¹³ + tɕ ũ ∼ ⁵⁵				1659	395335		STEDT/TBL	xĩ¹³kha⁵³tɕhũ¹³tɕũ⁵⁵	narrow
21762	Zhaba_Daofu_County	narrow	narrow	tɕhi⁵⁵tɕhi⁵⁵	tɕʰ i ⁵⁵ + tɕʰ i ⁵⁵				671	395346		STEDT/TBL	tɕhi⁵⁵tɕhi⁵⁵	narrow
21864	Darang_Taraon	narrow	narrow	ɑ⁵⁵ɑ⁵⁵	ɑ ⁵⁵ + ɑ ⁵⁵	!			2315	395354		STEDT/TBL	ɑ⁵⁵ɑ⁵⁵	narrow
22562	Tibetan_Xiahe	narrow	narrow	toχ mo	t o χ _ m o				1084	395336		STEDT/TBL	toχ mo	narrow
23680	Lisu	narrow	narrow	tshi³³	tsʰ i ³³				2704	395372		STEDT/TBL	tshi³³	narrow
23774	Bokar	narrow	narrow	tak meː	t a k + m eː				2730	395356		STEDT/TBL	tak meː	narrow
24728	Tibetan_Alike	narrow	narrow	tok	t o k				1084	395337		STEDT/TBL	tok	narrow
25045	Yidu	narrow	narrow	i⁵⁵tɕi⁵⁵ɑ⁵⁵	i ⁵⁵ + tɕ i ⁵⁵ + ɑ ⁵⁵	!			2975	395357		STEDT/TBL	i⁵⁵tɕi⁵⁵ɑ⁵⁵	narrow
30380	Khaling		narrow	mʌbhɛppɛ	m ʌ bh ɛ p p ɛ				3513	NA				narrow
30923	Old_Chinese		narrow	ɴ→kˤrep	ɴ + kˤ r e p			寨	1677	NA	狹	SagartMa2016	*N-kˤ<r>ep	narrow
31090	Old_Burmese		narrow	kyanḥ	k j a n h				1331	NA		Hill2016		narrow
31688	Wobzi_Khroskyabs		narrow	ʁrô	ʁ r ô/o				3763	NA		Lai2016		narrow
31955	Chepang	narrow (of path)	narrow	ghorh.ʔo	gʱ o r̥ ʔ o				3858	479331		Caughley2000		narrow
32208	Garo	narrow (vi)	narrow	ap-chon-a	a p + ch o n + a				3981	465255		Burling2003		narrow
32431	Thulung		narrow	jakke	j a k k e	= khaling jakki "small"			4061	NA				narrow
32787	Hakha_Chin	near (adv.)	near	1. naih, nai;	n àa/a y/i + n ǎa/a y/i	[full entry: e.g. Coming near we saw the flowers = Kan hei naih i pangpar kha kan hmuh hna. 2. a nai; e.g. Vacation is near = Sianginn khar a nai.]			7	NA		VanBik2014		near
33003	Bunan	near	near	katɕaŋ	k a tɕ a ŋ	Comment (by Widmer2014): «WT mchang ?»			204	NA		Widmer2014		near
33061	Bunan	near	near	mostok	m o s t o k				251	NA		Widmer2014		near
33212	Byangsi	near	near	nyero	n j e r o				355	542142		Sharma2003		near
33436	Rongpo	near	near	litɔ	l i t ɔ				1773	546998		Sharma2003a		near
33661	Kulung	close (vt-4 [1: chi:- 2: chi:y- 3: chi-])	near	chima	tʃʰ i m a	Nepali: thunnu, lagāunu. (Tolsma1999)			633	NA		Tolsma1999		near
34174	Bola	near 3	near	tʃɔ̱̃³⁵	tʃ ɔ̰̃ ∼ ³⁵	bad concept			901	NA		Huang1992		near
34721	Rangoon		near	ni⁵⁵	n i ⁵⁵	bad concept			7	NA		Huang1992		near
35378	Lashi	near 3	near	tʃaːŋ⁵³	tʃ aː ŋ ⁵³	bad concept			901	NA		Huang1992		near
35379	Xiandao	near 1	near	nɛ³¹	n ɛ ³¹	bad concept			7	NA		Huang1992		near
35380	Achang_Longchuan	near 3	near	ne³¹	n e ³¹	bad concept			7	NA		Huang1992		near
35381	Atsi	near 3	near	tʃa̱ŋ⁵⁵	tʃ a̰ ŋ ⁵⁵	bad concept			901	NA		Huang1992		near
35382	Maru	near 3	near	tʃɔ̃³⁵	tʃ ɔ̃ ∼ ³⁵	bad concept			901	NA		Huang1992		near
35736	Bahing	next to, near (n, pp)	near	pym	p y m				1377	122410				near
35950	Lushai	near	near	hnai	n̥ a i				7	245734				near
35951	Lushai	near	near	kiang	k i a ŋ				1495	245735				near
36399	Beijing		near	tɕiɘn⁵¹	tɕ i ɘ n ⁵¹				1678	NA	近			near
36400	Guangzhou		near	kʰɐn²³	kʰ ɐ n ²³				1678	NA	近			near
36401	Chaozhou		near	kŋ̩¹¹	k ŋ̍ ∼ ¹¹				1678	NA	近			near
36402	Longgang		near	kʰun³³	kʰ u n ³³				1678	NA	近			near
36403	Jieyang		near	kŋ̩¹¹	k ŋ̍ ∼ ¹¹				1678	NA	近			near
36404	Xingning		near	kʰin⁵³	kʰ i n ⁵³				1678	NA	近			near
37584	Ukhrul	near (be v.)	near	kʰə-ŋə-naj	kʰ ə + ŋ ə + n a j				2050	526774				near
37790	Hayu	near (adv)	near	kheʔwa	kʰ e ʔʷ a				2172	120360				near
38060	Tangut		near	bjij	b j i j				4148	NA	近			near
38378	Mikir		near	adung	a d u ng	from :cite:Konnerth2014<br>:cite:Walker1925 entry: «tebook(het), adung, along, pang[...]» (page: 348)			10412	NA		Walker1925, Konnerth2014	tebook(het), adung, along, pang[...]	near
38605	Rabha	near	near	ka-pʰa	k a + pʰ a				10411	NA		Joseph2007		near
6591	Old_Tibetan		near	tʰag.ɲe.po	tʰ a g + ɲ e + p o			近	7	NA				near
6620	Japhug		near	armbat	a r mb a t			近	974	NA			armbat	near
16390	Bokar	near	near	nə tɕe	n ə + tɕ e				7	395251		STEDT/TBL	nə tɕe	near
16842	Jingpho	near	near	ni³¹	n i ³¹				7	395246		STEDT/TBL	ni³¹	near
17159	Motuo_Menba	near	near	thaʔ thum bi	tʰ a ʔ _ tʰ u m _ b i				550	395234		STEDT/TBL	thaʔ thum bi	near
17515	Tibetan_Xiahe	near	near	thaχ ȵi	tʰ a χ _ ȵ i				7	395231		STEDT/TBL	thaχ ȵi	near
18003	rGyalrong_Maerkang	near	near	kə wɑt	k ə _ w ɑ t				974	395238		STEDT/TBL	kə wɑt	near
18344	Tibetan_Lhasa	near	near	tha⁵² ȵe¹³po⁵⁵	tʰ a ⁵² _ ȵ e ¹³ + p o ⁵⁵				7	395229		STEDT/TBL	tha⁵² ȵe¹³po⁵⁵	near
19272	Daofu	near	near	nthɑ ne	n tʰ ɑ + n e	!	Tibetan[thag ɲe]		1355	395239		STEDT/TBL	nthɑ ne	near
19720	Dulong	near	near	tɯi⁵³	t ɯ i ⁵³				1566	395247		STEDT/TBL	tɯi⁵³	near
19962	Tibetan_Batang	near	near	thɑʔ⁵³thũ¹³thũ⁵⁵	tʰ ɑ ʔ ⁵³ + tʰ ũ ∼ ¹³ + tʰ ũ ∼ ⁵⁵				1657	395230		STEDT/TBL	thɑʔ⁵³thũ¹³thũ⁵⁵	near
21605	Tibetan_Alike	near	near	thak ȵe	tʰ a k _ ȵ e				7	395232		STEDT/TBL	thak ȵe	near
21760	Zhaba_Daofu_County	near	near	ȵʌ⁵⁵ʐu³³	ȵ ʌ ⁵⁵ + ʐ u ³³				7	395241		STEDT/TBL	ȵʌ⁵⁵ʐu³³	near
21862	Darang_Taraon	near	near	gɑ⁵⁵ɑ⁵⁵	g ɑ ⁵⁵ + ɑ ⁵⁵	!			2314	395249		STEDT/TBL	gɑ⁵⁵ɑ⁵⁵	near
23678	Lisu	near	near	nɯ³¹	n ɯ ³¹				7	395267		STEDT/TBL	nɯ³¹	near
25044	Yidu	near	near	me⁵⁵jɑ⁵⁵	m e ⁵⁵ + j ɑ ⁵⁵				2974	395252		STEDT/TBL	me⁵⁵jɑ⁵⁵	near
30381	Khaling		near	phɛ̄r	pʰ ɛ r				3514	NA				near
30382	Limbu		near	niːttaŋ	n iː t t a ŋ				7	NA				near
30925	Old_Chinese		near	nərʔ	n ə r ʔ			近	7	NA	邇	SagartMa2016	*n[ə][r]ʔ	near
31091	Old_Burmese		near	nīḥ	n iː h				7	NA		Hill2016		near
31689	Wobzi_Khroskyabs		near	kə-ntʰâ	k ə + n tʰ â/a				1355	NA		Lai2016		near
31956	Chepang	near, close	near	dyaŋ-	d j a ŋ				3859	482951		Caughley2000		near
32209	Garo	near (pp)	near	se-pang	s e p a ŋ				3982	467659		Burling2003		near
32432	Thulung		near	pharra	pʰ a r r a				3514	NA				near
32790	Hakha_Chin	new (adj.)	new	thar , a tharmi	tʰ â/a r + tʰ ǎ/a r				23	NA		VanBik2014		new
33072	Bunan	new	new	nuj	n u j				257	NA		Widmer2014		new
33213	Byangsi	new	new	nu:dɛ	n uː d ɛ				257	542137		Sharma2003		new
33992	Bantawa	new	new	nuŋwa	n u ŋ w a				257	NA		Jongens2009:452		new
34589	Rangoon		new	tθiʔ⁴	tθ i ʔ ⁴				997	NA		Huang1992		new
