ID	X	ID.1	DOCULECT	CONCEPT	IPA	COUNTERPART	COGID	SEGMENTS	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	DUPLICATES	SOURCE	TOKENS	OLDCOG	ALIGNMENT
1952	511	1824	Yolmo	FAECES (EXCREMENT)	kjakpa	Faeces:High-Fall	100544	k j a k p a	1 6 7 1 1 7	ACXMBZ	KJAKPA	8	8.K.C 8.J.C 8.A.V 8.K.c 8.P.C 8.A.V	2.0 1.5 1.5 1.1 1.75 0.8	0			NA	- k j a - k p a
1953	2320	40627	S_Tibetan_Alike	FAECES (EXCREMENT)	ɣcçokkwa	excrement (noun)	100544	ɣ c ç o kk w a	3 1 3 7 1 6 7	ACCYBCZ	GCSUKWA	2	2.G.C 2.C.C 2.S.C 2.U.V 2.K.C 2.W.C 2.A.V	2.0 1.5 1.5 1.3 1.75 1.5 0.8	0	OLD	ɣ c ç o k k w a	100544	ɣ c ç o - kk w a
1954	2317	40577	S_Tibetan_Batang	FAECES (EXCREMENT)	apa	excrement (noun)	100544	a p a	7 1 7	XBZ	APA	3	3.A.V 3.P.C 3.A.V	1.5 1.75 0.8	0	OLD	a p a	100544	- - - a - - p a
1955	2318	40609	S_Tibetan_Lhasa	FAECES (EXCREMENT)	cakpa	excrement (noun)	100544	c a k p a	1 7 1 1 7	AXMBZ	CAKPA	4	4.C.C 4.A.V 4.K.c 4.P.C 4.A.V	2.0 1.5 1.1 1.75 0.8	0	OLD	c a k p a	100544	- c - a - k p a
1956	2321	40703	S_Tibetan_Xiahe	FAECES (EXCREMENT)	haχkwa	excrement (noun)	100544	h a χ k w a	3 7 3 1 6 7	AXMBCZ	HAGKWA	5	5.H.C 5.A.V 5.G.c 5.K.C 5.W.C 5.A.V	2.0 1.5 1.1 1.75 1.5 0.8	0	OLD	h a χ k w a	100544	- - h a χ k w a
1957	507	807	Lowa	FAECES (EXCREMENT)	tsa	Faeces:High-Fall	103581	t s a	1 3 7	ACX	TSA	4	4.T.C 4.S.C 4.A.V	2.0 1.5 1.5	0			NA	t - s a
1958	2319	40610	S_rGyalrong_Maerkang	FAECES (EXCREMENT)	təʃᴇ	excrement (noun)	103581	t ə ʃ ᴇ	1 7 3 7	AXBZ	TESE	1	1.T.C 1.E.V 1.S.C 1.E.V	2.0 1.5 1.75 0.8	0	OLD	t ə ʃ ᴇ	103581	t ə ʃ ᴇ
1959	NA	43160	S_Bunan	FAR	waj	NA	100336	w a j				0			NA	OLD	w a j	100336	w a j
1960	NA	43189	S_Byangsi	FAR	wathɛ	NA	100336	w a tʰ ɛ				0			NA	OLD	w a tʰ ɛ	100336	w a tʰ ɛ
1961	NA	43411	S_Rongpo	FAR	du:r	NA	100471	d uː r				0			NA	OLD	d uː r	100471	d uː r
1962	512	155	Gyalsumdo	FAR	t̪ʰaɹiŋbu	Far:	100549	t̪ʰ a ɹ i ŋ b u	1 7 5 7 4 1 7	AXBYMBZ	TARINPY	1	1.T.C 1.A.V 1.R.C 1.I.V 1.N.c 1.P.C 1.Y.V	2.0 1.5 1.75 1.3 1.1 1.75 0.8	0			NA	t̪ʰ a - ɹ i ŋ b u
1963	513	414	Jirel	FAR	t̪ʰaɹid̪u	Far:	100549	t̪ʰ a ɹ i d̪ u	1 7 5 7 1 7	AXBYBZ	TARITY	2	2.T.C 2.A.V 2.R.C 2.I.V 2.T.C 2.Y.V	2.0 1.5 1.75 1.3 1.75 0.8	0			NA	t̪ʰ a - ɹ i d̪ - u
1964	514	415	Jirel	FAR	t̪ʰaɹipa	Far:	100549	t̪ʰ a ɹ i p a	1 7 5 7 1 7	AXBYBZ	TARIPA	2	2.T.C 2.A.V 2.R.C 2.I.V 2.P.C 2.A.V	2.0 1.5 1.75 1.3 1.75 0.8	0			NA	t̪ʰ a - ɹ i - p a
1965	515	674	Kagate	FAR	t̪ʰariŋbu	Far:	100549	t̪ʰ a r i ŋ b u	1 7 5 7 4 1 7	AXBYMBZ	TARINPY	3	3.T.C 3.A.V 3.R.C 3.I.V 3.N.c 3.P.C 3.Y.V	2.0 1.5 1.75 1.3 1.1 1.75 0.8	0			NA	t̪ʰ a - r i ŋ b u
1966	516	930	Lowa	FAR	t̪ʰaɡɾiŋa	Far:	100549	t̪ʰ a ɡ ɾ i ŋ a	1 7 1 5 7 4 7	AXBCYBZ	TAKRINA	4	4.T.C 4.A.V 4.K.C 4.R.C 4.I.V 4.N.C 4.A.V	2.0 1.5 1.75 1.5 1.3 1.75 0.8	0			NA	t̪ʰ a ɡ ɾ i ŋ - a
1967	517	1181	Nubri	FAR	t̪ʰaɹiŋpo	Far:	100549	t̪ʰ a ɹ i ŋ p o	1 7 5 7 4 1 7	AXBYMBZ	TARINPU	5	5.T.C 5.A.V 5.R.C 5.I.V 5.N.c 5.P.C 5.U.V	2.0 1.5 1.75 1.3 1.1 1.75 0.8	0			NA	t̪ʰ a - ɹ i ŋ p o
1968	518	1435	Sherpa	FAR	t̪ʰakriŋbu	Far:	100549	t̪ʰ a k r i ŋ b u	1 7 1 5 7 4 1 7	AXBCYMBZ	TAKRINPY	6	6.T.C 6.A.V 6.K.C 6.R.C 6.I.V 6.N.c 6.P.C 6.Y.V	2.0 1.5 1.75 1.5 1.3 1.1 1.75 0.8	0			NA	t̪ʰ a k r i ŋ b u
1969	519	1678	Tsum	FAR	t̪ʰaɹiŋmu	Far:	100549	t̪ʰ a ɹ i ŋ m u	1 7 5 7 4 4 7	AXBYMBZ	TARINMY	7	7.T.C 7.A.V 7.R.C 7.I.V 7.N.c 7.M.C 7.Y.V	2.0 1.5 1.75 1.3 1.1 1.75 0.8	0			NA	t̪ʰ a - ɹ i ŋ m u
1970	520	1942	Yolmo	FAR	t̪ʰaɹiŋbu	Far:	100549	t̪ʰ a ɹ i ŋ b u	1 7 5 7 4 1 7	AXBYMBZ	TARINPY	8	8.T.C 8.A.V 8.R.C 8.I.V 8.N.c 8.P.C 8.Y.V	2.0 1.5 1.75 1.3 1.1 1.75 0.8	0			NA	t̪ʰ a - ɹ i ŋ b u
1971	NA	27158	S_Motuo_Menba	FAR	thaʔ riŋ mo	NA	100549	tʰ a ʔ r i ŋ m o				0			NA	OLD	tʰ a ʔ r i ŋ m o	100549	tʰ a ʔ r i ŋ m o
1972	NA	12722	S_Old_Tibetan	FAR	tʰag.riŋ.po	NA	100549	tʰ a g r i ŋ p o				0			NA	OLD	tʰ a g r i ŋ p o	100549	tʰ a g r i ŋ p o
1973	2326	34725	S_Tibetan_Alike	FAR	akraŋ	far / distant	100549	a k r a ŋ	7 1 5 7 4	XBCYN	AKRAN	2	2.A.V 2.K.C 2.R.C 2.A.V 2.N.c	1.5 1.75 1.5 1.3 0.8	0	OLD	a k r a ŋ	100549	- a k r a ŋ - -
1974	2325	33431	S_Tibetan_Batang	FAR	aʔrĩpu	far / distant	100549	a ʔ r ĩ p u	7 1 5 7 1 7	XBCYBZ	AHRIPY	3	3.A.V 3.H.C 3.R.C 3.I.V 3.P.C 3.Y.V	1.5 1.75 1.5 1.3 1.75 0.8	0	OLD	a ʔ r ĩ p u	100549	- a ʔ r ĩ - p u
1975	2323	28343	S_Tibetan_Lhasa	FAR	ariŋku	far / distant	100549	a r i ŋ k u	7 5 7 4 1 7	XBYMBZ	ARINKY	4	4.A.V 4.R.C 4.I.V 4.N.c 4.K.C 4.Y.V	1.5 1.75 1.3 1.1 1.75 0.8	0	OLD	a r i ŋ k u	100549	- a - r i ŋ k u
1976	2324	32560	S_Tibetan_Xiahe	FAR	aχraŋ	far / distant	100549	a χ r a ŋ	7 3 5 7 4	XBCYN	AGRAN	5	5.A.V 5.G.C 5.R.C 5.A.V 5.N.c	1.5 1.75 1.5 1.3 0.8	0	OLD	a χ r a ŋ	100549	- a χ r a ŋ - -
1977	NA	41601	S_Wobzi_Khroskyabs	FAR	rɑ́ŋ	NA	100549	r ɑ́ ŋ				0			NA	OLD	r ɑ́ ŋ	100549	- - - r ɑ́ ŋ - -
1978	NA	43640	S_Kulung	FAR	chuburi	NA	100617	tʃʰ u b u r i				0			NA	OLD	tʃʰ u b u r i	100617	tʃʰ u b u r i
1979	NA	43905	S_Bantawa	FAR	hyana	NA	100771	h j a n a				0			NA	OLD	h j a n a	100771	h j a n a
1980	NA	12751	S_Japhug	FAR	arqʰi	NA	100973	a r qʰ i				0			NA	OLD	a r qʰ i	100973	a r qʰ i
1981	NA	28002	S_rGyalrong_Maerkang	FAR	kə cçhə	NA	100973	k ə cçh ə				0			NA	OLD	k ə cçh ə	100973	k ə - cçh ə
1982	NA	45500	S_Achang_Longchuan	FAR	ve³¹	NA	101028	v e				0			NA	OLD	v e	101028	v e - - -
1983	NA	44553	S_Atsi	FAR	ve²¹	NA	101028	v e				0			NA	OLD	v e	101028	v e - - -
1984	NA	44554	S_Bola	FAR	vɛ³¹	NA	101028	v ɛ				0			NA	OLD	v ɛ	101028	v ɛ - - -
1985	NA	44556	S_Lashi	FAR	vɛː³³	NA	101028	v ɛː				0			NA	OLD	v ɛː	101028	v ɛː - - -
1986	NA	33677	S_Lisu	FAR	ɯ³¹	NA	101028	ɯ				0			NA	OLD	ɯ	101028	- ɯ - - -
1987	NA	44557	S_Maru	FAR	va³⁵	NA	101028	v a				0			NA	OLD	v a	101028	v a - - -
1988	NA	41067	S_Old_Burmese	FAR	wiyḥ	NA	101028	w i j ḥ				0			NA	OLD	w i j ḥ	101028	w i j ḥ -
1989	NA	44520	S_Rangoon	FAR	we⁵⁵	NA	101028	w e				0			NA	OLD	w e	101028	w e - - -
1990	NA	44558	S_Xiandao	FAR	vɛ³¹	NA	101028	v ɛ				0			NA	OLD	v ɛ	101028	v ɛ - - -
1991	NA	29271	S_Daofu	FAR	gɛ tɕe dʑi	NA	101354	g ɛ tɕ e dʑ i				0			NA	OLD	g ɛ tɕ e dʑ i	101354	g ɛ - tɕ e - dʑ i
1992	NA	45723	S_Bahing	FAR	getta	NA	101370	g e tː a				0			NA	OLD	g e tː a	101370	g e tː a
1993	NA	29719	S_Dulong	FAR	mɹɑŋ⁵³	NA	101565	m ɹ ɑ ŋ				0			NA	OLD	m ɹ ɑ ŋ	101565	m ɹ ɑ ŋ - ( - - )
1994	NA	46260	S_Beijing	FAR	jyɐn²¹⁴	NA	101639	j y ɐ n				0			NA	OLD	j y ɐ n	101639	- - j y ɐ n - - -
1995	NA	46262	S_Chaozhou	FAR	hŋ³⁵	NA	101639	h ŋ				0			NA	OLD	h ŋ	101639	- - h - - ŋ - - -
1996	NA	46261	S_Guangzhou	FAR	jyn²³	NA	101639	j y n				0			NA	OLD	j y n	101639	- - j y - n - - -
1997	NA	46264	S_Jieyang	FAR	hŋ³⁵	NA	101639	h ŋ				0			NA	OLD	h ŋ	101639	- - h - - ŋ - - -
1998	NA	46263	S_Longgang	FAR	jɛn³²	NA	101639	j ɛ n				0			NA	OLD	j ɛ n	101639	- - j ɛ - n - - -
1999	NA	40814	S_Old_Chinese	FAR	Cɢʷanʔ	NA	101639	C/ ɢʷ a n ʔ				0			NA	OLD	C/ ɢʷ a n ʔ	101639	C/ - ɢʷ a - n ʔ - -
2000	NA	46265	S_Xingning	FAR	ʐɛn²¹	NA	101639	ʐ ɛ n				0			NA	OLD	ʐ ɛ n	101639	- - ʐ ɛ - n - - -
2001	NA	47564	S_Ukhrul	FAR	kla	NA	102036	k l a				0			NA	OLD	k l a	102036	k l a
2002	NA	47773	S_Hayu	FAR	xuʔlam	NA	102162	x u ʔ l a m				0			NA	OLD	x u ʔ l a m	102162	x u ʔ l a m
2003	NA	31759	S_Zhaba_Daofu_County	FAR	tʂi⁵⁵tʂi⁵⁵	NA	102288	tʂ i tʂ i				0			NA	OLD	tʂ i tʂ i	102288	tʂ i - - tʂ i -
2004	NA	34149	S_Darang_Taraon	FAR	diɑ⁵⁵	NA	102813	d i ɑ				0			NA	OLD	d i ɑ	102813	d i ɑ -
2005	NA	35043	S_Yidu	FAR	lioŋ⁵⁵	NA	102973	l i o ŋ				0			NA	OLD	l i o ŋ	102973	l i o ŋ -
2006	NA	35321	S_Jingpho	FAR	tsa̱n³³	NA	103045	ts a̱ n				0			NA	OLD	ts a̱ n	103045	ts a̱ n -
2007	NA	42691	S_Hakha_Chin	FAR	a hla;	NA	103472	hl àa/a hl aa/a t				0			NA	OLD	hl àa/a hl aa/a t	103472	hl àa/a - hl aa/a t
2008	NA	45918	S_Lushai	FAR	hla	NA	103472	l̥ a				0			NA	OLD	l̥ a	103472	- - - l̥ a -
2009	NA	40342	S_Khaling	FAR	kakthʌm	NA	103499	k a k th ʌ m				0			NA	OLD	k a k th ʌ m	103499	k a k th ʌ m
2010	NA	41856	S_Chepang	FAR	lok-	NA	103808	l o k				0			NA	OLD	l o k	103808	l o k
2011	NA	42120	S_Garo	FAR	chel•-a	NA	103938	ch e l ʔ a				0			NA	OLD	ch e l ʔ a	103938	ch e l ʔ - a
2012	NA	48604	S_Rabha	FAR	dzán	NA	103938	dz á n				0			NA	OLD	dz á n	103938	
2013	NA	25883	S_Bokar	FAR	aː◦to	NA	104018	aː t o				0			NA	OLD	aː t o	104018	aː t o
2014	NA	42408	S_Thulung	FAR	hono:wa	NA	104053	h o n oː w a				0			NA	OLD	h o n oː w a	104053	h o n oː w a
2015	NA	48022	S_Tangut	FAR	khwa	NA	110197	kh w a				0			NA	OLD	kh w a	110197	kh w a
2016	NA	48337	S_Mikir	FAR	helō	NA	110352	h e l ō				0			NA	OLD	h e l ō	110352	
2017	NA	40343	S_Limbu	FAR	maːŋgha	NA	129713	m aː ŋ gh a				0			NA	OLD	m aː ŋ gh a	129713	m - aː ŋ - ( gh a )
2018	521	94	Gyalsumdo	FAT (OF MEAT AND FOOD)	tsʰulu	Fat (of meat):High	166	t sʰ u l u	1 3 7 5 7	ACXBZ	TSYLY	1	1.T.C 1.S.C 1.Y.V 1.L.C 1.Y.V	2.0 1.5 1.5 1.75 0.8	0			NA	t sʰ u l u -
2019	522	355	Jirel	FAT (OF MEAT AND FOOD)	tsʰiluk	Fat (of meat):High	166	t sʰ i l u k	1 3 7 5 7 1	ACXBYN	TSILYK	2	2.T.C 2.S.C 2.I.V 2.L.C 2.Y.V 2.K.c	2.0 1.5 1.5 1.75 1.3 0.8	0			NA	t sʰ i l u k
2020	523	614	Kagate	FAT (OF MEAT AND FOOD)	tsʰiluk	Fat (of meat):High	166	t sʰ i l u k	1 3 7 5 7 1	ACXBYN	TSILYK	3	3.T.C 3.S.C 3.I.V 3.L.C 3.Y.V 3.K.c	2.0 1.5 1.5 1.75 1.3 0.8	0			NA	t sʰ i l u k
2021	524	871	Lowa	FAT (OF MEAT AND FOOD)	tsʰiluk	Fat (of meat):High	166	t sʰ i l u k	1 3 7 5 7 1	ACXBYN	TSILYK	4	4.T.C 4.S.C 4.I.V 4.L.C 4.Y.V 4.K.c	2.0 1.5 1.5 1.75 1.3 0.8	0			NA	t sʰ i l u k
2022	525	1125	Nubri	FAT (OF MEAT AND FOOD)	tsʰulu	Fat (of meat):(Mid-)High	166	t sʰ u l u	1 3 7 5 7	ACXBZ	TSYLY	5	5.T.C 5.S.C 5.Y.V 5.L.C 5.Y.V	2.0 1.5 1.5 1.75 0.8	0			NA	t sʰ u l u -
2023	526	1378	Sherpa	FAT (OF MEAT AND FOOD)	tsʰiluk	Fat (of meat):Mid-Low	166	t sʰ i l u k	1 3 7 5 7 1	ACXBYN	TSILYK	6	6.T.C 6.S.C 6.I.V 6.L.C 6.Y.V 6.K.c	2.0 1.5 1.5 1.75 1.3 0.8	0			NA	t sʰ i l u k
2024	527	1622	Tsum	FAT (OF MEAT AND FOOD)	tsʰilu	Fat (of meat):High	166	t sʰ i l u	1 3 7 5 7	ACXBZ	TSILY	7	7.T.C 7.S.C 7.I.V 7.L.C 7.Y.V	2.0 1.5 1.5 1.75 0.8	0			NA	t sʰ i l u -
2025	528	1886	Yolmo	FAT (OF MEAT AND FOOD)	tsʰilu	Fat (of meat):High	166	t sʰ i l u	1 3 7 5 7	ACXBZ	TSILY	8	8.T.C 8.S.C 8.I.V 8.L.C 8.Y.V	2.0 1.5 1.5 1.75 0.8	0			NA	t sʰ i l u -
2026	NA	12804	S_Japhug	FAT (OF MEAT AND FOOD)	tɯ-kri	NA	92	t ɯ k r i				0			NA	OLD	t ɯ k r i	100000	t ɯ k r i - -
2027	NA	12788	S_Khaling	FAT (OF MEAT AND FOOD)	ʦhodobɛ	NA	92	ʦʰ o d o b ɛ				0			NA	OLD	ʦʰ o d o b ɛ	100000	ʦʰ o d - o b ɛ
2028	NA	12789	S_Limbu	FAT (OF MEAT AND FOOD)	sot	NA	92	s o t				0			NA	OLD	s o t	100000	s o t - - - -
2029	NA	12775	S_Old_Tibetan	FAT (OF MEAT AND FOOD)	tsʰil	NA	92	tsʰ i l				0			NA	OLD	tsʰ i l	100000	tsʰ i - l - - -
2030	NA	12808	S_Tangut	FAT (OF MEAT AND FOOD)	lhə	NA	92	lʰ ə				0			NA	OLD	lʰ ə	100000	lʰ ə - - - - -
2031	NA	48294	S_Mikir	FATHER	+pō	NA	100000	 p ō				0			NA	OLD	 p ō	100000	
2032	529	116	Gyalsumdo	FATHER	apa	Father:Mid	100107	a p a	7 1 7	XBZ	APA	1	1.A.V 1.P.C 1.A.V	1.5 1.75 0.8	0			NA	- a - p a - - - -
2033	530	378	Jirel	FATHER	aba	Father:Mid	100107	a b a	7 1 7	XBZ	APA	2	2.A.V 2.P.C 2.A.V	1.5 1.75 0.8	0			NA	- a - b a - - - -
2034	531	635	Kagate	FATHER	aba	Father:…Rise	100107	a b a	7 1 7	XBZ	APA	3	3.A.V 3.P.C 3.A.V	1.5 1.75 0.8	0			NA	- a - b a - - - -
2035	532	892	Lowa	FATHER	ake	Father:(Mid-)Rise	100107	a k e	7 1 7	XBZ	AKE	4	4.A.V 4.K.C 4.E.V	1.5 1.75 0.8	0			NA	- a k - e - - - -
2036	533	1145	Nubri	FATHER	jɛ	Father:Mid	100107	j ɛ	6 7	AX	JE	5	5.J.C 5.E.V	2.0 1.5	0			NA	- - j - ɛ - - - -
2037	534	1399	Sherpa	FATHER	apa	Father:Mid	100107	a p a	7 1 7	XBZ	APA	6	6.A.V 6.P.C 6.A.V	1.5 1.75 0.8	0			NA	- a - p a - - - -
2038	535	1642	Tsum	FATHER	awa	Father:Low-Rise	100107	a w a	7 6 7	XBZ	AWA	7	7.A.V 7.W.C 7.A.V	1.5 1.75 0.8	0			NA	- a - w a - - - -
2039	536	1906	Yolmo	FATHER	aba	Father:High	100107	a b a	7 1 7	XBZ	APA	8	8.A.V 8.P.C 8.A.V	1.5 1.75 0.8	0			NA	- a - b a - - - -
2040	NA	45555	S_Atsi	FATHER	a⁵⁵va²¹	NA	100107	a v a				0			NA	OLD	a v a	100107	- a - v a - - - -
2041	NA	45768	S_Bahing	FATHER	papa	NA	100107	p a p a				0			NA	OLD	p a p a	100107	- - - p a - - p a
2042	NA	43906	S_Bantawa	FATHER	pa	NA	100107	p a				0			NA	OLD	p a	100107	- - - p a - - - -
2043	NA	46654	S_Beijing	FATHER	pa⁵¹pa⁰	NA	100107	p a p a				0			NA	OLD	p a p a	100107	- - - p a - - p a
2044	NA	27546	S_Bokar	FATHER	a bo	NA	100107	a b o				0			NA	OLD	a b o	100107	- a - b o - - - -
2045	NA	44572	S_Bola	FATHER	a³¹va⁵⁵	NA	100107	a v a				0			NA	OLD	a v a	100107	- a - v a - - - -
2046	NA	42927	S_Bunan	FATHER	awa	NA	100107	a w a				0			NA	OLD	a w a	100107	- a - w a - - - -
2047	NA	43254	S_Byangsi	FATHER	ba	NA	100107	b a				0			NA	OLD	b a	100107	- - - b a - - - -
2048	NA	46658	S_Chaozhou	FATHER	pe³⁵	NA	100107	p e				0			NA	OLD	p e	100107	- - - p e - - - -
2049	NA	41857	S_Chepang	FATHER	ʔa.pa	NA	100107	ʔ a p a				0			NA	OLD	ʔ a p a	100107	ʔ a - p a - - - -
2050	NA	28695	S_Daofu	FATHER	a pa	NA	100107	a p a				0			NA	OLD	a p a	100107	- a - p a - - - -
2051	NA	34755	S_Darang_Taraon	FATHER	ɑ³¹bɑ³⁵	NA	100107	ɑ b ɑ				0			NA	OLD	ɑ b ɑ	100107	- ɑ - b ɑ - - - -
2052	NA	29152	S_Dulong	FATHER	ɑ³¹pɑi⁵³	NA	100107	ɑ p ɑ i				0			NA	OLD	ɑ p ɑ i	100107	- ɑ - p ɑ i - - -
2053	NA	42122	S_Garo	FATHER	a-pa	NA	100107	a p a				0			NA	OLD	a p a	100107	- a - p a - - - -
2054	NA	46656	S_Guangzhou	FATHER	pa⁵⁵₂₁pa⁵⁵	NA	100107	p a p a				0			NA	OLD	p a p a	100107	- - - p a - - p a
2055	NA	42692	S_Hakha_Chin	FATHER	pa , ka pa	NA	100107	p âa				0			NA	OLD	p âa	100107	- - - p âa - - - -
2056	NA	47824	S_Hayu	FATHER	uxpʊ	NA	100107	u x p ʊ				0			NA	OLD	u x p ʊ	100107	- u x p ʊ - - - -
2057	NA	12857	S_Japhug	FATHER	tɤ-wa	NA	100107	t ɤ w a				0			NA	OLD	t ɤ w a	100107	t ɤ - w a - - - -
2058	NA	46660	S_Jieyang	FATHER	pe³⁵	NA	100107	p e				0			NA	OLD	p e	100107	- - - p e - - - -
2059	NA	26497	S_Jingpho	FATHER	wa̱⁵¹	NA	100107	w a̱				0			NA	OLD	w a̱	100107	- - - w a̱ - - - -
2060	NA	41523	S_Khaling	FATHER	pɛpp	NA	100107	p ɛ p p				0			NA	OLD	p ɛ p p	100107	- - - p ɛ - - p p
2061	NA	43705	S_Kulung	FATHER	pa	NA	100107	p a				0			NA	OLD	p a	100107	- - - p a - - - -
2062	NA	44573	S_Lashi	FATHER	a⁵⁵pho⁵³	NA	100107	a pʰ o				0			NA	OLD	a pʰ o	100107	- a - pʰ o - - - -
2063	NA	41524	S_Limbu	FATHER	pa	NA	100107	p a				0			NA	OLD	p a	100107	- - - p a - - - -
2064	NA	33269	S_Lisu	FATHER	ɑ³¹bɑ³¹	NA	100107	ɑ b ɑ				0			NA	OLD	ɑ b ɑ	100107	- ɑ - b ɑ - - - -
2065	NA	46659	S_Longgang	FATHER	pa²¹pa¹³	NA	100107	p a p a				0			NA	OLD	p a p a	100107	- - - p a - - p a
2066	NA	45998	S_Lushai	FATHER	pa	NA	100107	p a				0			NA	OLD	p a	100107	- - - p a - - - -
2067	NA	45565	S_Maru	FATHER	a⁵⁵phɔ⁵⁵	NA	100107	a pʰ ɔ				0			NA	OLD	a pʰ ɔ	100107	- a - pʰ ɔ - - - -
2068	NA	26633	S_Motuo_Menba	FATHER	ʔa pa	NA	100107	ʔ a p a				0			NA	OLD	ʔ a p a	100107	ʔ a - p a - - - -
2069	NA	41134	S_Old_Burmese	FATHER	a◦phiy	NA	100107	a ph i j				0			NA	OLD	a ph i j	100107	- a - ph i - j - -
2070	NA	40815	S_Old_Chinese	FATHER	ɴ→paʔ	NA	100107	ɴ p a ʔ				0			NA	OLD	ɴ p a ʔ	100107	ɴ - - p a - ʔ - -
2071	NA	12828	S_Old_Tibetan	FATHER	a.pʰa	NA	100107	a pʰ a				0			NA	OLD	a pʰ a	100107	- a - pʰ a - - - -
2072	NA	44656	S_Rangoon	FATHER	ɑ⁵³pʰe²²	NA	100107	ɑ pʰ e				0			NA	OLD	ɑ pʰ e	100107	- ɑ - pʰ e - - - -
2073	2327	27475	S_rGyalrong_Maerkang	FATHER	tp	father	100107	t p	1 1	AN	TP	1	1.T.C 1.P.c	2.0 0.8	0	OLD	t p	100107	t - - p - - - - -
2074	NA	43475	S_Rongpo	FATHER	a:pa	NA	100107	aː p a				0			NA	OLD	aː p a	100107	- aː - p a - - - -
2075	NA	42474	S_Thulung	FATHER	pa:p	NA	100107	p aː p				0			NA	OLD	p aː p	100107	- - - p aː - - p -
2076	2333	34180	S_Tibetan_Alike	FATHER	aræ	father	100107	a r æ	7 5 7	XBZ	ARE	2	2.A.V 2.R.C 2.E.V	1.5 1.75 0.8	0	OLD	a r æ	102361	- a - r æ - - - -
2077	2330	29403	S_Tibetan_Batang	FATHER	ʔaa	father	100107	ʔ aa	1 7	AX	HA	3	3.H.C 3.A.V	2.0 1.5	0	OLD	ʔ a a	100107	ʔ aa - - - - - - -
2078	2331	29404	S_Tibetan_Batang	FATHER	agẽ	father	100107	a g ẽ	7 1 7	XBZ	AKE	3	3.A.V 3.K.C 3.E.V	1.5 1.75 0.8	0	OLD	a g ẽ	100107	- a g - ẽ - - - -
2079	2328	27792	S_Tibetan_Lhasa	FATHER	apa	father	100107	a p a	7 1 7	XBZ	APA	4	4.A.V 4.P.C 4.A.V	1.5 1.75 0.8	0	OLD	a p a	100107	- a - p a - - - -
2080	2329	27793	S_Tibetan_Lhasa	FATHER	papa	father	100107	p a p a	1 7 1 7	AXBZ	PAPA	4	4.P.C 4.A.V 4.P.C 4.A.V	2.0 1.5 1.75 0.8	0	OLD	p a p a	100107	- - - p a - - p a
2081	2332	32046	S_Tibetan_Xiahe	FATHER	ʔaa	father	100107	ʔ aa	1 7	AX	HA	5	5.H.C 5.A.V	2.0 1.5	0	OLD	ʔ a a	102361	ʔ aa - - - - - - -
2082	NA	47624	S_Ukhrul	FATHER	ʔa-va	NA	100107	ʔ a v a				0			NA	OLD	ʔ a v a	100107	ʔ a - v a - - - -
2083	NA	41602	S_Wobzi_Khroskyabs	FATHER	æ̂pɑ	NA	100107	æ̂ p ɑ				0			NA	OLD	æ̂ p ɑ	100107	- æ̂ - p ɑ - - - -
2084	NA	44575	S_Xiandao	FATHER	po³¹	NA	100107	p o				0			NA	OLD	p o	100107	- - - p o - - - -
2085	NA	46661	S_Xingning	FATHER	a⁴⁴pa⁴⁵	NA	100107	a p a				0			NA	OLD	a p a	100107	- a - p a - - - -
2086	NA	34497	S_Yidu	FATHER	nɑ⁵⁵bɑ⁵⁵	NA	100107	n ɑ b ɑ				0			NA	OLD	n ɑ b ɑ	100107	n ɑ - b ɑ - - - -
2087	NA	35673	S_Zhaba_Daofu_County	FATHER	a⁵⁵pe⁵⁵	NA	100107	a p e				0			NA	OLD	a p e	100107	- a - p e - - - -
2088	NA	44569	S_Achang_Longchuan	FATHER	teʔ⁵⁵	NA	101046	t e ʔ				0			NA	OLD	t e ʔ	101046	t e ʔ -
2089	NA	46655	S_Beijing	FATHER	tie⁵⁵	NA	101743	t i e				0			NA	OLD	t i e	101743	t i e -
2090	NA	46657	S_Guangzhou	FATHER	lou²³tɐu²²	NA	103377	l o u t ɐ u				0			NA	OLD	l o u t ɐ u	103377	l o u - t ɐ u -
2091	NA	47981	S_Tangut	FATHER	wja	NA	110198	w ja				0			NA	OLD	w ja	110198	
2092	537	196	Gyalsumdo	FEW	ɲuŋe	Few:Low-Rise	170	ɲ u ŋ e	4 7 4 7	AXBZ	NYNE	1	1.N.C 1.Y.V 1.N.C 1.E.V	2.0 1.5 1.75 0.8	0			NA	ɲ u ŋ - e
2093	540	973	Lowa	FEW	ɲuŋwa	Few:(Low-)Rise	170	ɲ u ŋ w a	4 7 4 6 7	AXBCZ	NYNWA	4	4.N.C 4.Y.V 4.N.C 4.W.C 4.A.V	2.0 1.5 1.75 1.5 0.8	0			NA	ɲ u ŋ w a
2094	543	1716	Tsum	FEW	ɲyma	Few:Low-Rise	170	ɲ y m a	4 7 4 7	AXBZ	NYMA	7	7.N.C 7.Y.V 7.M.C 7.A.V	2.0 1.5 1.75 0.8	0			NA	ɲ y m - a
2095	545	1982	Yolmo	FEW	ɲemu	Few:	170	ɲ e m u	4 7 4 7	AXBZ	NEMY	8	8.N.C 8.E.V 8.M.C 8.Y.V	2.0 1.5 1.75 0.8	0			NA	ɲ e m - u
