ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	MORPHEMES	COGIDS	COGID	ALIGNMENT	NOTE
573	Kagate	Star	karma	karma	k a.r + m a	star/white _:ma-suffix/ma	2565 11	759	k a.r + m a	[x]
827	Lowa	Star	kaɹma	kaɹma	k a.ɹ + m a	star/white _:ma-suffix/ma	2565 11	759	k a.ɹ + m a	[x]
1084	Nubri	Star	kaɹma	kaɹma	k a.ɹ + m a	star/white _:ma-suffix/ma	2565 11	759	k a.ɹ + m a	[x]
1336	Sherpa	Star	kərma	kərma	k ə/a.r + m a	star/white _:ma-suffix/ma	2565 11	759	k ə/a.r + m a	[x]
1337	Sherpa	Star	kərdzjaŋ	kərdzjaŋ	k ə/a.r + dz.j a.ŋ	star/white star/dzjaŋ	2565 2567	86	k ə/a.r + dz.j a.ŋ	[x]
1581	Tsum	Star	kaɹma	kaɹma	k a.ɹ + m a	star/white _:ma-suffix/ma	2565 11	759	k a.ɹ + m a	[x]
1844	Yolmo	Star	kəɾma	kəɾma	k ə/a.ɾ + m a	star/white _:ma-suffix/ma	2565 11	759	k ə/a.ɾ + m a	[x]
106601	S_Old_Tibetan	Star	skar.ma	skar.ma	s k a r m a			759	s - - k a r m a - - - - -	From Sagart et al.
106628	S_Old_Chinese	Star	s→tsʰˤeŋ	s→tsʰˤeŋ	s tsʰˤ e ŋ			86	) s - tsʰˤ e ŋ	From Sagart et al.
52	Gyalsumdo	Rain	nam	nam	n a.m	sky-rain	2462	642	n a.m	[x]
314	Jirel	Rain	tɕʰjaɹba	tɕʰjaɹba	tɕʰ.j a.ɹ + b a	rain/tcjar _:pa-suffix/ba	2178 8	643	tɕʰ.j a.ɹ + b a	[x]
574	Kagate	Rain	nam	nam	n a.m	sky-rain	2462	642	n a.m	[x]
828	Lowa	Rain	tɕʰjawa	tɕʰjawa	tɕʰ.j a + w a	rain/tcjar _:wa-suffix	2178 2180	643	tɕʰ.j a + w a	[x]
1085	Nubri	Rain	nam	nam	n a.m	sky-rain	2462	642	n a.m	[x]
1338	Sherpa	Rain	tɕjarpa	tɕjarpa	tɕ.j a.r + p a	rain/tcjar _:pa-suffix/ba	2178 2179	643	tɕ.j a.r + p a	[x]
1582	Tsum	Rain	n̪amkjaus̩	n̪amkjaus̩	n̪ a.m + k.j aus̩/au	sky-rain _kjau	2462 2178	642	n̪ a.m + k.j aus̩/au	[x]
1845	Yolmo	Rain	n̪əm	n̪əm	n̪ ə.m	sky-rain	2462	642	n̪ ə.m	[x]
1846	Yolmo	Rain	n̪əmɡjabzin̪	n̪əmɡjabzin̪	n̪ ə.m + g.j a b + z i n̪	sky-rain _rain _rain	2462 55 2181	642	n̪ ə.m + g.j a b + z i n̪	[x]
54	Gyalsumdo	River	tsaŋpu	tsaŋpu	ts a.ŋ + p u	river/tsaŋ _:bu-suffix/pu	2270 1581	674	ts a.ŋ + p u	[x]
316	Jirel	River	tʰaŋka	tʰaŋka	tʰ a.ŋ + k a	river/tsaŋ _:suffix/ka	2270 2272	674	tʰ a.ŋ + k a	[x]
576	Kagate	River	tsaŋbu	tsaŋbu	ts a.ŋ + b u	river/tsaŋ _:bu-suffix/pu	2270 1581	674	ts a.ŋ + b u	[x]
830	Lowa	River	tsaŋpo	tsaŋpo	ts a.ŋ + p o	river/tsaŋ _:bu-suffix/pu	2270 1581	674	ts a.ŋ + p o	[x]
1087	Nubri	River	kjuɡtɕʰju	kjuɡtɕʰju	k.j u.g . tɕʰ.j u	river/kjug _river/tshju	2273 2274	677	k.j u.g . tɕʰ.j u	[x]
1340	Sherpa	River	tsəŋbu	tsəŋbu	ts ə.ŋ + b u	river/tsaŋ _:bu-suffix/pu	2270 1581	674	ts ə.ŋ + b u	[x]
1584	Tsum	River	tsaŋbo	tsaŋbo	ts a.ŋ + b o	river/tsaŋ _:bu-suffix/pu	2270 1581	674	ts a.ŋ + b o	[x]
1848	Yolmo	River	tsəŋbu	tsəŋbu	ts ə.ŋ + b u	river/tsaŋ _:bu-suffix/pu	2270 1581	674	ts ə.ŋ + b u	[x]
105601	S_Old_Tibetan	River	gtsaŋ.po	gtsaŋ.po	g ts a ŋ p o			647	g ts a ŋ p o	From Sagart et al.
105633	S_Old_Chinese	River	sturʔ	sturʔ	s t u r ʔ			103998	s - t u r ʔ - - - -	From Sagart et al.
105634	S_Old_Tibetan	River	tɕʰu	tɕʰu	tɕʰ u			103998	- - tɕʰ u - - - - - -	From Sagart et al.
55	Gyalsumdo	Cloud	muɡpa	muɡpa	m u.g + p a	cloud/muk _pa-suffix/pa	536 10	176	m u.g + p a	[x]
317	Jirel	Cloud	mukpa	mukpa	m u.k + p a	cloud/muk _pa-suffix/pa	536 10	176	m u.k + p a	[x]
577	Kagate	Cloud	mukpa	mukpa	m u.k + p a	cloud/muk _pa-suffix/pa	536 10	176	m u.k + p a	[x]
831	Lowa	Cloud	ʂɹiŋpa	ʂɹiŋpa	ʂ.ɹ i.ŋ + p a	cloud/sriŋ _:pa-suffix/pa	538 10	36	ʂ.ɹ i.ŋ + p a	[x]
1088	Nubri	Cloud	muɡpa	muɡpa	m u.g + p a	cloud/muk _pa-suffix/pa	536 10	176	m u.g + p a	[x]
1341	Sherpa	Cloud	mukpa	mukpa	m u.k + p a	cloud/muk _pa-suffix/pa	536 10	176	m u.k + p a	[x]
1585	Tsum	Cloud	mukpaʔ	mukpaʔ	m u.k + p a.ʔ	cloud/muk _pa-suffix/pa	536 10	176	m u.k + p a.ʔ	[x]
1849	Yolmo	Cloud	mukpa	mukpa	m u.k + p a	cloud/muk _pa-suffix/pa	536 10	176	m u.k + p a	[x]
101012	S_Old_Tibetan	Cloud	sprin	sprin	s p r i n			36	s p r i n - -	From Sagart et al.
101037	S_Old_Chinese	Cloud	ɢʷən	ɢʷən	ɢʷ ə n			101721	ɢʷ - ə n -	From Sagart et al.
56	Gyalsumdo	Lightening	loɡmaɹ	loɡmaɹ	l o.g + m a.ɹ	lightning/lok _lightning/mar	1563 1564	457	l o.g + m a.ɹ	[x]
318	Jirel	Lightening	tsilim	tsilim	ts i + l !i/a.m	lightning/tsi lightening/lam	1565 1566	458	ts i + l !i/a.m	[x]
319	Jirel	Lightening	tsilam	tsilam	ts i + l a.m	lightning/tsi lightening/lam	1565 1566	458	ts i + l a.m	[x]
578	Kagate	Lightening	milik	milik	m i + l i.k	_lightning/mi lightning/lok	1567 1563	457	m i + l i.k	[x]
832	Lowa	Lightening	lokmaɹ	lokmaɹ	l o.k + m a.ɹ	lightning/lok _lightning/mar	1563 1564	457	l o.k + m a.ɹ	[x]
1089	Nubri	Lightening	tuk	tuk	t u.k	lightning/tuk	1568	462	t u.k	[x]
1342	Sherpa	Lightening	tsilam	tsilam	ts i + l a.m	lightning/tsi lightening/lam	1565 1566	458	ts i + l a.m	[x]
1586	Tsum	Lightening	loʔ	loʔ	l o.ʔ	lightning/lok	1563	457	l o.ʔ	[x]
1850	Yolmo	Lightening	tsiləm	tsiləm	ts i + l ə.m	lightning/tsi lightening/lam	1565 1566	458	ts i + l ə.m	[x]
103991	S_Old_Tibetan	Lightening	glog	glog	g l o g			457	g l o g - - -	From Sagart et al.
58	Gyalsumdo	Wind	hlawa	hlawa	h.l a + w a	wind/hla _:wa-suffix/wa	3690 56	1127	h.l a + w a	[x]
321	Jirel	Wind	hlaba	hlaba	h.l a + b a	wind/hla _:pa-suffix/pa	3690 10	1127	h.l a + b a	[x]
580	Kagate	Wind	hlaba	hlaba	h.l a + b a	wind/hla _:pa-suffix/pa	3690 10	1127	h.l a + b a	[x]
834	Lowa	Wind	luŋ	luŋ	l u.ŋ	wind/luŋ	3691	1129	l u.ŋ	[x]
835	Lowa	Wind	luŋpo	luŋpo	l u.ŋ + p o	wind/luŋ _:po-suffix	3691 3689	1129	l u.ŋ + p o	[x]
1091	Nubri	Wind	hlawa	hlawa	h.l a + w a	wind/hla _:wa-suffix/wa	3690 56	1128	h.l a + w a	[x]
1344	Sherpa	Wind	luŋ	luŋ	l u.ŋ	wind/luŋ	3691	1129	l u.ŋ	[x]
1588	Tsum	Wind	hlapa	hlapa	h.l a + p a	wind/hla _:pa-suffix/pa	3690 10	1127	h.l a + p a	[x]
1852	Yolmo	Wind	hlawa	hlawa	h.l a + w a	wind/hla _:wa-suffix/wa	3690 56	1128	h.l a + w a	[x]
108267	S_Old_Tibetan	Wind	rluŋ	rluŋ	r l u ŋ			1129	- - r l u ŋ - -	From Sagart et al.
108275	S_Old_Chinese	Wind	prəm	prəm	p r ə m			101856	- p r ə m	From Sagart et al.
61	Gyalsumdo	Sand	pema	pema	p e + m a	sand/phe _:ma-suffix	2384 1442	712	p e + m a -	[x]
324	Jirel	Sand	pʰesa	pʰesa	pʰ e + s a	sand/phe _sand/sa	2384 57	712	pʰ e + s a	[x]
583	Kagate	Sand	pema	pema	p e + m a	sand/phe _:ma-suffix	2384 1442	712	p e + m a -	[x]
838	Lowa	Sand	pema	pema	p e + m a	sand/phe _:ma-suffix	2384 1442	712	p e + m a -	[x]
1094	Nubri	Sand	pɛ̃:	pɛ̃:	p ɛ̃ː/ɛ + Ø/m Ø/a	sand/phe _:ma-suffix	2384 1442	712	p ɛ̃ː/ɛ + Ø/m Ø/a -	[x]
1347	Sherpa	Sand	pʰema	pʰema	pʰ e + m a	sand/phe _:ma-suffix	2384 1442	712	pʰ e + m a -	[x]
1591	Tsum	Sand	ijãʔ	ijãʔ	i + j ã.ʔ	sand/i sand/jã?	2387 2388	715	i + j ã.ʔ	[x]
1855	Yolmo	Sand	pema	pema	p e + m a	sand/phe _:ma-suffix	2384 1442	712	p e + m a -	[x]
105902	S_Old_Tibetan	Sand	bʲe.ma	bʲe.ma	bʲ e m a			712	bʲ - e - - m a	From Sagart et al.
105923	S_Old_Chinese	Sand	sˤraj	sˤraj	sˤ r a j			100212	) sˤ r a j	From Sagart et al.
65	Gyalsumdo	Mud	sa	sa	s a	mud/sa	1831	534	s a	[x]
328	Jirel	Mud	səbi	səbi	s ə + b i	mud/sa _mud/bi	1831 1832	534	s ə + b i	[x]
587	Kagate	Mud	sebi	sebi	s e + b i	mud/sa _mud/bi	1831 1832	534	s e + b i	[x]
842	Lowa	Mud	n̪d̪ampak	n̪d̪ampak	ⁿd̪ a.m + p a.k	mud/dam _mud/pak	1833 1834	535	ⁿd̪ a.m + p a.k	[x]
843	Lowa	Mud	sa	sa	s a	mud/sa	1831	534	s a	[x]
1098	Nubri	Mud	t̪ampa	t̪ampa	t̪ a.m + p a	mud/dam _mud/pak	1833 1834	535	t̪ a.m + p a	[!] could be a pa-suffix
1351	Sherpa	Mud	t̪ʰala	t̪ʰala	t̪ʰ a + l a	mud/tha _:suffix/la	1833 1835	535	t̪ʰ a - + l a	[?] loan from Chinese?
1595	Tsum	Mud	sa	sa	s a	mud/sa	1831	534	s a	[x]
1859	Yolmo	Mud	sasa	sasa	s a + s a	mud/sa _mud/sa-2	1831 1836	534	s a + s a	[x]
104647	S_Old_Tibetan	Mud	ɴdam pa	ɴdam pa	ɴ d a m p a			535	ɴ d a m - p a -	From Sagart et al.
104656	S_Old_Chinese	Mud	Cnˤəj	Cnˤəj	C/ nˤ ə j			101802	- C/ - nˤ ə j	From Sagart et al.
69	Gyalsumdo	Leaf	lapt̪i	lapt̪i	l a.p + t̪ i	leaf/lap _:ti-suffix/ti	62 1476	430	l a.p + t̪ i	[x]
70	Gyalsumdo	Leaf	loma	loma	l o + m a	leaf/lo _:ma-suffix/ma	1479 1442	428	l o + m a -	[x]
332	Jirel	Leaf	ɕjomak	ɕjomak	ɕ.j o + m a.k	leaf/sjo _:ma-suffix/mak	1477 1442	428	ɕ.j o + m a.k -	[x]
591	Kagate	Leaf	loma	loma	l o + m a	leaf/lo _:ma-suffix/ma	1479 1442	428	l o + m a -	[x]
847	Lowa	Leaf	loma	loma	l o + m a	leaf/lo _:ma-suffix/ma	1479 1442	428	l o + m a -	[x]
1102	Nubri	Leaf	loma	loma	l o + m a	leaf/lo _:ma-suffix/ma	1479 1442	428	l o + m a -	[x]
1355	Sherpa	Leaf	d̪əma	d̪əma	d̪ ə + m a	leaf/de _:ma-suffix/ma	63 1442	428	d̪ ə + m a -	[x]
1599	Tsum	Leaf	hlawa	hlawa	h.l a + w a	leaf/lo _:ma-suffix/wa	1479 1442	428	h.l a + w a -	[x]
1863	Yolmo	Leaf	loma	loma	l o + m a	leaf/lo _:ma-suffix/ma	1479 1442	428	l o + m a -	[x]
103767	S_Old_Chinese	Leaf	lap	lap	l a p			430	- - - l a p - -	From Sagart et al.
103801	S_Old_Tibetan	Leaf	lo.ma	lo.ma	l o m a			428	- - l o m a -	From Sagart et al.
71	Gyalsumdo	Root	pat̪a	pat̪a	p a + t̪ a	root/pa _root/tak	65 30	686	p a + t̪ - a -	[x]
333	Jirel	Root	tsapɹen	tsapɹen	ts a + p.ɹ e.n	root/tsa _root/pren	2302 2303	685	ts a + p.ɹ e.n	[x]
592	Kagate	Root	tsarŋe	tsarŋe	ts a.r + ŋ e	root/tsa _root/ŋe	2302 2304	685	ts a.r + ŋ e	[x]
848	Lowa	Root	tsawa	tsawa	ts a + w a	root/tsa _:wa-suffix	2302 64	685	ts a - + w a	[x]
1103	Nubri	Root	tsa	tsa	ts a	root/tsa	2302	685	ts a -	[x]
1356	Sherpa	Root	dzət̪ak	dzət̪ak	dz ə + t̪ a.k	root/tsa _root/tak	2302 30	685	dz ə + t̪ a.k	[x]
1600	Tsum	Root	tɹat̪oʔ	tɹat̪oʔ	t.ɹ a + t̪ o.ʔ	root/tsa _root/tak	2302 30	686	t.ɹ a + t̪ o.ʔ	[x]
1864	Yolmo	Root	tsaɾki	tsaɾki	ts a.ɾ + k i	root/tsa _root/ki	2302 2307	685	ts a.ɾ + k i	[x]
105668	S_Old_Tibetan	Root	rtsa.ba	rtsa.ba	r ts a b a			685	r ts a b a	From Sagart et al.
105692	S_Old_Chinese	Root	kˤər	kˤər	kˤ ə r			101819	- kˤ ə r	From Sagart et al.
72	Gyalsumdo	Thorn	tsʰeɾma	tsʰeɾma	tsʰ e.ɾ + m a	thorn/tsher _:ma-suffix/ma	2745 1442	808	tsʰ e.ɾ + m a	[x]
334	Jirel	Thorn	tsaŋ	tsaŋ	ts a.ŋ	thorn/tsaŋ	66	810	ts a.ŋ	[x]
593	Kagate	Thorn	tsʰermaŋ	tsʰermaŋ	tsʰ e.r + m a.!ŋ/Ø	thorn/tsher _:ma-suffix/ma	2745 1442	808	tsʰ e.r + m a.!ŋ/Ø	[x] judgment on maŋ shaky
849	Lowa	Thorn	tsʰeɾma	tsʰeɾma	tsʰ e.ɾ + m a	thorn/tsher _:ma-suffix/ma	2745 1442	808	tsʰ e.ɾ + m a	[x]
1104	Nubri	Thorn	tsʰerma	tsʰerma	tsʰ e.r + m a	thorn/tsher _:ma-suffix/ma	2745 1442	808	tsʰ e.r + m a	[x]
1357	Sherpa	Thorn	tsʰermaŋ	tsʰermaŋ	tsʰ e.r + m a.!ŋ/Ø	thorn/tsher _:ma-suffix/ma	2745 1442	808	tsʰ e.r + m a.!ŋ/Ø	[x] judgment on maŋ shaky
1601	Tsum	Thorn	tsʰenma	tsʰenma	tsʰ e.!n/r + m a	thorn/tsher _:ma-suffix/ma	2745 1442	808	tsʰ e.!n/r + m a	[x]
1865	Yolmo	Thorn	tsʰeɹma	tsʰeɹma	tsʰ e.ɹ + m a	thorn/tsher _:ma-suffix/ma	2745 1442	808	tsʰ e.ɹ + m a	[x]
74	Gyalsumdo	Fruit	ɕiŋd̪o	ɕiŋd̪o	ɕ i.ŋ + d̪ o	tree/siŋ fruit	991 1061	308	ɕ i.ŋ + d̪ o	[x]
336	Jirel	Fruit	pʰəlpʰul	pʰəlpʰul	pʰ ə.l + pʰ u.l	*fruit-1 *fruit-2	1062 1063	310	pʰ ə.l + pʰ u.l	[!] borrowing from Nepali
595	Kagate	Fruit	brumd̪o	brumd̪o	b.r u.m + d̪ o	? fruit	1064 1061	308	b.r u.m + d̪ o	[x]
851	Lowa	Fruit	ɕiŋt̪oʔ	ɕiŋt̪oʔ	ɕ i.ŋ + t̪ o.ʔ	tree/siŋ fruit	991 1061	308	ɕ i.ŋ + t̪ o.ʔ	[x]
1106	Nubri	Fruit	ɕiŋt̪oʔ	ɕiŋt̪oʔ	ɕ i.ŋ + t̪ o.ʔ	tree/siŋ fruit	991 1061	308	ɕ i.ŋ + t̪ o.ʔ	[x]
1359	Sherpa	Fruit	pʰalpʰul	pʰalpʰul	pʰ a.l + pʰ u.l	*fruit-1 *fruit-2	1062 1063	310	pʰ a.l + pʰ u.l	[!] borrowing from Nepali
1603	Tsum	Fruit	ɕiŋd̪oʔ	ɕiŋd̪oʔ	ɕ i.ŋ + d̪ o.ʔ	tree/siŋ fruit	991 1061	308	ɕ i.ŋ + d̪ o.ʔ	[x]
1867	Yolmo	Fruit	pʰəlbul	pʰəlbul	pʰ ə.l + b u.l	*fruit-1 *fruit-2	1062 1063	310	pʰ ə.l + b u.l	[!] borrowing from Nepali
102588	S_Old_Tibetan	Fruit	ɕiŋ.tog	ɕiŋ.tog	ɕ i ŋ t o g			308	ɕ i ŋ t o g	From Sagart et al.
102630	S_Old_Chinese	Fruit	məlit	məlit	m ə l i t			103629	m ə l i t	From Sagart et al.
76	Gyalsumdo	Banana	keɹa	keɹa	k e + ɹ a	banana/ke banana/ra	130 131	45	k e + ɹ a	[x]
338	Jirel	Banana	ɹeŋaɕiŋ	ɹeŋaɕiŋ	ɹ e + ŋ a + ɕ i.ŋ	banana/re banana/ŋa _tree/siŋ	131 67 991	46	ɹ e + ŋ a + ɕ i.ŋ	[?]
597	Kagate	Banana	alamu	alamu	a + l a + m u	banana/a banana/la banana/mu	134 135 136	47	a + l a + m u	[?]
853	Lowa	Banana	keɾa	keɾa	k e + ɾ a	banana/ke banana/ra	130 131	45	k e + ɾ a	[x]
1108	Nubri	Banana	kela	kela	k e + l a	banana/ke banana/ra	130 131	45	k e + l a	[x]
1361	Sherpa	Banana	kera	kera	k e + r a	banana/ke banana/ra	130 131	45	k e + r a	[x]
1605	Tsum	Banana	keɾa	keɾa	k e + ɾ a	banana/ke banana/ra	130 131	45	k e + ɾ a	[x]
1869	Yolmo	Banana	keɾa	keɾa	k e + ɾ a	banana/ke banana/ra	130 131	45	k e + ɾ a	[x]
77	Gyalsumdo	Wheat (husked)	to	to	t o	wheat/to	3568	1091	t o -	[x]
339	Jirel	Wheat (husked)	tʰa	tʰa	tʰ a	wheat/to	3568	1091	tʰ a -	[x]
598	Kagate	Wheat (husked)	nẽjã	nẽjã	n ẽ + j ã	wheat/ne _wheat/ja	3569 3570	1092	n ẽ + j ã	[x]
854	Lowa	Wheat (husked)	to	to	t o	wheat/to	3568	1091	t o -	[x]
1109	Nubri	Wheat (husked)	toh	toh	t o.h	wheat/to	3568	1091	t o.h	[x]
1362	Sherpa	Wheat (husked)	tʰa	tʰa	tʰ a	wheat/to	3568	1091	tʰ a -	[x]
1606	Tsum	Wheat (husked)	ne	ne	n e	wheat/ne	3569	1092	n e	[x]
1870	Yolmo	Wheat (husked)	ne	ne	n e	wheat/ne	3569	1092	n e	[x]
78	Gyalsumdo	Barley	tsəu	tsəu	ts əu	barley	149	52	ts əu	[x]
340	Jirel	Barley	ndzəu	ndzəu	ⁿdz əu	barley	149	52	ⁿdz əu	[x]
599	Kagate	Barley	wa	wa	w a	barley/wa	150	54	w a	[x]
855	Lowa	Barley	ne	ne	n e	barley/ne	151	53	n e	[x]
1110	Nubri	Barley	n̪e:	n̪e:	n̪ eː	barley/ne	151	53	n̪ eː	[x]
1363	Sherpa	Barley	dzəu	dzəu	dz əu	barley	149	52	dz əu	[x]
1607	Tsum	Barley	tsau	tsau	ts au	barley	149	52	ts au	[x]
1871	Yolmo	Barley	dzəu	dzəu	dz əu	barley	149	52	dz əu	[x]
100296	S_Old_Tibetan	Barley	nas	nas	n a s			103247		From Sagart et al.
79	Gyalsumdo	Rice (husked)	tɛ	tɛ	t ɛ	rice	2222	655	t - ɛ	[x]
80	Gyalsumdo	Rice (husked)	tʰɛ	tʰɛ	tʰ ɛ	rice	2222	655	tʰ - ɛ	[x]
341	Jirel	Rice (husked)	ɕjoɹok	ɕjoɹok	ɕ.j o + ɹ o.k	rice/sjo _rice/rok	2223 2224	656	ɕ.j o + ɹ o.k	[x]
600	Kagate	Rice (husked)	brea	brea	b.r ea	rice/bre	2225	657	b.r ea	[x]
856	Lowa	Rice (husked)	nde	nde	ⁿd e	rice	2222	655	ⁿd - e	[x]
1111	Nubri	Rice (husked)	te:	te:	t eː	rice	2222	655	t - eː	[x]
1364	Sherpa	Rice (husked)	ɕjoɹ	ɕjoɹ	ɕ.j o + ɹ !Ø/o.!Ø/k	rice/sjo _rice/rok	2223 2224	656	ɕ.j o + ɹ !Ø/o.!Ø/k	[x]
1608	Tsum	Rice (husked)	ndɹe	ndɹe	ⁿd.ɹ e	rice	2222	655	ⁿd.ɹ e	[x]
1872	Yolmo	Rice (husked)	mbɹe	mbɹe	ⁿb.ɹ e	rice/bre	2225	657	ⁿb.ɹ e	[x]
81	Gyalsumdo	Potato	alo	alo	a + l o	_/a lok	2163 2164	636	a + l o -	
342	Jirel	Potato	ɹeɡe	ɹeɡe	ɹ e + g e	potato/re potato/ke	2165 2166	635	ɹ e + g e	
601	Kagate	Potato	he	he	h e	potato/he	2167	639	h e	
857	Lowa	Potato	alok	alok	a + l o.k	_/a lok	2163 2164	636	a + l o.k	
1112	Nubri	Potato	t̪ɔ:	t̪ɔ:	t̪ ɔː	potato/to	2168	640	t̪ ɔː	
1365	Sherpa	Potato	ɹiɡi	ɹiɡi	ɹ i + g i	potato/re potato/ke	2165 2166	635	ɹ i + g i	
1609	Tsum	Potato	keza	keza	k e + z a	potato/ke _/za	2166 2169	635	k e + z a	
1873	Yolmo	Potato	he	he	h e	potato/he	2167	639	h e	
83	Gyalsumdo	Groundnut	pəd̪am	pəd̪am	p ə + d̪ a.m	groundnut/be groundnut/dam	1180 1181	343	p ə + d̪ a.m	[x]
344	Jirel	Groundnut	mbəd̪am	mbəd̪am	ⁿb ə + d̪ a.m	groundnut/be groundnut/dam	1180 1181	343	ⁿb ə + d̪ a.m	[x]
603	Kagate	Groundnut	bəd̪am	bəd̪am	b ə + d̪ a.m	groundnut/be groundnut/dam	1180 1181	343	b ə + d̪ a.m	[x]
859	Lowa	Groundnut	sat̪aɾ	sat̪aɾ	s a + t̪ a.ɾ	groundnut/sa groundnut/tar	1182 1183	345	s a + t̪ a.ɾ	[x]
1114	Nubri	Groundnut	pat̪am	pat̪am	p a + t̪ a.m	groundnut/be groundnut/dam	1078 1181	343	p a + t̪ a.m	[x]
1367	Sherpa	Groundnut	bəd̪əm	bəd̪əm	b ə + d̪ ə.m	groundnut/be groundnut/dam	1180 1181	343	b ə + d̪ ə.m	[x]
1611	Tsum	Groundnut	bəd̪am	bəd̪am	b ə + d̪ a.m	groundnut/be groundnut/dam	1180 1181	343	b ə + d̪ a.m	[x]
1875	Yolmo	Groundnut	bəd̪əm	bəd̪əm	b ə + d̪ ə.m	groundnut/be groundnut/dam	1180 1181	343	b ə + d̪ ə.m	[x]
84	Gyalsumdo	Chilli	maɾtsʰa	maɾtsʰa	m a.ɾ + tsʰ a	*chilli/mir *chilli/ch	501 502	165	m a.ɾ + tsʰ a	← Hindi «mirch»
345	Jirel	Chilli	kʰuɹɕani	kʰuɹɕani	kʰ u.ɹ + ɕ a.!ni/n	chilli/kor chilli/tsen	503 506	167	kʰ u.ɹ + ɕ a.!ni/n	← Nepali «khursānī»
604	Kagate	Chilli	martsi	martsi	m a.r + ts i	*chilli/mir *chilli/ch	501 502	165	m a.r + ts i	← Hindi «mirch»
860	Lowa	Chilli	maɾtsa	maɾtsa	m a.ɾ + ts a	*chilli/mir *chilli/ch	501 502	165	m a.ɾ + ts a	← Hindi «mirch»
1115	Nubri	Chilli	kʰoɹtsʰen	kʰoɹtsʰen	kʰ o.ɹ + tsʰ e.n	chilli/kor chilli/tsen	503 506	167	kʰ o.ɹ + tsʰ e.n	← Nepali «khursānī»
1368	Sherpa	Chilli	mərtsi	mərtsi	m ə.r + ts i	*chilli/mir *chilli/ch	501 502	165	m ə.r + ts i	← Hindi «mirch»
1612	Tsum	Chilli	kʰulzan	kʰulzan	kʰ u.l + z a.n	chilli/kor chilli/tsen	503 506	168	kʰ u.l + z a.n	← Nepali «khursānī»
1876	Yolmo	Chilli	mətsa	mətsa	m ə + ts a	*chilli/mir *chilli/ch	501 502	165	m ə - + ts a	← Hindi «mirch»
85	Gyalsumdo	Turmeric	peɕaɹ	peɕaɹ	p e + ɕ a.ɹ	turmeric/pe turmeric/ser	3395 3396	1041	p e + ɕ a.ɹ	[x]
346	Jirel	Turmeric	mbesaɹ	mbesaɹ	ⁿb e + s a.ɹ	turmeric/pe turmeric/ser	3395 3396	1041	ⁿb e + s a.ɹ	[x]
605	Kagate	Turmeric	juŋa	juŋa	j u + ŋ a	turmeric/nju turmeric/ŋa	3397 3398	1043	j u + ŋ a	[x]
861	Lowa	Turmeric	besaɾ	besaɾ	b e + s a.ɾ	turmeric/pe turmeric/ser	3395 3396	1041	b e + s a.ɾ	[x]
1116	Nubri	Turmeric	peseɹ	peseɹ	p e + s e.ɹ	turmeric/pe turmeric/ser	3395 3396	1041	p e + s e.ɹ	[x]
1369	Sherpa	Turmeric	ɲuŋa	ɲuŋa	ɲ u + ŋ a	turmeric/nju turmeric/ŋa	3397 3398	1043	ɲ u + ŋ a	[x]
1613	Tsum	Turmeric	beset	beset	b e + s e.t	turmeric/pe turmeric/ser	3395 3396	1041	b e + s e.t	[x]
1877	Yolmo	Turmeric	juŋa	juŋa	j u + ŋ a	turmeric/nju turmeric/ŋa	3397 3398	1043	j u + ŋ a	[x]
87	Gyalsumdo	Onion	pjaz	pjaz	p.j a.z	onion/pjats	2054	597	p.j a.z	[x]
348	Jirel	Onion	pjats	pjats	p.j a.ts	onion/pjats	2054	598	p.j a.ts	[x]
607	Kagate	Onion	pjadz	pjadz	p.j a.dz	onion/pjats	2054	599	p.j a.dz	[x]
863	Lowa	Onion	tsoŋ	tsoŋ	ts o.ŋ	*onion/cong	2055	596	ts o.ŋ	[← Chinese cong]
1118	Nubri	Onion	tsoŋ	tsoŋ	ts o.ŋ	*onion/cong	2055	596	ts o.ŋ	[← Chinese cong]
1371	Sherpa	Onion	pjadz	pjadz	p.j a.dz	onion/pjats	2054	600	p.j a.dz	[x]
1615	Tsum	Onion	tsoŋɡoʔ	tsoŋɡoʔ	ts o.ŋ + g o.ʔ	*onion/cong /go	2055 2057	596	ts o.ŋ + g o.ʔ	[← Chinese cong]
1879	Yolmo	Onion	pjats	pjats	p.j a.ts	onion/pjats	2054	602	p.j a.ts	[x]
89	Gyalsumdo	Tomato	kolbenda	kolbenda	k o.l + b e.n + d a	*tomato/gol *tomato/be *tomato/da	3322 3323 3324	1021	k o.l + b e.n + d a	[← ?]
350	Jirel	Tomato	ŋɡolbeda	ŋɡolbeda	ⁿg o.l + b e + d a	*tomato/gol *tomato/be *tomato/da	3322 3323 3324	1021	ⁿg o.l + b e + d a	[← ?]
609	Kagate	Tomato	ɡolbeda	ɡolbeda	g o.l + b e + d a	*tomato/gol *tomato/be *tomato/da	3322 3323 3324	1021	g o.l + b e + d a	[← ?]
865	Lowa	Tomato	tomato	tomato	t o + m a + t o	*tomato-1 *tomato-2 *tomato-3	3324 3325 3326	1022	t o + m a + t o	[← English tomato]
1120	Nubri	Tomato	tumaʈa	tumaʈa	t u + m a + ʈ a	*tomato-1 *tomato-2 *tomato-3	3324 3325 3326	1022	t u + m a + ʈ a	[← English tomato]
