ID	DOCULECT	CONCEPT	CONCEPTID	TRANSCRIPTION	SEGMENTS	COGID	GLOSS	pos
546	Tsum			kapṭi, ṭiu 			knife worn around the waist particularly during wedding	n.
547	Tsum	COVER	761	kapwa			cover	v.
548	Tsum	TENT	1316	kar			tent	n.
549	Tsum	DANCE	1879	kar tshemba			dance	v.
550	Tsum	WHITE	1335	karbo			white	adj.
551	Tsum	WINDOW	1375	karkung			window	n.
552	Tsum			karkya			horse of two years	n.
553	Tsum	STAR	1430	karma			star	n.
554	Tsum			karso'			knife worn in the waist	n.
555	Tsum	WEIGH	1098	karwa			weigh	v.
556	Tsum			kau			pod, shell	n.
557	Tsum	HATCH (OUT)	3116	kau.wa			hatch	v.
558	Tsum	CAULIFLOWER	2843	kauli			cauliflower	n.
559	Tsum	SKULL	1605	kauli			skull	n.
560	Tsum			kawa			stuck, get	v.
561	Tsum	HOW MUCH	531	kaźin			much	adv.
562	Tsum			ke			language, speech	n.
563	Tsum			ke gyawa			cry out, shout	v.
564	Tsum			ke nyembo			sweet words	n.
565	Tsum			kei te			script	n.
566	Tsum			kekya			joke	n.
567	Tsum			kelong			flower, kind	n.
568	Tsum	ORNAMENT	917	kendźa			ornament	n.
569	Tsum	WAIST	1681	kepa			waist	n.
570	Tsum	MENSTRUATE	2827	kepa thon			menstruate	v.
571	Tsum			keṭa tshemo			famous	adj.
572	Tsum			keṭha			menstruation cycle	n.
573	Tsum			ketsa			language, talking	n.
574	Tsum			kewa			give birth, blossom, sprout; bear fruit	v.
575	Tsum	SET (HEAVENLY BODIES)	160	kewa			set	v.
576	Tsum	POTATO	593	keza, keda			potato	n.
577	Tsum	MOUTH	674	kha			mouth	n.
578	Tsum	SNOW	784	kha			snow	n.
579	Tsum			kha bralwa			separated, be	v.
580	Tsum			kha dikpa			stammer	v.
581	Tsum	SHUT	1046	kha gyawa			close	v.
582	Tsum	THIRSTY	847	kha komba			thirsty	v.
583	Tsum			kha mangbo			talkative	adj.
584	Tsum			kha phewa			open (the lid)	v.
585	Tsum			kha rü			avalanche	n.
586	Tsum	HAPPY	1495	kha sem			happy	adj.
587	Tsum			kha tsande			hot (chilli)	adj.
588	Tsum	IMPORTANT	1285	kha tśha			important	adj.
589	Tsum			khadö			silent	adj.
590	Tsum			khadźö			lid, cover	n.
591	Tsum			khadźu			saliva (mouth + water)	n.
592	Tsum	SOUR	1906	khakya'			sour	adj.
593	Tsum			khal nyambo			obedient	adj.
594	Tsum			khalbu			upside down	NA
595	Tsum	SLOWLY	2165	khalela			slowly	adv.
596	Tsum	KIDNEY	489	khalma			kidney	n.
597	Tsum			khalo' wan			woman who replies rudely	n.
598	Tsum			kham			morsel	n.
599	Tsum			khamdzon			shoe (used by male)	n.
600	Tsum			khamdzon			shoes (used by men)	n.
601	Tsum	PEACH	2043	khampu			peach	n.
602	Tsum			Khanḍo bum			village, Salleri, north of Jagat on the Budhi Gandaki, south of Lokpa	n.
603	Tsum			Khandroma			deity, Khandroma (mKha Gro Ma), dakini (celestial female spirit)	n.
604	Tsum			khanggul tangwa			lure, tempt	v.
605	Tsum	ROOF	769	khantsok			roof	n.
606	Tsum	DAY BEFORE YESTERDAY	1180	khanya			day before yesterday	adv.
607	Tsum			Khanyi			village, in lower Tsum, alternate name for Rentsam	n.
608	Tsum			Khaõ lumpo			Ganesh Himal, mountain range south of Tsum valley	n.
609	Tsum			khap			needle; syringe	n.
610	Tsum			khaple			gossip, chat	n.
611	Tsum			khaple tshawo			gossiper, a person who talks much	adj.
612	Tsum			khaptu			impolite, rude	adj.
613	Tsum			kharodö			silent	adj.
614	Tsum			khata			scarf (ceremonial)	n.
615	Tsum	BITTER	887	khatśa'			bitter	v.
616	Tsum			khawa			silent	adj.
617	Tsum			khawadö			silent	adj.
618	Tsum			khawala			secretly	adv.
619	Tsum			khebo			skillful	adj.
620	Tsum			khele			mat woven from bamboo splinter	n.
621	Tsum			khelwa			difficult situation, be in; happen, cost	v.
622	Tsum	SHOVEL	1901	khem			shovel	n.
623	Tsum			khepsang			profit	n.
624	Tsum			kherwa			take away	v.
625	Tsum	HUSBAND	1200	khewa			husband	n.
626	Tsum	DOG	2009	khi			dog	n.
627	Tsum			khi			dog (eleventh sign of zodiac)	n.
628	Tsum	HOUSE	1252	khim			house	n.
629	Tsum			khimdak			home owner	n.
630	Tsum	NEIGHBOUR	1332	khimdze			neighbour	n.
631	Tsum	SPOON	1378	khimpu			spoon	n.
632	Tsum	SHIN	186	khipa			shin	n.
633	Tsum			kho			he, him; it	pron.
634	Tsum	WORRY	150	khõda			worry	n.
635	Tsum			khodze			bonded-friend (female)	n.
636	Tsum			khoki			small bag	n.
637	Tsum			khokpa			womb; uterus	n.
638	Tsum	POCKET	1851	kholḍi			pocket	n.
639	Tsum	SLOWLY	2165	kholela			slowly	adv.
640	Tsum	BOIL	2493	kholwa			boil	v.
641	Tsum			khong			they, them	pron.
642	Tsum			khotong			hollow	adj.
643	Tsum			khotse			religiously bonded friend	n.
644	Tsum			khozal tharwa			smear with ash on cooking pot	v.
645	Tsum	BUCKWHEAT	2040	khrau			buckwheat	n.
646	Tsum	SLOWLY	2165	khulbema			slowly	adv.
647	Tsum			khulu			fine wool (from a yak)	n.
648	Tsum			khulu			fur which falls once a year	n.
649	Tsum	SHRINK	54	khumba			shrink	v.
650	Tsum	NUT	191	khuntsani			chilli	n.
651	Tsum			khura			pancake made from buckwheat flour	n.
652	Tsum	NUT	191	khurtsani			chilli	n.
653	Tsum	LOAD	1679	khuru			load	n.
654	Tsum	CARRY	700	khurwa			carry	v.
655	Tsum			khurwa			porter	n.
656	Tsum			khurwongwa			bring, carry	v.
657	Tsum	SEMEN	2283	khuśu			semen	n.
658	Tsum			khuṭa			pot used to make buckwheat bread	n.
659	Tsum			khuwa			able to do something	v.
660	Tsum	SOUP	1547	khwa			soup	n.
661	Tsum			khyakpa			shine brightly	v.
662	Tsum			khyakpa khyawa			freeze (intrans.)	v.
663	Tsum			khyamba			roam; go around	v.
664	Tsum			khyamwa			misled; misguided	v.
665	Tsum			khyapo			cold, cool	adj.
666	Tsum			khyaśo			colder	adj.
667	Tsum			khyempo			khenpo; monk who is junior to Rinpoche	n.
668	Tsum			khyeni			accusation	n.
669	Tsum	DIFFERENT	2504	khyepar			different	adj.
670	Tsum	YOU	1213	khyö			you	pron.
671	Tsum			khyolo			crooked (tree)	adj.
672	Tsum			khyölwa			reach	v.
673	Tsum	YOU	1213	khyörang			you (plural)	pron.
674	Tsum			khyörwa			shake (one's body, because of drink)	v.
675	Tsum			khyu			flock (of animal)	n.
676	Tsum			khyunga			bird species; like a crow with white legs	n.
677	Tsum	HALT (STOP)	2880	kilwa			stop	v.
678	Tsum			kimalung			hidden	adj.
679	Tsum	CHEAP	1887	kimu			cheap	adj.
680	Tsum			kipo			beautiful; appealing	adj.
681	Tsum			kipo tśungwa			pleasure; delight	n.
682	Tsum	BEAR	1820	kiptśang			bear	n.
683	Tsum			kiptśang			wild dog (dogs, jackals, foxes)	n.
684	Tsum	HUNTER	1053	kira			hunter	n.
685	Tsum	HUNT	1435	kira gyawa			hunt	v.
686	Tsum			kirong			Kyirong (county in Tibet adjoining Tsum to the north and east)	n.
687	Tsum	FLEA	232	kisiri'			flea	n.
688	Tsum			kiti' langwa			tickle	v.
689	Tsum	BORROW	1823	kiwa			borrow	v.
690	Tsum			kizang			bird species (Nepali danphe)	n.
691	Tsum			Ko			village, in lower Tsum	n.
692	Tsum	DOOR	1567	kò			door	n.
693	Tsum			kö			clothing, traditional for boys, with sleeves	n.
694	Tsum			kobe-kobe			little, much	NA
695	Tsum			kõdzi			part, division	n.
696	Tsum			kogye			threadbare	adj.
697	Tsum	ROUND	1395	kokor			round	adj.
698	Tsum	LATE	477	kole			late	adv.
699	Tsum	BEAN	832	kolo'			bean	n.
700	Tsum	PADLOCK	336	koltśa			padlock	n.
701	Tsum			kolwa			boil (trans.)	v.
702	Tsum			kom			penance	n.
703	Tsum			komba			step; foot	n.
704	Tsum			komba (kha)			thirst(y)	n.
705	Tsum			könang			useful	adj.
706	Tsum			konba			make one wear	v.
707	Tsum			könba			stuck, make something	v.
708	Tsum			kongbel			promotion	n.
709	Tsum	BROOM	245	kongmu			broom	n.
710	Tsum			kongśung			egg shell	n.
711	Tsum			konpa			entangle	v.
712	Tsum			konyer			man who cleans the temple	n.
713	Tsum			konyer			monk or nun who takes care of the monastery for a fixed term	n.
714	Tsum	LAUGH	1355	köpa			laugh	v.
715	Tsum			kopta			shoe (of girl), lace of which is woven with bamboo splinter	n.
716	Tsum			kora			circumambulation of a stupa	n.
717	Tsum			kora			thicker	adj.
718	Tsum			koram			sugar cake (by-product of the sugar-making process; hard and black)	n.
719	Tsum			koril			flag, banner	n.
720	Tsum			koril			shoe (for both male and female)	n.
721	Tsum			korla			about	post.
722	Tsum			kormu			rupees	n.
723	Tsum	ROOM	1450	koṭa			room	n.
724	Tsum			kots(a)-i dünḍo			domestic animal	n.
725	Tsum	HOUSE	1252	kotsa			house	n.
726	Tsum			kotsung			place where children live (inside house)	n.
727	Tsum	DIG	1418	kowa			dig	v.
728	Tsum			kowa			ninth	num.
729	Tsum			ku			idol (of Buddha)	n.
730	Tsum	NINE	1483	ku			nine	num.
731	Tsum			kũ			small copper or earthen lamp (to burn in religious occasions)	n.
732	Tsum			kudung			corpse (hon.)	n.
733	Tsum			kuku'			stoop	v.
734	Tsum			kuku' ewa			state of bowing down	v.
735	Tsum			kulwa			make (somebody) work	v.
736	Tsum	THIEF	1160	kuma			thief	n.
737	Tsum			kumba			shrink, make	v.
738	Tsum	BOOK	963	kumbo			book	n.
739	Tsum	EXPENSIVE	1426	kumbo			expensive	adj.
740	Tsum	MIDDLE	1093	kung			middle	n.
741	Tsum			kungdźu			middle finger	n.
742	Tsum	WINTER	1471	kungga			winter	n.
743	Tsum	EVENING	1629	kungmu			evening	adv.
744	Tsum			kungmu			of dark phase of moon	adj.
745	Tsum	DINNER (SUPPER)	1833	kungmu yopa			supper	n.
746	Tsum			kungśing			crossbeam in roof	n.
747	Tsum			kungwa			lay, bury	v.
748	Tsum	BASKET	1539	kunma			basket	n.
749	Tsum			kunśo			most expensive	adj.
750	Tsum			Kuntśhok			deity; supreme Buddhist deity	n.
751	Tsum	CHAIR	1476	kupkya			chair	n.
752	Tsum	NINETY	1724	kuptśu			ninety	num.
753	Tsum			kuptśukönga			ninety five	num.
754	Tsum			kuptśukonyi			ninety two	num.
755	Tsum			kuptśuköpke			ninety eight	num.
756	Tsum			kuptśukoptün			ninety seven	num.
757	Tsum			kuptśuköru'			ninety six	num.
758	Tsum			kuptśukosum			ninety three	num.
759	Tsum			kuptśukotśik			ninety one	num.
760	Tsum			kuptśukoźi			ninety four	num.
761	Tsum			kuptśupkörku			ninety nine	num.
762	Tsum	THREAD	1161	kurto'			thread	n.
763	Tsum	ENDURE	833	kurwa			endure	v.
764	Tsum			kũrwa			control anger, resist	v.
765	Tsum			kuśap			respect	n.
766	Tsum			kusung			soldier, body-guard	n.
767	Tsum			kuṭa			blood (hon.)	n.
768	Tsum			Kutang			Kutang; area north of Lokpa on the Budhi Gandaki, before Nubri	n.
769	Tsum			kutsuwa			wait, make	v.
770	Tsum			kuṭu			pot to knead the flour	n.
771	Tsum	STEAL	713	kuwa			steal	v.
772	Tsum	WAIT (FOR)	1590	kuwa			wait	v.
773	Tsum	EAGLE	1905	kwa			eagle	n.
774	Tsum	SKIN	763	kwa			skin	n.
775	Tsum	BEARD	678	kya			beard	n.
776	Tsum			kya			serving spoon	n.
777	Tsum	SPIDER WEB	1065	kya			web	n.
778	Tsum			kya			web (of animal, e.g. spider)	n.
779	Tsum	BEHIND	1686	kyabla			behind	adv.
780	Tsum	POTATO	593	kyada			potato	n.
781	Tsum			kyakar			India	n.
782	Tsum			kyaling			bigger musical instrument like flute	n.
783	Tsum	DELIVER	2033	kyalwa			deliver	v.
784	Tsum			kyalwa			reach, make	v.
785	Tsum	WIN	866	kyalwa			win	v.
786	Tsum			kyamdo			refuge prayer	n.
787	Tsum			kyana			China	n.
788	Tsum	ONLY	1580	kyang			only	NA
789	Tsum	ALONE	1964	kyanggara			alone	adj.
790	Tsum			kyangtsang			grain container made of wood	n.
791	Tsum			kyapha			grace, blessing in disguise	n.
792	Tsum			kyappa			make, build	v.
793	Tsum			kyappa			save, protect	v.
794	Tsum			kyapre			buckwheat, light	n.
795	Tsum			kyau phimba			go up; climb a road	v.
796	Tsum			kyawa			fatter	adj.
797	Tsum	EIGHTY	1722	kyaźu			eighty	num.
798	Tsum			kyaźugyanyi			eighty two	num.
799	Tsum			kyaźugyapkye			eighty eight	num.
800	Tsum			kyaźugyarku			eighty nine	num.
801	Tsum			kyaźugyasum			eighty three	num.
802	Tsum			kyaźugyatśik			eighty one	num.
803	Tsum			kyaźugyaunźi			eighty four	num.
804	Tsum			kyaźugyenga			eighty five	num.
805	Tsum			kyaźugyeptün			eighty seven	num.
806	Tsum			kyaźugyeru'			eighty six	num.
807	Tsum	EIGHT	1705	kye'			eight	num.
808	Tsum			kyelup			lama (specific kind)	n.
809	Tsum	TEACHER	1038	kyenla			teacher	n.
810	Tsum			kyepa			eighth	num.
811	Tsum	BANANA	868	kyera			banana	n.
812	Tsum			kyerken			teacher, training	n.
813	Tsum	PUPIL (STUDENT)	753	kyeṭu			student	n.
814	Tsum			kyewa			death ritual	n.
815	Tsum			kyewa			narrow road edge	n.
816	Tsum			kyewa			split (soul)	v.
817	Tsum			kyewa ngama			past life	n.
818	Tsum	INTEREST	2062	kyeya			interest	n.
819	Tsum	HAPPY	1495	kyipo			happy	adj.
820	Tsum			Kyirong			Kyirong; county in Tibet to the north and east of Tsum	n.
821	Tsum	LADLE	2657	kyo			ladle	v.
822	Tsum	INTESTINES	1991	kyoã, kyomã			intestine	n.
823	Tsum	HUSBAND	1200	kyoga, kyowa			husband	n.
824	Tsum	BLAME	381	kyön			blame	n.
825	Tsum	BLAME	381	kyön tsukpa			blame	v.
826	Tsum	STUPID	1518	kyongbo			foolish	adj.
827	Tsum			kyorwa			surround (with a fence)	v.
828	Tsum			kyowa			sex, have	v.
829	Tsum			kyowa			sexual relation	n.
830	Tsum	WEALTH	2996	kyu			wealth	n.
831	Tsum	WALK	1443	kyukpa			walk	v.
832	Tsum	VOMIT	1278	kyupa			vomit	n.
833	Tsum			kyüpa			dynasty; family	n.
834	Tsum	VOMIT	1278	kyupa kyukpa			vomit	v.
835	Tsum	ABOVE	1741	la			above	adv.
836	Tsum			la			musk-deer	n.
837	Tsum			la			salary, wages	n.
838	Tsum			la			uphill slope, ascent	n.
839	Tsum	GO UP (ASCEND)	705	la gyawa			go up	v.
840	Tsum	RADISH	2365	la.u'			radish	n.
841	Tsum			la'			politeness particle used with names	interj.
842	Tsum	DEFEAT	782	lakpa			defeat	v.
843	Tsum	HAND	1277	lakpa			hand	n.
844	Tsum	CLAP	3110	lakpa tawa			clap	v.
845	Tsum			lakpi tśe			fingerprint	n.
846	Tsum			lakpö'			exchange of labour	n.
847	Tsum	WEAPONS	951	laktśa			weapon	n.
848	Tsum	FALL	1280	lalo' gyawa			fall	v.
849	Tsum	ROAD	667	lam			road	n.
850	Tsum			lama			monk	n.
851	Tsum			Lamaśusa			village, in lower Tsum, alternate name for Rentsam	n.
852	Tsum			lamba			leader of yak	n.
853	Tsum	MOSQUITO	1509	lamguṭe			mosquito	n.
854	Tsum	IMMEDIATELY	1963	lamsang			immediately	adv.
855	Tsum			lang			bull (the second sign of the zodiac)	n.
856	Tsum	STAND	1442	lang döpa			stand	v.
857	Tsum			langa			pot to cook rice	n.
858	Tsum	LIFT	501	langba			lift	v.
859	Tsum			langba			vapour, steam	n.
860	Tsum	ELEPHANT	1290	langbotśhe			elephant	n.
861	Tsum			langdźung			pot to make porridge	n.
862	Tsum			langgo			ox, bull	n.
863	Tsum	MILLET	931	langte'			millet	n.
864	Tsum	ASK (REQUEST)	1828	langwa			beg	v.
865	Tsum			langwa			stand, get up	v.
866	Tsum	WAKE UP	1602	langwa			wake	v.
867	Tsum			langwa			wake up (trans.)	v.
868	Tsum			lanṭe			Lende (place in Tibet)	n.
869	Tsum			lapa			brain, conscience	n.
870	Tsum			lapa ṭukpa			use the brain well	v.
871	Tsum			laprang			house (hon.)	n.
872	Tsum			laptong			ditch to store potatoes	n.
873	Tsum	FOLD	1470	laptsi lawa			fold	v.
874	Tsum			Lar			village, in upper Tsum	n.
875	Tsum	GHOST	1175	larnya			ghost	n.
876	Tsum			laśa			fleshy part of thigh and buttock	n.
877	Tsum	GLOVE	867	laśu			glove	n.
878	Tsum			lata			grind stone	n.
879	Tsum			latha			handmill	n.
880	Tsum			Lato			pass in north-eastern Tsum leading to Tibet, also called Ngula Dangdźong	n.
881	Tsum	WAGES	1122	latśa			wages	n.
882	Tsum			laura lama			shaman	n.
883	Tsum	SPEAK	1623	lawa			speak	v.
884	Tsum	TEACH	709	lawa			teach	v.
885	Tsum			lazo			pass (in mountain)	n.
886	Tsum			le			cow shed	n.
887	Tsum	WORK (LABOUR)	984	leka			work	n.
888	Tsum	EASY	686	lelhamu			easy	adj.
889	Tsum	DUMB	1492	lemba			dumb	n.
890	Tsum	TAKE	1749	lemba			take	v.
891	Tsum	SOMETIMES	1544	lende-lende			sometimes	adv.
892	Tsum			lenṭya			man from Lende	n.
893	Tsum	BRAIN	1583	lepa			brain	n.
894	Tsum			lepa			herdsman; a man who looks after cattle	n.
895	Tsum			lepa			trample	v.
896	Tsum	FLAT	1633	leplep			flat	adj.
897	Tsum			lha			deity	n.
898	Tsum			lhakhang			shrine of deity	n.
899	Tsum			lhakor			cyclone	n.
900	Tsum	WEDNESDAY	1694	lhakpa			Wednesday	n.
901	Tsum	REMAINS	838	lhama'			remains	n.
902	Tsum	FIX	3074	lhamba gyawa			patch	v.
903	Tsum			lhampa			small piece of cloth	n.
904	Tsum			lhamu			angel	n.
905	Tsum			lhante			spirit, wanders about	n.
906	Tsum	WIND	960	lhapa			wind	n.
907	Tsum			lhapa rangmu			cold breeze	n.
908	Tsum	LEAF	628	lhawa			leaf	n.
909	Tsum	HEAVEN	1565	lhayul			heaven	n.
910	Tsum	SOUTH	1595	lho			south	adj.
911	Tsum			lholö'			peaceful, happy, contented	adj.
912	Tsum	LOOSE	2506	lhopo			loose	adj.
913	Tsum	PENIS	1222	likpa			penis	n.
914	Tsum	FLUTE	777	lingbu			flute	n.
915	Tsum	SUDDENLY	2920	lip			suddenly	adv.
916	Tsum	TESTICLES	797	liril			testicle	n.
917	Tsum			lo			hearsay particle	part.
918	Tsum			lo tewa			satisfied	v.
919	Tsum			lo, lota'			zodiac	n.
920	Tsum	ELECTRICITY	59	lo'			electricity	n.
921	Tsum	LUNG	688	loa			lung	n.
922	Tsum			loã			winnowing tray of bamboo	n.
923	Tsum	COME BACK	581	lokpa			return	v.
924	Tsum			Lokpa			village, in lower Tsum	n.
925	Tsum	PLOUGH	1921	lokpa gyawa			plough	v.
926	Tsum	MESSAGE	2961	lön			message	n.
927	Tsum			lopa			inhabitant of Mustang	n.
928	Tsum	SCHOOL	673	lopṭa			school	n.
929	Tsum			loptśong			reading and writing	n.
930	Tsum	PUPIL (STUDENT)	753	lopṭu			student	n.
931	Tsum	IMITATE	117	löse bewa			imitate	v.
932	Tsum	CROPS	3081	lozo'			crops	n.
933	Tsum	SONG	1096	lu			song	n.
934	Tsum	SING	1261	lu gyarwa			sing	v.
935	Tsum	SHEEP	1331	lu'			sheep	n.
936	Tsum			lü'			manure, fertiliser	n.
937	Tsum			lüdźin			worship (kind)	n.
938	Tsum			lum			brewed grain while making liquor	v.
939	Tsum	STREAM	947	lungba			stream	n.
940	Tsum			lungbi thã			bank of river	n.
941	Tsum			Lungdang tśhu			river, in the south of upper Tsum	n.
942	Tsum	FAN (OBJECT)	1971	lungkor			fan	n.
943	Tsum			lungta			prayer flags, usually strung up in high places to catch the wind	n.
944	Tsum			lungta gyuwa			luck, have good	v.
945	Tsum			lungta tśhawa			luck, have bad	v.
946	Tsum			lüra			ditch to keep the manure	n.
947	Tsum			luru'			lamb (baby sheep)	n.
948	Tsum			luso			custom, tradition	n.
949	Tsum			lütse			exercise of body	n.
950	Tsum	COOK (SOMETHING)	1100	madźen			cook	n.
951	Tsum			madzo pheme			relative (of mother's side)	n.
952	Tsum			madźu			pot used to make liquor	n.
953	Tsum			mae' galḍang			cob (of maize)	n.
954	Tsum			makpa			son-in-law; brother-in-law	n.
955	Tsum			mala ongba			descend (come down)	v.
956	Tsum			mala phaba			push over, make fall	v.
957	Tsum			maldźa			clothes to cover	n.
958	Tsum	WITHOUT	1478	mamba			without	post.
959	Tsum	SOLDIER	1941	mami			soldier	n.
960	Tsum	MEDICINE	1372	man			medicine	n.
961	Tsum			man tukto			unhappy, sad	adj.
962	Tsum	SCAR	497	mandźe			scar	n.
963	Tsum	MANY	1198	mangbo			much, many	adj.
964	Tsum	HOSPITAL	616	manggang			hospital	n.
965	Tsum			mangṭa			mustard	n.
966	Tsum			mangtśha			usually	adv.
967	Tsum			mangyam			preservation	n.
968	Tsum			mani			mani wall (stones inscribed with mantras)	n.
969	Tsum			mani			mani wheel (spun for prayers)	n.
970	Tsum			mani			worship by counting rosary beads	n.
971	Tsum			mani ṭangwa			repeat mantra in low tone	v.
972	Tsum			mankhang			building where only the Mani is placed	n.
973	Tsum			mankhang			clinic	n.
974	Tsum			mannya'			baby (just born)	n.
975	Tsum			manthang			building housing a large mani wheel with wall paintings	n.
976	Tsum			mantsa			herb (common term for herbs used medicinally)	n.
977	Tsum			mar			butter, ghee	n.
978	Tsum			markõ			lump of butter (kept in the skin bag)	n.
979	Tsum	RED	156	marmo			red	adj.
980	Tsum	NUT	191	martsa			chilli	n.
981	Tsum	SCOLD	299	marwa			scold	v.
982	Tsum			marwa tangwa			reprimand; scold	v.
983	Tsum			masala			spices	n.
984	Tsum	STEPMOTHER	236	matshap			stepmother	n.
985	Tsum			maṭtel			kerosene	n.
986	Tsum	SAY	1458	mawa			say, speak	v.
987	Tsum	BUFFALO	934	maye			buffalo	n.
988	Tsum	FIRE	221	me			fire	n.
989	Tsum	FLAME	889	me			flame	n.
990	Tsum			me wangwang			burning fire	n.
991	Tsum	GRANDFATHER	1383	me:			grandfather	n.
992	Tsum			medzang			resin of pine trees	n.
993	Tsum	WORK (LABOUR)	984	mela'			labour	n.
994	Tsum			mela'			work, worker	n.
995	Tsum	MIRROR	1171	melong			mirror	n.
996	Tsum	SHORT	1645	mema			short	adj.
997	Tsum			menḍal			place to offer the money and other things in gompa.	n.
998	Tsum			menkhang			clinic	n.
999	Tsum	FLOWER	239	mento'			flower	n.
1000	Tsum			mep			not.be	v.
1001	Tsum			mephü			blow up	v.
1002	Tsum			mera'			forest-fire	n.
1003	Tsum			merta'			spark (of fire)	n.
1004	Tsum	PAPAYA	2445	mewa			papaya	n.
1005	Tsum	MOLE	1907	mewa, mea			mole	n.
1006	Tsum			mewang			spirit, malevolent fire spirit that attacks lone people after dark	n.
1007	Tsum	GENTLE	1954	mi hamo			gentle	adj.
1008	Tsum	WAKE UP	1602	mi seba			get up	v.
1009	Tsum			mi śurkyo			to squint	n.
1010	Tsum			mi tsum gyawa			wink; blink	v.
1011	Tsum	EYE	1248	mi'			eye	n.
1012	Tsum			mi' kulwa			flap; flutter	v.
1013	Tsum			mi' kyalmo			eye ball	n.
1014	Tsum	MARRIAGE	2432	midza			marriage	n.
1015	Tsum	LIFE	210	midze			life	n.
1016	Tsum	CROWD	2023	midzo'			crowd	n.
1017	Tsum			mijung pukpa			hole, make	v.
1018	Tsum			mikya			sleep (eyes)	n.
1019	Tsum	DREAM	2374	milam tangwa			dream	v.
1020	Tsum			Milarepa			deity, Milarepa, 11th century Bodhisattva	n.
1021	Tsum	DREAM	2374	milau			dream	n.
1022	Tsum			mimang			public	adj.
1023	Tsum	NAME	1405	min			name	n.
1024	Tsum			mindu'			not.be	v.
1025	Tsum			mingitshamu			miser	n.
1026	Tsum	TUESDAY	1695	mingmar			Tuesday	n.
1027	Tsum	EYELASH	1540	mipu			eyelash	n.
1028	Tsum			miri'			that much	adj.
1029	Tsum			miśel			glasses (eye)	n.
1030	Tsum			mita'			rope; cord for tethering beasts	n.
1031	Tsum	MAGIC	392	miṭhul			magic	n.
1032	Tsum			mitśhu			tear (from eye)	n.
1033	Tsum			mitśhu tangwa			roll down (tear)	v.
1034	Tsum			miyul			aim, objective	n.
1035	Tsum	HOLE	1667	miyung			hole	n.
1036	Tsum			mo			she, her	pron.
1037	Tsum			mo tawa			consult	v.
1038	Tsum			mö(n)lam gyawa			blessing, give	v.
1039	Tsum			mokya			they (female)	n.
1040	Tsum			mölam			prayer	n.
1041	Tsum	PRAY	24	mölam gyawa			pray	v.
1042	Tsum	MIX	2017	molwa			mix	v.
1043	Tsum	CURSE	8	moma			curse	n.
1044	Tsum			momo'			dumpling	n.
1045	Tsum			mönlam			prayer	n.
1046	Tsum			mora			place where mother sits	n.
1047	Tsum			Mu Detśen Lhöndup gomba			monastery, Mu gomba; the monastery at Mu (full name)	n.
1048	Tsum			Mu gomba			Large monastery in northern Tsum	n.
1049	Tsum			Mu gomba			monastery, Mu gomba; the monastery at Mu	n.
1050	Tsum	CRY	1839	mua			weep	v.
1051	Tsum	BITE	1403	mukpa			bite	v.
1052	Tsum	CLOUD	1489	mukpa			cloud	n.
1053	Tsum	PUBIC HAIR	36	mungsi'			pubic hair	n.
1054	Tsum			munta karwo			brightness	n.
1055	Tsum			murwa			caress	v.
1056	Tsum			muti			diamond	n.
1057	Tsum	BARK	1204	muba			bark	v.
1058	Tsum			na			auspicious time	n.
1059	Tsum	BRIDE	1266	na			bride	n.
1060	Tsum			na			forest, jungle	n.
1061	Tsum	MARRIAGE	2432	na			marriage	n.
1062	Tsum	NOSE	1221	na			nose	n.
1063	Tsum	SWEAR	1939	na			swear	n.
1064	Tsum	SWEAR	1939	na kyal			swear	v.
1065	Tsum	PROMISE	1675	na kyalwa			promise	n.
1066	Tsum			na langwa			propose	v.
1067	Tsum	NOSTRIL	1178	na wong			nostril	n.
1068	Tsum	MARRY	203	na zungwa			marry	v.
1069	Tsum	BLACK	163	nakpo			black	n.
1070	Tsum	MAP	2625	naksa			map	n.
1071	Tsum	INK	2643	naktsa, naktsi			ink	n.
1072	Tsum	BLACK	163	nakya			black	adj.
1073	Tsum			naldze			brass pot for drinking water from	n.
1074	Tsum	SKY	1732	nam			sky	n.
1075	Tsum	TOWARDS	2754	nam			towards	NA
1076	Tsum	WHEN	1238	nam			when	adv.
1077	Tsum	RAIN (RAINING)	1253	nam gyawa			rain	v.
1078	Tsum			nam kambo			drought	n.
1079	Tsum	DAWN	729	nam langwa			dawn	v.
1080	Tsum	DAWN	729	nam saresire			dawn	n.
1081	Tsum	PRESS	1913	namba			press	v.
1082	Tsum	SUSPECT	1841	namdo			suspicion	n.
1083	Tsum			namdza			shirt (hon.)	n.
1084	Tsum	EAR	1247	namdzo, amdzo			ear	n.
1085	Tsum	NEVER	1656	namgang			never	adv.
1086	Tsum			namgang			night of full moon	n.
1087	Tsum	NASAL MUCUS (SNOT)	208	namlü			snot	n.
1088	Tsum			namlü'			mucus, discharge from nose	n.
1089	Tsum	SOUL	811	namśe			soul	n.
1090	Tsum	DOUBT	1308	namto			doubt	n.
1091	Tsum	DOUBT	1308	namto langwa			doubt	v.
1092	Tsum			namṭu			aeroplane	n.
1093	Tsum			nana			millet-like crop	n.
1094	Tsum	DAY AFTER TOMORROW	1179	nang			day after tomorrow	adv.
1095	Tsum			nangde			extremely	adv.
1096	Tsum			nangdza			pot for making liquor	n.
1097	Tsum	INSIDE	1606	nangla			inside	post.
1098	Tsum	FAMILY	194	nangmi			family	n.
