ID	DOCULECT	CONCEPT	CONCEPTID	TRANSCRIPTION	SEGMENTS	COGID	GLOSS	script1	script2	pos	CONCEPTICON_ID	CONCEPTICON_GLOSS	SIMILARITY
583	Gyalsumdo	SALTY	1091	tshakarpa			salty	छाकार्पा	नुनिलो	adj	1091	SALTY	2
584	Gyalsumdo			tshakke			to burst the corn, or soybean (grains) when they are fried in oil	छाक्‍के	भुट्दा फुट्नु (पड्कनु)	v		???	
587	Gyalsumdo	CROWD	2023	tshaŋka			crowd	छाङ्का	हुल, भिड	n	2023	CROWD	4
588	Gyalsumdo			tshaŋke			to be full, satiated	छाङ्के	पुग्‍नु, अघाउनु	v	1429	FULL	3
589	Gyalsumdo	ENOUGH	1881	tshaŋke			to be enough	छाङ्के	पुग्‍नु	v	1881	ENOUGH	1
590	Gyalsumdo	ARRIVE	1387	tshaŋke			to reach	छाङ्के	पुग्‍नु	v	1387	ARRIVE	1
591	Gyalsumdo	CRADLE	2946	tshaŋtsel			cradle	छाङ्चेल्	बच्चाको डोला	n	2946	CRADLE	2
592	Gyalsumdo			tshaŋmatsaŋ			almost, near	छाङ्‍माचाङ्	लगभग, करिब, पुगनपुग	adv	1942	NEAR	4
594	Gyalsumdo			tshap			Baggarchhap village	छाप्	बगरछाप	n.prop		???	
595	Gyalsumdo			tshapatshupi			to be restless	छापाछुपि	छट्पटाउने काम	n		???	
596	Gyalsumdo	BORDER	2546	tsham			border	छाम्	साँध, सिमाना	n	2546	BORDER	2
597	Gyalsumdo			tshamtse taŋke			to tease, to make fun of, to demean	छाम्चे ताङ्के	जिस्काउनु, गिज्याउनु	v		???	
598	Gyalsumdo	FINISH	1766	tshar			to finish	छार्	[सक्‍नु	v	1766	FINISH	1
599	Gyalsumdo			tshara			waterfall (< Nep )	छारा	छहरा, छाँगो	n	943	WATERFALL	4
600	Gyalsumdo	GROW	479	tsharke			to grow	छार्के	हुर्कनु	v	479	GROW	1
601	Gyalsumdo			tshartsuke			to cause something to grow	छार्चुके	हुर्काउनु	v		???	
602	Gyalsumdo	SALTY	1091	tshalok			salty	छालोक्	नुनिलो	adj	1091	SALTY	2
603	Gyalsumdo			tshawa			fever (< Nep )	छावा	ज्वरो	n	1534	FEVER	4
605	Gyalsumdo	WORD	1599	tshik			word	छिक्	शब्द	n	1599	WORD	2
606	Gyalsumdo			tshik ghjapke			to tease (lit 'word affect')	छिक् घ्याप्के	छेड हान्‍नु	v		???	
608	Gyalsumdo			tshike			to burn something	छिके	जल्नु	v		???	
609	Gyalsumdo	GREEDY	2018	tshimpu			greedy	छिम्पु	लोभी	adj	2018	GREEDY	2
610	Gyalsumdo			tshiriŋ kiŋ kjap			cap with fur	छिरिङ् किङ् क्याप्	शिरमा लगाउने भुत्ला भएको टोपी	n		???	
611	Gyalsumdo			tshʏril			twisted leather strap or rope for connecting the yoke to a plough	छीरिल्	हलो र जुवा अड्काउने काठ (हलाको भाग)	n		???	
613	Gyalsumdo			tshulu			lard, animal fat	छुलु	बोसो	n	1282	FAT (FROM ANIMALS)	4
614	Gyalsumdo			tshule			this side	छुले	वल्लो	adv.loc		???	
615	Gyalsumdo			tshuldʏ			blanket or cloth folded over the head	छुल्दी	झुम्रो	n	806	BLANKET	4
616	Gyalsumdo	COLOR	1613	tshø			color	छू	रङ्ग	n	1613	COLOR	2
617	Gyalsumdo			tshøku			Lord Buddha, the god who spreads religion	छूकु	बुध्द	n.prop		???	
618	Gyalsumdo			tshøke			to graze	छ्हूके	चर्नु	v	3058	GRAZE	1
620	Gyalsumdo	NIGHT	1233	tshen			night	छ्येन्	रात	n	1233	NIGHT	2
621	Gyalsumdo			tsheba tʃeŋa			full moon	छेबा च्येङा	पूर्णिमा	n		???	
622	Gyalsumdo			tsheraŋ teke			to consult with an astrologer to find an auspicious time (to begin something) (lit auspicious time + look)	छेराङ् तेके	साइत हेराउनु	v		???	
623	Gyalsumdo			tsheraŋ thønke			to find an auspicious time (to begin something) (lit auspicious time + get)	छेराङ् थून्के	साईत जुराउनु	v		???	
624	Gyalsumdo	LAZY	1564	tsherpu			lazy	छेर्पु	अल्छी	adj	1564	LAZY	2
625	Gyalsumdo	THORN	124	tsherma			thorn	छेर्मा	[काँडा]	n	124	THORN	2
628	Gyalsumdo	BUSINESS	2931	tshoŋ			business	छोङ्	व्यापार	n	2931	BUSINESS	2
629	Gyalsumdo			tshoŋ dzheke			to treat	छोङ् झेके	व्यवहार गर्नु	v	499	CURE	3
630	Gyalsumdo			tshoŋkaŋ			shopkeeper	छोङ्काङ्	पसले	n		???	
631	Gyalsumdo			tshoŋke			to spring upon, to snap at	छोङ्के	झम्टनु, उफ्रनु	v		???	
632	Gyalsumdo			tshopke			to feel uneasy	छोप्के	धक लाग्‍नु	v		???	
633	Gyalsumdo	HURRY	754	tshopke			to hurry	छोप्के	आत्तिनु	v	754	HURRY	1
634	Gyalsumdo	SMALL	1246	tʃa			little	च्या	सानू	adj	1246	SMALL	2
636	Gyalsumdo			tʃa ghepke			to tie the limbs	च्या घेप्के	हातखुट्टा बाँध्‍नु	v		???	
637	Gyalsumdo			tʃa thap			iron stove	च्या थाप्	फलामको चुल्हो	n		???	
638	Gyalsumdo	HAND	1277	tʃak			hand	च्याक्	हात (आदर)	n.hon	1277	HAND	2
639	Gyalsumdo			tʃakəl			lever (made of iron)	च्याकल्	झ्याम्पल, फलामको गल	n		???	
640	Gyalsumdo			tʃake			to break with force	च्याके	फुटाउनु, फोर्नु	v		???	
642	Gyalsumdo			tʃaksem			iron bridge	चाक्सेम्	फलामको पुल	n		???	
643	Gyalsumdo			tʃakser			nail of iron	च्याक्सेर्	फलामको किला	n		???	
644	Gyalsumdo			tʃakham			box made of iron	च्याखाम्	बाकस (फलामको)	n		???	
645	Gyalsumdo	SHOVEL	1901	tʃakhim			shovel	च्याखिम्	साबेल	n	1901	SHOVEL	2
648	Gyalsumdo			tʃaŋtsuke			to be hanging	च्याङ्चुके	झुन्ड्याउनु	v		???	
649	Gyalsumdo	CLEVER	1310	tʃaŋpu			clever	च्याङ्पु	बाठो	adj	1310	CLEVER	2
650	Gyalsumdo			tʃaŋma			kind of tree	च्याङ्‍मा	एक प्रकारको रूख	n		???	
651	Gyalsumdo			tʃatʃi			subtraction, decrease	च्याशि	घटाउ	n	2864	DECREASE	4
652	Gyalsumdo	SMALL	1246	tʃadzi			little	च्याजि	अलिकति	adj	1246	SMALL	2
653	Gyalsumdo			tʃapo			clan name within Gyalsumdo community	च्यापो	ग्याल्सुम्दो समुदायभित्रको गोत्रको नाम	n.prop		???	
654	Gyalsumdo	MOSS	637	tʃabi			moss	च्याबि	भुसुना (किरा)	n	637	MOSS	2
655	Gyalsumdo			tʃambu			careful, cautious	च्याम्बु	सतर्क, सावधान	adj	2758	CAREFUL	4
656	Gyalsumdo			tʃalta			chain of iron	च्याल्ता	फलामको साङलो	n		???	
657	Gyalsumdo			tʃasiŋke			to be irritating, to be annoying	च्यासिङ्के	झ्याउ लाग्‍नु	v		???	
658	Gyalsumdo	WHAT	1236	tʃi			what	च्यि	के	interrog	1236	WHAT	2
659	Gyalsumdo	ONE	1493	tʃik			one	एक	च्यिक्	num	1493	ONE	2
661	Gyalsumdo			tʃiklap ghjapke			to talk to oneself	च्यिक्लाप् घ्याप्‍के	[एक्लै (आँफै) बोल्नु	v		???	
662	Gyalsumdo	URINE	1142	tʃiŋ			urine	चीङ्	पिसाब	n	1142	URINE	2
663	Gyalsumdo	PISS	592	tʃiŋ taŋke			to urinate	च्यिङ् ताङ्के	पिसाब गर्नु	v	592	PISS	1
664	Gyalsumdo			tʃiba ghjapke			to examine the horoscope and tell a fortune	च्यिबा	जोखाना हेर्नु, राशि हेर्नु	v		???	
665	Gyalsumdo			tʃili			kind of fruit, similar to a pear	च्यिलि	आरू बखडा जस्तै एक प्रकारको फल	n		???	
666	Gyalsumdo			tʃilim ʃamu			kind of mushroom (shaped like a clay bowl in which tobacco is smoked)	च्यिलिम शेमु	चिलिम जस्तो च्याउ	n		???	
667	Gyalsumdo			tʃilma			crimson-horned pheasant	च्यिल्मा	मुनाल	n		???	
668	Gyalsumdo			tʃʏri ghjapke			to twist, to writhe	चीरि घ्याप्के	बटार्नु	v	430	TWIST	3
669	Gyalsumdo			tʃu			to add	च्यु	हाल्नु्, थप्‍नु	v	2882	ADD	1
670	Gyalsumdo	POWER	2526	tʃui			power	च्युइ	[तागत]	n	2526	POWER	2
671	Gyalsumdo	BURY	1719	tʃuke			to bury	च्युके	गाड्नु	v	1719	BURY	1
672	Gyalsumdo			tʃupa			tenth	च्युपा	दसौँ	num.ord		???	
673	Gyalsumdo			tʃurpen			clan name within Gyalsumdo community	च्युरपेन्	ग्याल्सुम्दो समुदायभित्रको एउटा गोत्र	n.prop		???	
674	Gyalsumdo			tʃø			this much	च्‍यू	जति	quant		???	
676	Gyalsumdo			tʃøpa			habitat, nature, environment	च्यूपा	बानी, स्वभाव	n		???	
677	Gyalsumdo			tʃøpa ̀jarəp			gentleman	च्यूपा यारप्	भलाद्‍मि	n		???	
678	Gyalsumdo			tʃøla matshola			half-ripe (lit to be ripe but not fully ripe)	च्यूला माछोला	अधकल्चो	adj		???	
679	Gyalsumdo			tʃe khepu			skilled, with talent	च्ये खेपु	खेल्न सिपालु	adj	807	SKILLED	4
680	Gyalsumdo	FIFTEEN	1709	tʃeŋa			fifteen	च्येङा	पन्ध्र	num	1709	FIFTEEN	2
681	Gyalsumdo	EYE	1248	tʃen			eye	च्येन्	आँखा (आदर)	n.hon	1248	EYE	2
682	Gyalsumdo	HEAVY	1210	tʃenti			heavy	च्येन्ति	गर्हौ	adj	1210	HEAVY	2
683	Gyalsumdo			tʃenʃel			eyeglasses	च्येन्शेल्	चश्मा (आदर)	n.hon		???	
684	Gyalsumdo	BABY	1289	tʃema			infant	च्येमा	भर्खरको बच्चा	n	1289	BABY	2
685	Gyalsumdo	SMALL	1246	tʃema			small	च्येमा	सानो	adj	1246	SMALL	2
686	Gyalsumdo			tʃemi teke			to regard or consider somebody with good intentions	च्येमि तेके	मायालु नजरले हेर्नु	v		???	
687	Gyalsumdo	TONGUE	1205	tʃemu			tongue	च्येमु	जिब्रो	n	1205	TONGUE	2
688	Gyalsumdo			tʃemu tapke			to click the tongue	च्येमो ताप्के	जिब्रो पडकाउनु	v		???	
689	Gyalsumdo			tʃempu			secret place	च्येम्पु	गोप्य तर पक्का ठाउँ	n		???	
690	Gyalsumdo			tʃẽri ʃi			four-handed god	छ्येँरि शि	चार हात भएका देवता	n		???	
691	Gyalsumdo	TABLE	1775	tʃoktse			table	च्योक्चे	टेबुल	n	1775	TABLE	2
692	Gyalsumdo			tʃoktʃok dheke			to sit without squating	च्योप्च्योप् धेके	पलेटी नकसेर बस्‍नु	v		???	
693	Gyalsumdo	SIMILAR	1558	tʃokṭa			like, similar	च्योक्टा	जस्तो	adj	1558	SIMILAR	2
694	Gyalsumdo			tʃola			a traditional game played with pieces of cowrie/shell	छ्योला	पारा खेल (कौडा जस्तै खेलिने एक प्रकारको परम्परागत खेल	n	598	SHELL	3
695	Gyalsumdo			tʃhə dʒorke			to find out, to discover	छ झ्योर्के	पत्ता लगाउनु	v	2237	FIND OUT	3
696	Gyalsumdo			tʃhəmpu			friendly	छ्याम्पु	मिलनसार	adj		???	
697	Gyalsumdo	SALT	1274	tʃha			salt	छ्या	नुन	n	1274	SALT	2
698	Gyalsumdo			tʃha			knowledge	छ्या	थाहा, जानकारी	n		???	
700	Gyalsumdo			tʃha			to bear fruit	छ्या	फल्नु	v	3054	BEAR FRUIT	1
701	Gyalsumdo			tʃhak			mouthful (of food)	छ्याक्	गास	n	2728	MOUTHFUL (CLASSIFIER)	4
702	Gyalsumdo			tʃhakuk			horse feedbag	छ्याकुक्	[घोडालाई दाना दिने झोला (मुखमा झुन्ड्याउने झोला)	n		???	
703	Gyalsumdo	BREAK (DESTROY OR GET DESTROYED)	680	tʃhakke			to break	छ्याक्‍के	भाँच्नु	v	680	BREAK (DESTROY OR GET DESTROYED)	1
704	Gyalsumdo			tʃhaktsalke			to bow down in respect to greet somebody	छ्याक्चाल्के	निहुरेर ढोग गर्नु	v		???	
705	Gyalsumdo			tʃhaktsalke			to request	छ्याक्चाल्के	बिन्ती गर्नु	v	1828	ASK (REQUEST)	4
706	Gyalsumdo			tʃhakpum			to bow down before god/god’s statue for a hundred thousand times This is a traditional ritual in which Buddhists bow down to god as a ritual	छ्याक्पुम्	एक लाख पटक ढोग्‍ने (साधारण मान्छेले धर्म गर्नका लागि एक लाख पटक ढोग्‍ने चलन छ)	n		???	
707	Gyalsumdo			tʃhaŋ			brewed and fermented grains (liquor)	छ्याङ्	जाँड	n		???	
708	Gyalsumdo			tʃhaŋ ̀lu			a specific fermented beverage, a type of chang, used when the marriage negotiation is agreed upon	छ्याङ् लु	छोराछोरीको विवाहको सहमति गर्दा गरिने सम्झौता (यसमा छ्याङ् राखेर विवाहको कुरा टुङ्ग्याइन्छ)।	n		???	
709	Gyalsumdo			tʃhaŋkol			food mixed with a local fermented beverage (Chang) with something as a special dish on Lhosar day	छ्याङ्कोल्	[जाँडमा अरू चिज मिसाएर ल्होसारको दिन खाने	n		???	
710	Gyalsumdo			tʃhaŋphui			fermented liquid (Chang) offered to god	छ्याङ्फुइ	पहिलो जाँड देवतालाई चढाउने	n		???	
711	Gyalsumdo			tʃhaŋmapøke			to give responsibility to someone	छ्याङ् मापूके	काम जिम्मा लगाउनु, जिम्मा सार्नु	v		???	
712	Gyalsumdo	FREEZE	1431	tʃhatu			to freeze	छातु	जम्‍नु	v	1431	FREEZE	1
713	Gyalsumdo			tʃhapṭak			publicity	छ्याप्टाक्	प्रचार प्रसार	n		???	
714	Gyalsumdo			tʃham			man who goes to the monastery for obtaining knowledge and wisdom	छ्याम्	[गुफा(मा) बस्न जाने मान्छे (ज्ञान प्राप्तिको लागि)	n		???	
715	Gyalsumdo	BROOM	245	tʃhama			broom	छ्यामा	झाडु, कुचो	n	245	BROOM	2
716	Gyalsumdo			tʃhamke			to agree	छाम्के	मिल्नु	v		???	
717	Gyalsumdo			tʃhamgen			compromise, union	छ्यामगेन्	मेलमिलाप	n		???	
718	Gyalsumdo			tʃharen			rheumatism	छ्यारेन्	बाथ	n		???	
719	Gyalsumdo			tʃharke			to winnow grains with the help of the wind	छ्यार्के	हावाले अन्‍न केलाउनु	v		???	
720	Gyalsumdo			tʃharto			ball of salt	छ्यार्तो	नुनको डल्लो	n		???	
721	Gyalsumdo			tʃhi			stale	छ्यि	बासी	adj		???	
722	Gyalsumdo			tʃhikja			foreigner	छ्यिक्या	विदेशी	n		???	
723	Gyalsumdo	HORSE	615	tʃhipa			horse	झिपा	घोडा (आदर)	n.hon	615	HORSE	2
724	Gyalsumdo			tʃhipṭuk			baby bird, chick	छ्यिप्‍टुक्	चराको बच्‍चा	n	2512	CHICK	4
725	Gyalsumdo	BIRD	937	tʃhibhi			bird	छ्यिभि	चरा	n	937	BIRD	2
726	Gyalsumdo			tʃhim			sugar (< Nep )	छ्यिम्	चिनी	n	862	SUGAR	4
727	Gyalsumdo	SALIVA	1503	tʃhima			saliva, spittle	छ्यिमा	[राल (र्‍याल)]	n	1503	SALIVA	2
728	Gyalsumdo			tʃhʏ			to offer, to request	छ्यी	चढाउनु	v		???	
729	Gyalsumdo			tʃhʏril			rope made of animal skin to connect the plough and yoke	छ्यीरिल्	नाइरो, हलो र जुवाको बिचमा राख्‍ने छालाबाट बनेको डोरी	n		???	
731	Gyalsumdo			tʃhu galke			to cross a body of water, like a river	छ्यु गाल्के	खोला तर्नु	v		???	
732	Gyalsumdo			tʃhu thame			edge of a river, side, river bank	छ्यु थामे	नदीको किनार	n	682	SIDE	4
733	Gyalsumdo			tʃhukuŋ			pot to burn a religious thread, ceremonial burning pot	छ्युकुङ्	बत्ति बाल्ने भाँडो	n		???	
734	Gyalsumdo	POND	2035	tʃhukolmu			pond	छ्युकोल्मु	पोखरी	n	2035	POND	2
735	Gyalsumdo	RICH	712	tʃhukpu			rich	छ्युक्पु	धनी	adj	712	RICH	2
736	Gyalsumdo			tʃhutse jakpu			good time	छ्युचे याक्पे	सुबेला, शुभ समय	adv		???	
737	Gyalsumdo	WATCH	1650	tʃhutʃe			watch	छ्युच्ये	घडी	n	1650	WATCH	2
738	Gyalsumdo			tʃhutʃe dhuktʃa			inopportune moment	छ्युच्ये दुक्च्या	कुबेला	n		???	
739	Gyalsumdo			tʃhuta			watermill	छ्युता	घट्ट	n		???	
740	Gyalsumdo			tʃhuthame			bank of a river	छ्युथामे	नदी छेउ	n		???	
741	Gyalsumdo			tʃhupa			traditional shirt with thin fabric	छ्युपा	बख्खु	n		???	
743	Gyalsumdo			tʃhurku			a soft form of a dried cheese, a soft form of Chhurpi	छ्युर्कु	झोल छुर्पी	n		???	
744	Gyalsumdo			tʃhurken tʃhola			of this side (opposed to across/that side)	छ्युर्केन छोला	वारिपट्टि	loc		???	
745	Gyalsumdo			tʃhurpi			Chhurpi, cheese dried for chewing	छ्युर्पि	छुर्पी	n		???	
746	Gyalsumdo			tʃhuldʏke			to be wrinkled	छ्युल्दीके	मुजा पर्नु	v	380	WRINKLED	4
747	Gyalsumdo			tʃhusja			mushroom that grows in water	छ्युस्या	पानीमा उम्रने च्याउ	n		???	
748	Gyalsumdo	BOOK	963	tʃhø			book	छ्यू	किताव	n	963	BOOK	2
749	Gyalsumdo	GUESS	1932	tʃhø			to guess	छ्यू	अनुमान	v	1932	GUESS	1
750	Gyalsumdo	RELIGION	661	tʃhø			religion	छ्यू	धर्म	n	661	RELIGION	2
751	Gyalsumdo	PAINTING	2001	tʃhøkuike			to paint	छ्यूकुइके	रङगाउनु	v	2001	PAINTING	1
752	Gyalsumdo	RIPEN	179	tʃhøke			to ripen	छ्यूके	पाक्‍नु	v	179	RIPEN	1
753	Gyalsumdo			tʃhøṭi			place for keeping books	छ्योटि	किताब राख्‍ने ठाउँ	n		???	
754	Gyalsumdo			tʃhøtaŋ			vow to make an offer to gods or goddesses if one's wishes or prayers are fulfilled	छ्योताङ्	भाकल	n		???	
755	Gyalsumdo	PROMISE	1675	tʃhøtam			promise	छ्यूताम्	कबुल, बाचा	n	1675	PROMISE	2
756	Gyalsumdo			tʃhøtopa			refugee	छ्यूतोपा	देश वा गाउँ छोडेर भागेको बसाइ सरेको बासिन्दा	n		???	
757	Gyalsumdo			tʃhøn			piece of iron fixed to the end of an arrow	छ्यून्	धनुको टुप्पामा राख्ने फलाम	n		???	
758	Gyalsumdo			tʃhøme			lamp lit inside a gompa, during worship	छ्यूमे	पूजामा बाल्ने बत्ती (आदर)	n		???	
759	Gyalsumdo			tʃhøla møba dzheke			theist	छ्यूला मूबा झेके	आस्तिक	n		???	
760	Gyalsumdo			tʃhøla møba medzheke			one who is an atheist, one who does not believe in deities	छ्यूला मूबा मेझेके	नास्तिक	n		???	
761	Gyalsumdo	RELIGION	661	tʃhølu			religion	छ्यूलु	धर्म	n	661	RELIGION	2
762	Gyalsumdo	RELIGION	661	tʃhølupa			religion	छूलुपा	धर्म	n	661	RELIGION	2
763	Gyalsumdo			tʃhølupa			script	छूलुपा	लिपि	n		???	
764	Gyalsumdo	ALL	98	tʃhe			all	छ्ये	सवै	quant	98	ALL	2
765	Gyalsumdo			tʃhe			cane splinter	छ्ये	चोया	n		???	
766	Gyalsumdo			tʃhe			age, span of life	छ्ये	आयु	n	1789	AGE	4
767	Gyalsumdo			tʃheke			to lag behind because of tiredness	छ्ये	थाकेर पछि रहनु	v		???	
768	Gyalsumdo			tʃhebu			male prostitute	छ्येबु	बेश्या पुरूष	n		???	
769	Gyalsumdo	DARK	706	tʃhemu			dark	छ्येमु	अँध्यारो	adj	706	DARK	2
770	Gyalsumdo	NIGHT	1233	tʃhemu			night	छ्येमु	रात	n	1233	NIGHT	2
771	Gyalsumdo			tʃhemu			female prostitute	छ्येमु	रन्डी, बेश्या	n		???	
772	Gyalsumdo			tʃhempa			common cold	छ्याम्पा	रूघाखोकी	n	102	COMMON COLD (DISEASE)	4
773	Gyalsumdo	LIVER	1224	tʃhempa			liver	छ्येम्पा	कलेजो	n	1224	LIVER	2
774	Gyalsumdo			tʃheriŋbu			long age	छ्येरिङ्बु	लामो आयु	n		???	
776	Gyalsumdo			tʃherpa tsa			green leaves of a tree used to feed to animals	छ्येर्पा चा	एक प्रकारको रूखको घाँस	n		???	
777	Gyalsumdo			tʃho			direction	छ्यो	दिशा	n		???	
778	Gyalsumdo			tʃhoktʃhokke			to become or get ready	छ्योकछ्योक्	तयार हुनु	v	1990	BECOME	3
779	Gyalsumdo	JUMP	1829	tʃhoŋke			to jump	छ्योङ्के	उफ्रनु	v	1829	JUMP	1
780	Gyalsumdo			tʃhoŋke			jump down	छ्योङ्के	हाम फाल्नु	v		???	
781	Gyalsumdo			tʃhoŋpa			salesperson, vendor, business person	छ्योङ्पा	बिक्रेता, ब्यापारी	n		???	
782	Gyalsumdo	LIP	478	tʃhopto			lip	छ्योप्तो	ओठ	n	478	LIP	2
784	Gyalsumdo			tʃhori			the side or bias of something	छ्योरि	पक्ष	n	682	SIDE	3
785	Gyalsumdo			tʃhori meke			impartial	छ्योरि मेके	निस्पक्ष	adj		???	
786	Gyalsumdo			tʃhorten			chorten or religious structure	छ्योर्तेन्	स्तुपा	n		???	
787	Gyalsumdo			tʃhol tʃhol			to speak carelessly	छ्योल् छ्योल्ल्	विचार नगरी बोल्ने बानि, लापरवाही किसिमले बोल्ने बानि	v		???	
789	Gyalsumdo	GAME	2467	tʃholo			game	छ्योलो	पारा खेल	n	2467	GAME	2
790	Gyalsumdo			tʃhosem tʃhimbu			following dharma (sacred laws of nature, teachings of Buddhism), righteous	छ्योसेम् छ्यिम्बु	धर्मात्मा, धर्मी	adj		???	
791	Gyalsumdo			tʃhosem meke			sinful, cruel	छोसेम् मेके	अधर्मी	adj	500	CRUEL	4
792	Gyalsumdo			tʃha			eldest	छ्या	जेठो, ठुलो	adj		???	
793	Gyalsumdo			tʃhjaktsalke			to bow down at the feet in respect	छ्याक्चाल्के	[ढोग्नु]	v		???	
794	Gyalsumdo			tʃhula pul			to cremate in water	छ्युला पुल्	पानीमा अन्त्यष्टि गरिने संस्कार	v		???	
795	Gyalsumdo			dzara			snacks, small food	जारा	खाजा	n		???	
796	Gyalsumdo	FEAR (BE AFRAID)	1419	dzike			to be afraid	जेके	डराउनु	v	1419	FEAR (BE AFRAID)	1
797	Gyalsumdo			dze			leprosy	जे	कुष्ठरोग	n		???	
798	Gyalsumdo	GOOD-LOOKING	2410	dzebu			pretty	जेबु	राम्रो	adj	2410	GOOD-LOOKING	2
799	Gyalsumdo			dzhake			to leak, to drip, to seep	झाके	चुहुनु	v	2253	DRIP (EMIT LIQUID)	4
800	Gyalsumdo	SEND	1127	dzhaŋke			to send	झाङ्के	पठाउनु	v	1127	SEND	1
801	Gyalsumdo			dzhamtiŋe			quiet, peaceful, peaceable	झाम्तिङे	शान्त	adj	1314	QUIET	4
802	Gyalsumdo	WORLD	965	dzhampaliŋ			world	झाम्पालिङ्	विश्व	n	965	WORLD	2
803	Gyalsumdo			dzhara			small meal or food eaten in the afternoon	झारा	खाजा	n		???	
804	Gyalsumdo	FALL	1280	dzharke			to fall	झार्के	खस्‍नु	v	1280	FALL	1
806	Gyalsumdo			dzhike			to knead, to accuse	झिके	मुछ्नु	v	274	KNEAD	3
807	Gyalsumdo			dzhikpu			handsome	झिक्पु	राम्रो, आकर्षक	adj		???	
808	Gyalsumdo			dzhitsuke			to make something afraid	झिचुके	डराउन दिनु	v		???	
809	Gyalsumdo			dzhinda			class, rank	झिन्दा	कक्षा	n		???	
810	Gyalsumdo			dzhisiŋ			fir, blue pine	झिसिङ्	गोब्रे सल्ला	n	1915	FIR	4
812	Gyalsumdo			dzhʏntsara			deceitful, fraudulent	झ्युनचारा	ढँटुवा	adj		???	
813	Gyalsumdo	BECOME	1990	dzhuŋke			to become	झुङ्के	हुनु	v	1990	BECOME	1
814	Gyalsumdo			dzhuŋtsuke			to make something come into existence	झुङ्चुके	बनाउनु	v		???	
815	Gyalsumdo	FINGER	1303	dzhupa			finger	झुपु	औँला	n	1303	FINGER	2
816	Gyalsumdo			dzhupu			herdsman, one who looks after cattle	झुपु	गोठालो	n	263	HERDSMAN	4
817	Gyalsumdo			dzhupu			locker, safe place for keeping secret objects	झुप्पु	गोप्य चिज राख्ने ठाउँ	n		???	
818	Gyalsumdo	LITTLE FINGER	2774	dzhuptʃuŋ			little finger	झुप्च्युङ्	कान्छी औँला	n	2774	LITTLE FINGER	4
819	Gyalsumdo			dzhumbu			aromatic leaf garlic	झुम्बु	जिम्बु	n		???	
820	Gyalsumdo	BEAUTIFUL	1427	dzhebu			beautiful	झेबु	सुन्दर, राम्री	adj	1427	BEAUTIFUL	2
821	Gyalsumdo	BUSH	1683	dzhok dhokpu			bush	झोक् धोक्पु	झाडी	n	1683	BUSH	2
822	Gyalsumdo			dzhoke			to be finished	झोके	सकिनु	v		???	
823	Gyalsumdo			dzhoŋ			boundry or border of a field	झोङ्	किल्ला (सिमानाको)	n		???	
824	Gyalsumdo	TWINS	1005	dzhoŋle			twins	झोङ्ले	जुम्ल्याहा	n	1005	TWINS	2
825	Gyalsumdo			dzhotsuke			to gather something together in a group or bundle	झोम्चुके	जम्मा गर्नु	v	2943	BUNDLE	4
826	Gyalsumdo			dzhopa			offspring of acow and yak cross-breed	झोपा	गाई र याकबाट जन्मेको बच्चा	n		???	
827	Gyalsumdo			dzhomke			meeting	झोम्दु	कचहरीमा भेला हुनु	n		???	
828	Gyalsumdo			dzhomke			to gather together in a group	झोम्के	जम्मा हुनु	v		???	
830	Gyalsumdo			dzholen			cycle of beats, clapping sound	झोलेन्	मादलको ताल	n		???	
831	Gyalsumdo			dʒaŋke			to send someone off or away	ज्याङ्	पठाउनु	v		???	
832	Gyalsumdo			dʒatam			thermos	ज्याताम्	थर्मस	n		???	
833	Gyalsumdo			dʒipṭuk			chick, offspring of a hen	ज्यिप्टुक्	कुखुराको चल्ला	n	2512	CHICK	4
834	Gyalsumdo	POUR	1487	dʒøke			to pour	ज्यूके	खन्याउनु	v	1487	POUR	1
835	Gyalsumdo	RAINBOW	1733	dʒə			rainbow	ज्य	ईन्द्रेनी	n	1733	RAINBOW	2
836	Gyalsumdo	BIRD	937	dʒhə			bird	झ्य	चरा	n	937	BIRD	2
837	Gyalsumdo			dʒhə ghjalbu			king of bird	झ्य घ्याल्बु	चराको राजा	n		???	
838	Gyalsumdo	TEA	1373	dʒha			tea	झ्या	चिया	n	1373	TEA	2
839	Gyalsumdo			dʒhakpa			looter, robber	झ्याक्पा	लुटेरा, डाँका	n	2073	ROB (VERB)	4
840	Gyalsumdo	NORTH	1598	dʒhaŋ			north	झ्याङ्	उत्तर	n.loc	1598	NORTH	2
841	Gyalsumdo	GREEN	1425	dʒhaŋku			green	झ्याङ्कु	हरियो	col	1425	GREEN	2
842	Gyalsumdo	SEND	1127	dʒhaŋke			to send	झ्याङ्के	पठाउनु	v	1127	SEND	1
843	Gyalsumdo	LEARN	504	dʒhaŋke			to learn	झ्याङ्के	सिक्‍नु	v	504	LEARN	1
844	Gyalsumdo	PAY	718	dʒhaŋke			to pay	झ्याङ्के	तिर्नु	v	718	PAY	1
845	Gyalsumdo			dʒhaŋthiŋe			dark green	झ्याङ्थिङे	हरियै	col		???	
847	Gyalsumdo			dʒhaŋba			northern	झ्याङ्बा	उत्तरी	adj		???	
848	Gyalsumdo			dʒhatshaŋ			narrow enclosure to keep farm animals, such as fowl	झ्याछाङ्	खोर (कुखुराको)	n		???	
849	Gyalsumdo	CUP	476	dʒhapur			cup	झ्यापुर्	चिया खाने भाँडो	n	476	CUP	2
