ID	DOCULECT	CONCEPT	CONCEPTID	TRANSCRIPTION	SEGMENTS	COGID	GLOSS	pos	CONCEPTICON_ID	CONCEPTICON_GLOSS	SIMILARITY
520	Tsum	MOUNTAIN OR HILL	2118	kang			mountain, hill	n.	2118	MOUNTAIN OR HILL	2
521	Tsum	PROBLEM	2425	kangal			problem	n.	2425	PROBLEM	2
522	Tsum	FOOT OR LEG	2098	kangba			foot, leg	n.	2098	FOOT OR LEG	2
523	Tsum			kangbei thil			sole (of foot)	n.	2666	SOLE (FOOT)	4
524	Tsum			kangbi tśhe			print of leg, feet	n.	1301	FOOT	4
525	Tsum	WHICH	727	kangde			which	pron.	727	WHICH	2
526	Tsum			kangdze			food grain	n.		???	
527	Tsum			kanggar			cheroot filled with tobacco encased in rolled leaves of persimmon	n.		???	
528	Tsum	HOW	1239	kanggir			how	adv.	1239	HOW	2
529	Tsum			kanggyür			book (name of). This book contains 105 parts.	n.		???	
530	Tsum			kangling			musical instrument like flute	n.		???	
531	Tsum			kangma			husk of wheat	n.		???	
532	Tsum	FULL	1429	kangme			full	adj.	1429	FULL	2
533	Tsum	MOUNTAIN	639	kangri			mountain	n.	639	MOUNTAIN	2
535	Tsum	FILL	2006	kangwa			fill	v.	2006	FILL	2
536	Tsum			kani			gateway, entrance to a Buddhist community, cleanses those who pass through	n.		???	
537	Tsum			kani			pot for milking	n.		???	
538	Tsum			kaning			nowhere	adv.		???	
539	Tsum	EVERYWHERE	2999	kanme			everywhere	adv.	2999	EVERYWHERE	2
541	Tsum	BURY	1719	kapa			bury	v.	1719	BURY	2
543	Tsum			kapi			copy	n.		???	
544	Tsum			kapo			dangerous	adj.		???	
545	Tsum	DIFFICULT	584	kapo			difficult	adj.	584	DIFFICULT	2
546	Tsum			kapṭi, ṭiu 			knife worn around the waist particularly during wedding	n.		???	
547	Tsum	COVER	761	kapwa			cover	v.	761	COVER	2
548	Tsum	TENT	1316	kar			tent	n.	1316	TENT	2
549	Tsum	DANCE	1879	kar tshemba			dance	v.	1879	DANCE	2
550	Tsum	WHITE	1335	karbo			white	adj.	1335	WHITE	2
551	Tsum	WINDOW	1375	karkung			window	n.	1375	WINDOW	2
552	Tsum			karkya			horse of two years	n.		???	
553	Tsum	STAR	1430	karma			star	n.	1430	STAR	2
554	Tsum			karso'			knife worn in the waist	n.		???	
555	Tsum	WEIGH	1098	karwa			weigh	v.	1098	WEIGH	2
556	Tsum			kau			pod, shell	n.	598	SHELL	4
558	Tsum	CAULIFLOWER	2843	kauli			cauliflower	n.	2843	CAULIFLOWER	2
559	Tsum	SKULL	1605	kauli			skull	n.	1605	SKULL	2
561	Tsum	HOW MUCH	531	kaźin			much	adv.	531	HOW MUCH	2
563	Tsum			ke gyawa			cry out, shout	v.	715	SHOUT	4
564	Tsum			ke nyembo			sweet words	n.		???	
565	Tsum			kei te			script	n.		???	
566	Tsum			kekya			joke	n.		???	
568	Tsum	ORNAMENT	917	kendźa			ornament	n.	917	ORNAMENT	4
569	Tsum	WAIST	1681	kepa			waist	n.	1681	WAIST	2
570	Tsum	MENSTRUATE	2827	kepa thon			menstruate	v.	2827	MENSTRUATE	2
571	Tsum			keṭa tshemo			famous	adj.		???	
572	Tsum			keṭha			menstruation cycle	n.		???	
575	Tsum	SET (HEAVENLY BODIES)	160	kewa			set	v.	160	SET (HEAVENLY BODIES)	2
576	Tsum	POTATO	593	keza, keda			potato	n.	593	POTATO	2
577	Tsum	MOUTH	674	kha			mouth	n.	674	MOUTH	2
580	Tsum			kha dikpa			stammer	v.	1866	STUTTER	4
581	Tsum	SHUT	1046	kha gyawa			close	v.	1046	SHUT	2
582	Tsum	THIRSTY	847	kha komba			thirsty	v.	847	THIRSTY	2
583	Tsum			kha mangbo			talkative	adj.		???	
585	Tsum			kha rü			avalanche	n.		???	
586	Tsum	HAPPY	1495	kha sem			happy	adj.	1495	HAPPY	2
588	Tsum	IMPORTANT	1285	kha tśha			important	adj.	1285	IMPORTANT	2
589	Tsum			khadö			silent	adj.	48	BE SILENT	4
591	Tsum			khadźu			saliva (mouth + water)	n.	1503	SALIVA	4
592	Tsum	SOUR	1906	khakya'			sour	adj.	1906	SOUR	2
593	Tsum			khal nyambo			obedient	adj.		???	
594	Tsum			khalbu			upside down	NA		???	
596	Tsum	KIDNEY	489	khalma			kidney	n.	489	KIDNEY	2
597	Tsum			khalo' wan			woman who replies rudely	n.		???	
598	Tsum			kham			morsel	n.		???	
599	Tsum			khamdzon			shoe (used by male)	n.	1381	SHOE	4
600	Tsum			khamdzon			shoes (used by men)	n.	1381	SHOE	4
601	Tsum	PEACH	2043	khampu			peach	n.	2043	PEACH	2
602	Tsum			Khanḍo bum			village, Salleri, north of Jagat on the Budhi Gandaki, south of Lokpa	n.	930	VILLAGE	4
604	Tsum			khanggul tangwa			lure, tempt	v.		???	
605	Tsum	ROOF	769	khantsok			roof	n.	769	ROOF	2
606	Tsum	DAY BEFORE YESTERDAY	1180	khanya			day before yesterday	adv.	1180	DAY BEFORE YESTERDAY	2
607	Tsum			Khanyi			village, in lower Tsum, alternate name for Rentsam	n.	930	VILLAGE	4
608	Tsum			Khaõ lumpo			Ganesh Himal, mountain range south of Tsum valley	n.		???	
610	Tsum			khaple			gossip, chat	n.	2903	CHAT (WITH SOMEBODY)	4
611	Tsum			khaple tshawo			gossiper, a person who talks much	adj.		???	
612	Tsum			khaptu			impolite, rude	adj.	1412	RUDE	4
613	Tsum			kharodö			silent	adj.	48	BE SILENT	4
615	Tsum	BITTER	887	khatśa'			bitter	v.	887	BITTER	2
616	Tsum			khawa			silent	adj.	48	BE SILENT	4
617	Tsum			khawadö			silent	adj.	48	BE SILENT	4
618	Tsum			khawala			secretly	adv.		???	
619	Tsum			khebo			skillful	adj.		???	
620	Tsum			khele			mat woven from bamboo splinter	n.		???	
622	Tsum	SHOVEL	1901	khem			shovel	n.	1901	SHOVEL	2
623	Tsum			khepsang			profit	n.	733	EARN	4
624	Tsum			kherwa			take away	v.		???	
625	Tsum	HUSBAND	1200	khewa			husband	n.	1200	HUSBAND	2
626	Tsum	DOG	2009	khi			dog	n.	2009	DOG	2
627	Tsum			khi			dog (eleventh sign of zodiac)	n.	2009	DOG	4
628	Tsum	HOUSE	1252	khim			house	n.	1252	HOUSE	2
629	Tsum			khimdak			home owner	n.		???	
630	Tsum	NEIGHBOUR	1332	khimdze			neighbour	n.	1332	NEIGHBOUR	4
631	Tsum	SPOON	1378	khimpu			spoon	n.	1378	SPOON	2
632	Tsum	SHIN	186	khipa			shin	n.	186	SHIN	2
635	Tsum			khodze			bonded-friend (female)	n.		???	
636	Tsum			khoki			small bag	n.		???	
637	Tsum			khokpa			womb; uterus	n.	804	WOMB	4
638	Tsum	POCKET	1851	kholḍi			pocket	n.	1851	POCKET	2
642	Tsum			khotong			hollow	adj.	1155	CAVE	4
643	Tsum			khotse			religiously bonded friend	n.		???	
644	Tsum			khozal tharwa			smear with ash on cooking pot	v.		???	
645	Tsum	BUCKWHEAT	2040	khrau			buckwheat	n.	2040	BUCKWHEAT	2
647	Tsum			khulu			fine wool (from a yak)	n.		???	
648	Tsum			khulu			fur which falls once a year	n.		???	
649	Tsum	SHRINK	54	khumba			shrink	v.	54	SHRINK	4
650	Tsum	NUT	191	khuntsani			chilli	n.	191	CHILI PEPPER	2
651	Tsum			khura			pancake made from buckwheat flour	n.		???	
652	Tsum	NUT	191	khurtsani			chilli	n.	191	CHILI PEPPER	2
653	Tsum	LOAD	1679	khuru			load	n.	1679	LOAD	2
655	Tsum			khurwa			porter	n.		???	
657	Tsum	SEMEN	2283	khuśu			semen	n.	2283	SEMEN	2
658	Tsum			khuṭa			pot used to make buckwheat bread	n.		???	
659	Tsum			khuwa			able to do something	v.		???	
660	Tsum	SOUP	1547	khwa			soup	n.	1547	SOUP	2
661	Tsum			khyakpa			shine brightly	v.		???	
662	Tsum			khyakpa khyawa			freeze (intrans.)	v.	1431	FREEZE	4
663	Tsum			khyamba			roam; go around	v.		???	
664	Tsum			khyamwa			misled; misguided	v.		???	
666	Tsum			khyaśo			colder	adj.		???	
667	Tsum			khyempo			khenpo; monk who is junior to Rinpoche	n.		???	
668	Tsum			khyeni			accusation	n.		???	
669	Tsum	DIFFERENT	2504	khyepar			different	adj.	2504	DIFFERENT	2
672	Tsum			khyölwa			reach	v.	1387	ARRIVE	4
673	Tsum	YOU	1213	khyörang			you (plural)	pron.	1213	YOU	2
674	Tsum			khyörwa			shake (one's body, because of drink)	v.	1909	SHAKE	4
675	Tsum			khyu			flock (of animal)	n.	2939	FLOCK (OF ANIMALS)	4
676	Tsum			khyunga			bird species; like a crow with white legs	n.		???	
678	Tsum			kimalung			hidden	adj.		???	
679	Tsum	CHEAP	1887	kimu			cheap	adj.	1887	CHEAP	2
681	Tsum			kipo tśungwa			pleasure; delight	n.	1271	DELIGHT	4
682	Tsum	BEAR	1820	kiptśang			bear	n.	1820	BEAR	2
683	Tsum			kiptśang			wild dog (dogs, jackals, foxes)	n.	2448	WILD DOG	4
684	Tsum	HUNTER	1053	kira			hunter	n.	1053	HUNTER	2
685	Tsum	HUNT	1435	kira gyawa			hunt	v.	1435	HUNT	2
686	Tsum			kirong			Kyirong (county in Tibet adjoining Tsum to the north and east)	n.		???	
687	Tsum	FLEA	232	kisiri'			flea	n.	232	FLEA	2
688	Tsum			kiti' langwa			tickle	v.		???	
689	Tsum	BORROW	1823	kiwa			borrow	v.	1823	BORROW	2
690	Tsum			kizang			bird species (Nepali danphe)	n.		???	
691	Tsum			Ko			village, in lower Tsum	n.	930	VILLAGE	4
692	Tsum	DOOR	1567	kò			door	n.	1567	DOOR	2
695	Tsum			kõdzi			part, division	n.	779	PART	4
696	Tsum			kogye			threadbare	adj.		???	
697	Tsum	ROUND	1395	kokor			round	adj.	1395	ROUND	2
699	Tsum	BEAN	832	kolo'			bean	n.	832	BEAN	2
700	Tsum	PADLOCK	336	koltśa			padlock	n.	336	PADLOCK	4
702	Tsum			kom			penance	n.		???	
704	Tsum			komba (kha)			thirst(y)	n.	848	THIRST	4
705	Tsum			könang			useful	adj.		???	
706	Tsum			konba			make one wear	v.		???	
707	Tsum			könba			stuck, make something	v.		???	
708	Tsum			kongbel			promotion	n.		???	
709	Tsum	BROOM	245	kongmu			broom	n.	245	BROOM	2
710	Tsum			kongśung			egg shell	n.		???	
711	Tsum			konpa			entangle	v.		???	
712	Tsum			konyer			man who cleans the temple	n.		???	
713	Tsum			konyer			monk or nun who takes care of the monastery for a fixed term	n.		???	
714	Tsum	LAUGH	1355	köpa			laugh	v.	1355	LAUGH	2
715	Tsum			kopta			shoe (of girl), lace of which is woven with bamboo splinter	n.	1381	SHOE	4
716	Tsum			kora			circumambulation of a stupa	n.		???	
717	Tsum			kora			thicker	adj.		???	
718	Tsum			koram			sugar cake (by-product of the sugar-making process; hard and black)	n.		???	
719	Tsum			koril			flag, banner	n.	2623	FLAG	4
720	Tsum			koril			shoe (for both male and female)	n.	1381	SHOE	4
721	Tsum			korla			about	post.	1415	THINK (REFLECT)	4
722	Tsum			kormu			rupees	n.		???	
723	Tsum	ROOM	1450	koṭa			room	n.	1450	ROOM	2
724	Tsum			kots(a)-i dünḍo			domestic animal	n.		???	
725	Tsum	HOUSE	1252	kotsa			house	n.	1252	HOUSE	2
726	Tsum			kotsung			place where children live (inside house)	n.		???	
727	Tsum	DIG	1418	kowa			dig	v.	1418	DIG	2
728	Tsum			kowa			ninth	num.		???	
729	Tsum			ku			idol (of Buddha)	n.	1945	IDOL	4
730	Tsum	NINE	1483	ku			nine	num.	1483	NINE	2
731	Tsum			kũ			small copper or earthen lamp (to burn in religious occasions)	n.		???	
733	Tsum			kuku'			stoop	v.		???	
734	Tsum			kuku' ewa			state of bowing down	v.		???	
735	Tsum			kulwa			make (somebody) work	v.		???	
736	Tsum	THIEF	1160	kuma			thief	n.	1160	THIEF	2
738	Tsum	BOOK	963	kumbo			book	n.	963	BOOK	2
739	Tsum	EXPENSIVE	1426	kumbo			expensive	adj.	1426	EXPENSIVE	2
740	Tsum	MIDDLE	1093	kung			middle	n.	1093	MIDDLE	2
741	Tsum			kungdźu			middle finger	n.		???	
742	Tsum	WINTER	1471	kungga			winter	n.	1471	WINTER	2
743	Tsum	EVENING	1629	kungmu			evening	adv.	1629	EVENING	2
744	Tsum			kungmu			of dark phase of moon	adj.		???	
745	Tsum	DINNER (SUPPER)	1833	kungmu yopa			supper	n.	1833	DINNER (SUPPER)	2
746	Tsum			kungśing			crossbeam in roof	n.		???	
748	Tsum	BASKET	1539	kunma			basket	n.	1539	BASKET	2
749	Tsum			kunśo			most expensive	adj.		???	
751	Tsum	CHAIR	1476	kupkya			chair	n.	1476	CHAIR	2
752	Tsum	NINETY	1724	kuptśu			ninety	num.	1724	NINETY	2
753	Tsum			kuptśukönga			ninety five	num.		???	
754	Tsum			kuptśukonyi			ninety two	num.		???	
755	Tsum			kuptśuköpke			ninety eight	num.		???	
756	Tsum			kuptśukoptün			ninety seven	num.		???	
757	Tsum			kuptśuköru'			ninety six	num.		???	
758	Tsum			kuptśukosum			ninety three	num.		???	
759	Tsum			kuptśukotśik			ninety one	num.		???	
760	Tsum			kuptśukoźi			ninety four	num.		???	
761	Tsum			kuptśupkörku			ninety nine	num.		???	
762	Tsum	THREAD	1161	kurto'			thread	n.	1161	THREAD	2
763	Tsum	ENDURE	833	kurwa			endure	v.	833	ENDURE	2
764	Tsum			kũrwa			control anger, resist	v.		???	
766	Tsum			kusung			soldier, body-guard	n.	1941	SOLDIER	4
767	Tsum			kuṭa			blood (hon.)	n.	946	BLOOD	4
768	Tsum			Kutang			Kutang; area north of Lokpa on the Budhi Gandaki, before Nubri	n.		???	
770	Tsum			kuṭu			pot to knead the flour	n.		???	
771	Tsum	STEAL	713	kuwa			steal	v.	713	STEAL	2
772	Tsum	WAIT (FOR)	1590	kuwa			wait	v.	1590	WAIT (FOR)	2
773	Tsum	EAGLE	1905	kwa			eagle	n.	1905	EAGLE	2
774	Tsum	SKIN	763	kwa			skin	n.	763	SKIN	2
775	Tsum	BEARD	678	kya			beard	n.	678	BEARD	2
776	Tsum			kya			serving spoon	n.		???	
777	Tsum	SPIDER WEB	1065	kya			web	n.	1065	SPIDER WEB	2
778	Tsum			kya			web (of animal, e.g. spider)	n.	1065	SPIDER WEB	4
779	Tsum	BEHIND	1686	kyabla			behind	adv.	1686	BEHIND	2
780	Tsum	POTATO	593	kyada			potato	n.	593	POTATO	2
781	Tsum			kyakar			India	n.		???	
782	Tsum			kyaling			bigger musical instrument like flute	n.		???	
785	Tsum	WIN	866	kyalwa			win	v.	866	WIN	2
786	Tsum			kyamdo			refuge prayer	n.		???	
787	Tsum			kyana			China	n.		???	
788	Tsum	ONLY	1580	kyang			only	NA	1580	ONLY	2
789	Tsum	ALONE	1964	kyanggara			alone	adj.	1964	ALONE	2
790	Tsum			kyangtsang			grain container made of wood	n.		???	
791	Tsum			kyapha			grace, blessing in disguise	n.		???	
795	Tsum			kyau phimba			go up; climb a road	v.	705	GO UP (ASCEND)	4
796	Tsum			kyawa			fatter	adj.		???	
797	Tsum	EIGHTY	1722	kyaźu			eighty	num.	1722	EIGHTY	2
798	Tsum			kyaźugyanyi			eighty two	num.		???	
799	Tsum			kyaźugyapkye			eighty eight	num.		???	
800	Tsum			kyaźugyarku			eighty nine	num.		???	
801	Tsum			kyaźugyasum			eighty three	num.		???	
802	Tsum			kyaźugyatśik			eighty one	num.		???	
803	Tsum			kyaźugyaunźi			eighty four	num.		???	
804	Tsum			kyaźugyenga			eighty five	num.		???	
805	Tsum			kyaźugyeptün			eighty seven	num.		???	
806	Tsum			kyaźugyeru'			eighty six	num.		???	
807	Tsum	EIGHT	1705	kye'			eight	num.	1705	EIGHT	2
808	Tsum			kyelup			lama (specific kind)	n.		???	
809	Tsum	TEACHER	1038	kyenla			teacher	n.	1038	TEACHER	2
810	Tsum			kyepa			eighth	num.		???	
811	Tsum	BANANA	868	kyera			banana	n.	868	BANANA	2
812	Tsum			kyerken			teacher, training	n.	1038	TEACHER	4
813	Tsum	PUPIL (STUDENT)	753	kyeṭu			student	n.	753	PUPIL (STUDENT)	2
814	Tsum			kyewa			death ritual	n.		???	
815	Tsum			kyewa			narrow road edge	n.		???	
816	Tsum			kyewa			split (soul)	v.	1437	SPLIT	4
817	Tsum			kyewa ngama			past life	n.		???	
818	Tsum	INTEREST	2062	kyeya			interest	n.	2062	INTEREST	2
819	Tsum	HAPPY	1495	kyipo			happy	adj.	1495	HAPPY	2
820	Tsum			Kyirong			Kyirong; county in Tibet to the north and east of Tsum	n.		???	
822	Tsum	INTESTINES	1991	kyoã, kyomã			intestine	n.	1991	INTESTINES	2
823	Tsum	HUSBAND	1200	kyoga, kyowa			husband	n.	1200	HUSBAND	2
824	Tsum	BLAME	381	kyön			blame	n.	381	BLAME	2
825	Tsum	BLAME	381	kyön tsukpa			blame	v.	381	BLAME	2
826	Tsum	STUPID	1518	kyongbo			foolish	adj.	1518	STUPID	2
827	Tsum			kyorwa			surround (with a fence)	v.		???	
829	Tsum			kyowa			sexual relation	n.		???	
830	Tsum	WEALTH	2996	kyu			wealth	n.	2996	WEALTH	2
832	Tsum	VOMIT	1278	kyupa			vomit	n.	1278	VOMIT	2
834	Tsum	VOMIT	1278	kyupa kyukpa			vomit	v.	1278	VOMIT	2
835	Tsum	ABOVE	1741	la			above	adv.	1741	ABOVE	2
836	Tsum			la			musk-deer	n.		???	
838	Tsum			la			uphill slope, ascent	n.		???	
839	Tsum	GO UP (ASCEND)	705	la gyawa			go up	v.	705	GO UP (ASCEND)	2
840	Tsum	RADISH	2365	la.u'			radish	n.	2365	RADISH	4
841	Tsum			la'			politeness particle used with names	interj.		???	
842	Tsum	DEFEAT	782	lakpa			defeat	v.	782	DEFEAT	2
843	Tsum	HAND	1277	lakpa			hand	n.	1277	HAND	2
844	Tsum	CLAP	3110	lakpa tawa			clap	v.	3110	CLAP	2
845	Tsum			lakpi tśe			fingerprint	n.		???	
846	Tsum			lakpö'			exchange of labour	n.		???	
847	Tsum	WEAPONS	951	laktśa			weapon	n.	951	WEAPONS	2
848	Tsum	FALL	1280	lalo' gyawa			fall	v.	1280	FALL	2
850	Tsum			lama			monk	n.		???	
851	Tsum			Lamaśusa			village, in lower Tsum, alternate name for Rentsam	n.	930	VILLAGE	4
852	Tsum			lamba			leader of yak	n.		???	
853	Tsum	MOSQUITO	1509	lamguṭe			mosquito	n.	1509	MOSQUITO	2
854	Tsum	IMMEDIATELY	1963	lamsang			immediately	adv.	1963	IMMEDIATELY	2
855	Tsum			lang			bull (the second sign of the zodiac)	n.	1008	BULL	4
856	Tsum	STAND	1442	lang döpa			stand	v.	1442	STAND	2
857	Tsum			langa			pot to cook rice	n.		???	
858	Tsum	LIFT	501	langba			lift	v.	501	LIFT	2
860	Tsum	ELEPHANT	1290	langbotśhe			elephant	n.	1290	ELEPHANT	2
861	Tsum			langdźung			pot to make porridge	n.		???	
863	Tsum	MILLET	931	langte'			millet	n.	931	MILLET	2
864	Tsum	ASK (REQUEST)	1828	langwa			beg	v.	1828	ASK (REQUEST)	2
866	Tsum	WAKE UP	1602	langwa			wake	v.	1602	WAKE UP	2
867	Tsum			langwa			wake up (trans.)	v.	1602	WAKE UP	4
868	Tsum			lanṭe			Lende (place in Tibet)	n.		???	
869	Tsum			lapa			brain, conscience	n.	1583	BRAIN	4
870	Tsum			lapa ṭukpa			use the brain well	v.		???	
872	Tsum			laptong			ditch to store potatoes	n.		???	
873	Tsum	FOLD	1470	laptsi lawa			fold	v.	1470	FOLD	2
874	Tsum			Lar			village, in upper Tsum	n.	930	VILLAGE	4
875	Tsum	GHOST	1175	larnya			ghost	n.	1175	GHOST	2
876	Tsum			laśa			fleshy part of thigh and buttock	n.		???	
877	Tsum	GLOVE	867	laśu			glove	n.	867	GLOVE	2
878	Tsum			lata			grind stone	n.		???	
879	Tsum			latha			handmill	n.		???	
880	Tsum			Lato			pass in north-eastern Tsum leading to Tibet, also called Ngula Dangdźong	n.		???	
881	Tsum	WAGES	1122	latśa			wages	n.	1122	WAGES	2
882	Tsum			laura lama			shaman	n.	394	SHAMAN (FOLK HEALER)	4
883	Tsum	SPEAK	1623	lawa			speak	v.	1623	SPEAK	2
884	Tsum	TEACH	709	lawa			teach	v.	709	TEACH	2
886	Tsum			le			cow shed	n.		???	
888	Tsum	EASY	686	lelhamu			easy	adj.	686	EASY	2
890	Tsum	TAKE	1749	lemba			take	v.	1749	TAKE	2
891	Tsum	SOMETIMES	1544	lende-lende			sometimes	adv.	1544	SOMETIMES	2
892	Tsum			lenṭya			man from Lende	n.		???	
893	Tsum	BRAIN	1583	lepa			brain	n.	1583	BRAIN	2
894	Tsum			lepa			herdsman; a man who looks after cattle	n.	263	HERDSMAN	4
895	Tsum			lepa			trample	v.		???	
896	Tsum	FLAT	1633	leplep			flat	adj.	1633	FLAT	2
898	Tsum			lhakhang			shrine of deity	n.		???	
899	Tsum			lhakor			cyclone	n.		???	
900	Tsum	WEDNESDAY	1694	lhakpa			Wednesday	n.	1694	WEDNESDAY	2
901	Tsum	REMAINS	838	lhama'			remains	n.	838	REMAINS	4
902	Tsum	FIX	3074	lhamba gyawa			patch	v.	3074	FIX	2
903	Tsum			lhampa			small piece of cloth	n.		???	
904	Tsum			lhamu			angel	n.		???	
906	Tsum	WIND	960	lhapa			wind	n.	960	WIND	2
907	Tsum			lhapa rangmu			cold breeze	n.		???	
909	Tsum	HEAVEN	1565	lhayul			heaven	n.	1565	HEAVEN	2
910	Tsum	SOUTH	1595	lho			south	adj.	1595	SOUTH	2
911	Tsum			lholö'			peaceful, happy, contented	adj.	1495	HAPPY	4
912	Tsum	LOOSE	2506	lhopo			loose	adj.	2506	LOOSE	2
913	Tsum	PENIS	1222	likpa			penis	n.	1222	PENIS	2
914	Tsum	FLUTE	777	lingbu			flute	n.	777	FLUTE	2
915	Tsum	SUDDENLY	2920	lip			suddenly	adv.	2920	SUDDENLY	2
916	Tsum	TESTICLES	797	liril			testicle	n.	797	TESTICLES	2
917	Tsum			lo			hearsay particle	part.		???	
918	Tsum			lo tewa			satisfied	v.	1429	FULL	4
919	Tsum			lo, lota'			zodiac	n.		???	
920	Tsum	ELECTRICITY	59	lo'			electricity	n.	59	ELECTRICITY	2
921	Tsum	LUNG	688	loa			lung	n.	688	LUNG	2
922	Tsum			loã			winnowing tray of bamboo	n.		???	
923	Tsum	COME BACK	581	lokpa			return	v.	581	COME BACK	2
924	Tsum			Lokpa			village, in lower Tsum	n.	930	VILLAGE	4
926	Tsum	MESSAGE	2961	lön			message	n.	2961	MESSAGE	2
927	Tsum			lopa			inhabitant of Mustang	n.		???	
928	Tsum	SCHOOL	673	lopṭa			school	n.	673	SCHOOL	2
929	Tsum			loptśong			reading and writing	n.		???	
930	Tsum	PUPIL (STUDENT)	753	lopṭu			student	n.	753	PUPIL (STUDENT)	2
931	Tsum	IMITATE	117	löse bewa			imitate	v.	117	IMITATE	2
932	Tsum	CROPS	3081	lozo'			crops	n.	3081	CROPS	2
933	Tsum	SONG	1096	lu			song	n.	1096	SONG	2
934	Tsum	SING	1261	lu gyarwa			sing	v.	1261	SING	2
935	Tsum	SHEEP	1331	lu'			sheep	n.	1331	SHEEP	2
937	Tsum			lüdźin			worship (kind)	n.	257	WORSHIP	4
938	Tsum			lum			brewed grain while making liquor	v.		???	
940	Tsum			lungbi thã			bank of river	n.		???	
942	Tsum	FAN (OBJECT)	1971	lungkor			fan	n.	1971	FAN (OBJECT)	2
943	Tsum			lungta			prayer flags, usually strung up in high places to catch the wind	n.		???	
944	Tsum			lungta gyuwa			luck, have good	v.	720	GOOD LUCK	4
945	Tsum			lungta tśhawa			luck, have bad	v.	720	GOOD LUCK	4
946	Tsum			lüra			ditch to keep the manure	n.		???	
947	Tsum			luru'			lamb (baby sheep)	n.	820	LAMB	4
948	Tsum			luso			custom, tradition	n.	1747	CUSTOM	4
949	Tsum			lütse			exercise of body	n.		???	
950	Tsum	COOK (SOMETHING)	1100	madźen			cook	n.	1100	COOK (SOMETHING)	2
951	Tsum			madzo pheme			relative (of mother's side)	n.	1644	RELATIVES	4
952	Tsum			madźu			pot used to make liquor	n.		???	
953	Tsum			mae' galḍang			cob (of maize)	n.		???	
956	Tsum			mala phaba			push over, make fall	v.		???	
957	Tsum			maldźa			clothes to cover	n.		???	
958	Tsum	WITHOUT	1478	mamba			without	post.	1478	WITHOUT	2
959	Tsum	SOLDIER	1941	mami			soldier	n.	1941	SOLDIER	2
960	Tsum	MEDICINE	1372	man			medicine	n.	1372	MEDICINE	2
961	Tsum			man tukto			unhappy, sad	adj.	699	SAD	4
962	Tsum	SCAR	497	mandźe			scar	n.	497	SCAR	2
963	Tsum	MANY	1198	mangbo			much, many	adj.	1198	MANY	2
964	Tsum	HOSPITAL	616	manggang			hospital	n.	616	HOSPITAL	2
965	Tsum			mangṭa			mustard	n.		???	
966	Tsum			mangtśha			usually	adv.		???	
967	Tsum			mangyam			preservation	n.		???	
968	Tsum			mani			mani wall (stones inscribed with mantras)	n.		???	
969	Tsum			mani			mani wheel (spun for prayers)	n.		???	
970	Tsum			mani			worship by counting rosary beads	n.		???	
971	Tsum			mani ṭangwa			repeat mantra in low tone	v.		???	
972	Tsum			mankhang			building where only the Mani is placed	n.		???	
973	Tsum			mankhang			clinic	n.		???	
974	Tsum			mannya'			baby (just born)	n.	1289	BABY	4
975	Tsum			manthang			building housing a large mani wheel with wall paintings	n.		???	
977	Tsum			mar			butter, ghee	n.	1245	BUTTER	4
978	Tsum			markõ			lump of butter (kept in the skin bag)	n.		???	
979	Tsum	RED	156	marmo			red	adj.	156	RED	2
980	Tsum	NUT	191	martsa			chilli	n.	191	CHILI PEPPER	2
981	Tsum	SCOLD	299	marwa			scold	v.	299	SCOLD	2
982	Tsum			marwa tangwa			reprimand; scold	v.	299	SCOLD	4
983	Tsum			masala			spices	n.		???	
984	Tsum	STEPMOTHER	236	matshap			stepmother	n.	236	STEPMOTHER	2
985	Tsum			maṭtel			kerosene	n.		???	
986	Tsum	SAY	1458	mawa			say, speak	v.	1458	SAY	2
987	Tsum	BUFFALO	934	maye			buffalo	n.	934	BUFFALO	2
988	Tsum	FIRE	221	me			fire	n.	221	FIRE	2
989	Tsum	FLAME	889	me			flame	n.	889	FLAME	2
990	Tsum			me wangwang			burning fire	n.		???	
991	Tsum	GRANDFATHER	1383	me:			grandfather	n.	1383	GRANDFATHER	2
992	Tsum			medzang			resin of pine trees	n.		???	
993	Tsum	WORK (LABOUR)	984	mela'			labour	n.	984	WORK (LABOUR)	2
995	Tsum	MIRROR	1171	melong			mirror	n.	1171	MIRROR	2
996	Tsum	SHORT	1645	mema			short	adj.	1645	SHORT	2
997	Tsum			menḍal			place to offer the money and other things in gompa.	n.		???	
998	Tsum			menkhang			clinic	n.		???	
999	Tsum	FLOWER	239	mento'			flower	n.	239	FLOWER	2
1000	Tsum			mep			not.be	v.		???	
1001	Tsum			mephü			blow up	v.		???	
1002	Tsum			mera'			forest-fire	n.		???	
1003	Tsum			merta'			spark (of fire)	n.	518	SPARK	4
1004	Tsum	PAPAYA	2445	mewa			papaya	n.	2445	PAPAYA	2
1005	Tsum	MOLE	1907	mewa, mea			mole	n.	1907	MOLE	4
1007	Tsum	GENTLE	1954	mi hamo			gentle	adj.	1954	GENTLE	2
1008	Tsum	WAKE UP	1602	mi seba			get up	v.	1602	WAKE UP	2
1009	Tsum			mi śurkyo			to squint	n.		???	
1010	Tsum			mi tsum gyawa			wink; blink	v.	1655	BLINK	4
1011	Tsum	EYE	1248	mi'			eye	n.	1248	EYE	2
1012	Tsum			mi' kulwa			flap; flutter	v.		???	
1013	Tsum			mi' kyalmo			eye ball	n.		???	
