# Wordlist

# DATA
ID	DOCULECT	CONCEPT	IPA	COUNTERPART	SOURCE	TOKENS	COGID	OLDCOG	SEGMENTS
42351	Old_Tibetan	FOX	ɦwa		OLD	ɦ w a	379	379	ɦ w a
42709	Hakha_Chin	FOX	îŋìa	fox (n.)	OLD	î ŋ ì a	4131	4131	î ŋ ì a
#
42929	Bunan	FROG	balpa	frog	OLD	b a l p a	145	145	b a l p a
43483	Rongpo	FROG	mjənkɔ	frog	OLD	m j ə n k ɔ	517	517	m j ə n k ɔ
43714	Kulung	FROG	bɔrɔ	frog, toad (n.)	OLD	b ɔ r ɔ	145	145	b ɔ r ɔ
43921	Bantawa	FROG	orop	frog	OLD	o r o p	145	145	o r o p
43922	Bantawa	FROG	paŋtok	frog	OLD	p a ŋ t o k	781	781	p a ŋ t o k
44502	Atsi	FROG	pkjḛk	frog	OLD	p k j ḛ k	145	145	p k j ḛ k
44706	Rangoon	FROG	a		OLD	a	145	145	a
44737	Achang_Longchuan	FROG	ɔ	frog	OLD	ɔ	145	145	ɔ
44740	Bola	FROG	p	frog	OLD	p	145	145	p
44742	Lashi	FROG	p	frog	OLD	p	145	145	p
44743	Maru	FROG	p	frog	OLD	p	145	145	p
44744	Xiandao	FROG	ăcak	frog	OLD	ă c a k	145	145	ă c a k
43264	Byangsi	FROG	palo	frog	OLD	p a l o	145	145	p a l o
45776	Bahing	FROG	krukru	frog (n)	OLD	k r u k r u	1394	1394	k r u k r u
46007	Lushai	FROG	uŋu	frog	OLD	u ŋ u	1520	1520	u ŋ u
46710	Guangzhou	FROG	inki	frog	OLD	i n k i	2698	2698	i n k i
46711	Chaozhou	FROG	uikɔi		OLD	u i k ɔ i	1759	1759	ui k ɔi
46712	Jieyang	FROG	uikɔi		OLD	u i k ɔ i	1759	1759	ui k ɔi
46713	Xingning	FROG	hama		OLD	h a m a	1758	1758	h a m a
47630	Ukhrul	FROG	ajfu	frog	OLD	a j f u	3356	3356	a j f u
47834	Hayu	FROG	tiktiktoktok	frog sp. (n df.)	OLD	t i k t i k t o k t o k	781	781	t i k t i k t o k t o k
48000	Tangut	FROG	pi		OLD	p i	145	145	p i
48314	Mikir	FROG	ohō		OLD	o h ō	10515	10515	o h ō
48567	Rabha	FROG	lɨbak	frog	OLD	l ɨ b a k	10514	10514	l ɨ b a k
26115	Tibetan_Alike	FROG	rbæwa	frog	OLD	r b æ w a	145	145	r b æ w a
26594	Jingpho	FROG	ʃuʔ	frog	OLD	ʃ u ʔ	184	184	ʃ u ʔ
27578	rGyalrong_Maerkang	FROG	ɑʃpɑ	frog	OLD	ɑ ʃ p ɑ	145	145	ɑ ʃ p ɑ
27892	Tibetan_Lhasa	FROG	pɛpaŋbiɑ	frog	OLD	p ɛ p a ŋ b i ɑ	145	145	p ɛ p a ŋ b iɑ
27995	Motuo_Menba	FROG	taktakpa	frog	OLD	t a k t a k p a	781	781	t a k t a k p a
28807	Daofu	FROG	spunɛn	frog	OLD	s p u n ɛ n	145	145	s p u n ɛ n
29376	Dulong	FROG	dɯɹi	frog	OLD	d ɯ ɹ i	1391	1391	d ɯ ɹ i
29519	Tibetan_Batang	FROG	biɑ	frog	OLD	b i ɑ	145	145	b iɑ
31081	Zhaba_Daofu_County	FROG	piekə	frog	OLD	p i e k ə	145	145	p ie k ə
31693	Darang_Taraon	FROG	pɑɹɑi	frog	OLD	p ɑ ɹ ɑ i	145	145	p ɑ ɹ ɑi
32136	Tibetan_Xiahe	FROG	wawa	frog	OLD	w a w a	145	145	w a w a
32378	Bokar	FROG	tatɯk	frog	OLD	t a t ɯ k	781	781	t a t ɯ k
33261	Lisu	FROG	opɑni	frog	OLD	o p ɑ n i	145	145	o p ɑ n i
46709	Beijing	FROG	iŋwa	frog	OLD	i ŋ w a	10306	10306	i ŋ w a
34591	Yidu	FROG	pɑɹɑi	frog	OLD	p ɑ ɹ ɑ i	145	145	p ɑ ɹ ɑi
35818	Japhug	FROG	qaɕpa	frog	OLD	q a ɕ p a	145	145	q a ɕ p a
40497	Khaling	FROG	l		OLD	l	3552	3552	l
40498	Limbu	FROG	wark		OLD	w a r k	145	145	w a r k
40836	Old_Chinese	FROG	re		OLD	r e	10306	10306	r e
41143	Old_Burmese	FROG	āh		OLD	ā h	145	145	ā h
41620	Wobzi_Khroskyabs	FROG	χpæɲɟr		OLD	χ p æ ɲ ɟ r	145	145	χ p æ ɲ ɟ r
41879	Chepang	FROG	bjaŋ	frog (sp.), bullfrog, large, green or gray back, yellow legs, mud-living	OLD	b j a ŋ	10177	10177	b j a ŋ
42137	Garo	FROG	beŋ	frog (n)	OLD	b e ŋ	10177	10177	b e ŋ
42352	Old_Tibetan	FROG	sbal		OLD	s b a l	145	145	s b a l
42484	Thulung	FROG	l		OLD	l	3552	3552	l
42710	Hakha_Chin	FROG	ʔutlak	frog (n.)	OLD	ʔ u t l a k	781	781	ʔ u t l a k
#
42963	Bunan	FRONT (PART)	dui	in front of	OLD	d u i	171	171	d ui
43265	Byangsi	FRONT (PART)	hratam	in front, before	OLD	h r a t a m	381	381	h r a t a m
43484	Rongpo	FRONT (PART)	əmr	front, before	OLD	ə m r	1840	1840	ə m r
43715	Kulung	FRONT (PART)	lais	front (n.)	OLD	l a i s	662	662	l ai s
43923	Bantawa	FRONT (PART)	bu	front	OLD	b u	782	782	b u
44892	Atsi	FRONT (PART)	xi	front	OLD	x i	4213	4213	x i
45101	Xiandao	FRONT (PART)	ɲɔʔsai	front	OLD	ɲ ɔ ʔ s a i	1217	1217	ɲ ɔ ʔ s ai
45145	Bola	FRONT (PART)	xəi	front	OLD	x ə i	4213	4213	x əi
45198	Lashi	FRONT (PART)	ʃk	front	OLD	ʃ k	4213	4213	ʃ k
45207	Achang_Longchuan	FRONT (PART)	ɔʔsiʔ	front	OLD	ɔ ʔ s i ʔ	1217	1217	ɔ ʔ s i ʔ
45287	Rangoon	FRONT (PART)	ɕe	front	OLD	ɕ e	4213	4213	ɕ e
45777	Bahing	FRONT (PART)	ŋan	front (khim a-ŋanla 'in front of the house') (n)	OLD	ŋ a n	1305	1305	ŋ a n
46714	Beijing	FRONT (PART)	inou	front, front side	OLD	i n o u	1760	1760	i n ou
46716	Guangzhou	FRONT (PART)	inpin	front, front side	OLD	i n p i n	1760	1760	i n p i n
46717	Chaozhou	FRONT (PART)	ĩ		OLD	ĩ	1760	1760	ĩ
46718	Longgang	FRONT (PART)	ɛnmɛn		OLD	ɛ n m ɛ n	1760	1760	ɛ n m ɛ n
46719	Jieyang	FRONT (PART)	ãĩ		OLD	ã ĩ	1760	1760	ãĩ
46720	Xingning	FRONT (PART)	ienmien		OLD	i e n m i e n	1760	1760	ie n m ie n
48187	Tangut	FRONT (PART)	rjir		OLD	r j i r	4213	4213	r j i r
48415	Mikir	FRONT (PART)	ráŋ		OLD	r á ŋ	10529	10529	r á ŋ
48662	Rabha	FRONT (PART)	bómalaŋ	front	OLD	b ó m a l a ŋ	10528	10528	b ó m a l a ŋ
47835	Hayu	FRONT (PART)	uboŋ	ahead, in front, before (adv)	OLD	u b o ŋ	2678	2678	u b o ŋ
45258	Maru	FRONT (PART)	xak	front	OLD	x a k	4213	4213	x a k
26692	Motuo_Menba	FRONT (PART)	gup	front	OLD	g u p	260	260	g u p
26804	Jingpho	FRONT (PART)	ʃoŋ	front	OLD	ʃ o ŋ	3179	3179	ʃ o ŋ
27853	rGyalrong_Maerkang	FRONT (PART)	təi	front	OLD	t ə i	171	171	t əi
28136	Tibetan_Lhasa	FRONT (PART)	ŋla	front	OLD	ŋ l a	1305	1305	ŋ l a
29090	Daofu	FRONT (PART)	ŋə	front	OLD	ŋ ə	1305	1305	ŋ ə
29524	Dulong	FRONT (PART)	mɯɑn	front	OLD	m ɯ ɑ n	171	171	m ɯɑ n
29795	Tibetan_Batang	FRONT (PART)	ŋyoʔ	front	OLD	ŋ y o ʔ	1305	1305	ŋ yo ʔ
31597	Zhaba_Daofu_County	FRONT (PART)	ŋupi	front	OLD	ŋ u p i	1305	1305	ŋ u p i
32384	Tibetan_Xiahe	FRONT (PART)	hŋəno	front	OLD	h ŋ ə n o	1305	1305	h ŋ ə n o
33112	Darang_Taraon	FRONT (PART)	kɑȵoŋ	front	OLD	k ɑ ȵ o ŋ	2592	2592	k ɑ ȵ o ŋ
33488	Lisu	FRONT (PART)	mɯɛ	front	OLD	m ɯ ɛ	171	171	m ɯɛ
33563	Bokar	FRONT (PART)	ɦoŋboŋ	front	OLD	ɦ o ŋ b o ŋ	2678	2678	ɦ o ŋ b o ŋ
33601	Tibetan_Lhasa	FRONT (PART)	tỹ	front	OLD	t ỹ	2688	2688	t ỹ
34849	Yidu	FRONT (PART)	ehejɑ	front	OLD	e h e j ɑ	2942	2942	e h e j ɑ
34919	Tibetan_Alike	FRONT (PART)	rŋən	front	OLD	r ŋ ə n	1305	1305	r ŋ ə n
40751	Japhug	FRONT (PART)	ɯʁɤri		OLD	ɯ ʁ ɤ r i	4213	4213	ɯ ʁ ɤ r i
41276	Old_Burmese	FRONT (PART)	eʔ		OLD	e ʔ	4213	4213	e ʔ
41527	Limbu	FRONT (PART)	tɔgaŋ		OLD	t ɔ g a ŋ	3719	3719	t ɔ g a ŋ
41621	Wobzi_Khroskyabs	FRONT (PART)	əgó		OLD	ə g ó	171	171	ə g ó
41881	Chepang	FRONT (PART)	hŋado	in front, ahead	OLD	h ŋ a d o	1305	1305	h ŋ a d o
42138	Garo	FRONT (PART)	miango	front; in front of (pp)	OLD	m i a n g o	3719	3719	m ia n g o
42392	Old_Tibetan	FRONT (PART)	mdun		OLD	m d u n	2688	2688	m d u n
42485	Thulung	FRONT (PART)	ŋdo		OLD	ŋ d o	1305	1305	ŋ d o
42711	Hakha_Chin	FRONT (PART)	y	front (n.)	OLD	y	3382	3382	y
#
42917	Old_Tibetan	FROST	bad		OLD	b a d	97	97	b a d
43017	Bunan	FROST	aras	frost, hard snow on which one can walk	OLD	a r a s	938	938	a r a s
43266	Byangsi	FROST	hmjar	frost	OLD	h m j a r	382	382	h m j a r
43485	Rongpo	FROST	pwɔ	frost	OLD	p w ɔ	97	97	p w ɔ
43716	Kulung	FROST	awa	frost (n.)	OLD	a w a	663	663	a w a
44904	Achang_Longchuan	FROST	an	frost	OLD	a n	666	666	a n
44955	Maru	FROST	ŋŋ	frost	OLD	ŋ ŋ	666	666	ŋŋ
45031	Atsi	FROST	ŋnju	frost	OLD	ŋ n j u	666	666	ŋ n j u
45050	Bola	FROST	ŋ	frost	OLD	ŋ	666	666	ŋ
45184	Lashi	FROST	ŋniu	frost	OLD	ŋ n i u	666	666	ŋ n iu
45274	Rangoon	FROST	ĩɛ	frost	OLD	ĩ ɛ	666	666	ĩɛ
45679	Xiandao	FROST	an	frost	OLD	a n	666	666	a n
45778	Bahing	FROST	yrsa	frost (n)	OLD	y r s a	1395	1395	y r s a
46721	Beijing	FROST	ʂuɑŋ	frost	OLD	ʂ u ɑ ŋ	1761	1761	ʂ uɑ ŋ
46724	Jieyang	FROST	s		OLD	s	1761	1761	s
48111	Tangut	FROST	nja		OLD	n j a	4204	4204	n j a
48436	Mikir	FROST	eik		OLD	e i k	0	0	ei k
26337	Jingpho	FROST	jen	frost	OLD	j e n	3273	3273	j e n
26484	Motuo_Menba	FROST	ba	frost	OLD	b a	97	97	b a
27336	rGyalrong_Maerkang	FROST	sŋr	frost	OLD	s ŋ r	666	666	s ŋ r
28573	Daofu	FROST	bɛmu	frost	OLD	b ɛ m u	97	97	b ɛ m u
29017	Dulong	FROST	wɑnuŋ	frost	OLD	w ɑ n u ŋ	97	97	w ɑ n u ŋ
29419	Tibetan_Batang	FROST	pmbo	frost	OLD	p m b o	97	97	p m b o
30370	Tibetan_Lhasa	FROST	amo	frost	OLD	a m o	97	97	a m o
31121	Zhaba_Daofu_County	FROST	veʂʌ	frost	OLD	v e ʂ ʌ	97	97	v e ʂ ʌ
31914	Tibetan_Xiahe	FROST	wal	frost	OLD	w a l	97	97	w a l
32504	Yidu	FROST	ɑpɹu	frost	OLD	ɑ p ɹ u	2468	2468	ɑ p ɹ u
33018	Lisu	FROST	ȵ	frost	OLD	ȵ	666	666	ȵ
33403	Bokar	FROST	ɦa	frost	OLD	ɦ a	3100	3100	ɦ a
46722	Guangzhou	FROST	sœŋ	frost	OLD	s œ ŋ	1761	1761	s œ ŋ
46723	Chaozhou	FROST	s		OLD	s	1761	1761	s
34051	Tibetan_Alike	FROST	wat	frost	OLD	w a t	97	97	w a t
34779	Darang_Taraon	FROST	tɑpɹɯ	frost	OLD	t ɑ p ɹ ɯ	2468	2468	t ɑ p ɹ ɯ
35820	Japhug	FROST	ɕŋɤr	frost	OLD	ɕ ŋ ɤ r	666	666	ɕ ŋ ɤ r
40838	Old_Chinese	FROST	sraŋ		OLD	s r a ŋ	1761	1761	s r a ŋ
41530	Khaling	FROST	sit		OLD	s i t	3720	3720	s i t
41531	Limbu	FROST	seʔwa		OLD	s e ʔ w a	3720	3720	s e ʔ w a
41532	Japhug	FROST	tɯɣur		OLD	t ɯ ɣ u r	1395	1395	t ɯ ɣ u r
41622	Wobzi_Khroskyabs	FROST	vî		OLD	v î	97	97	v î
42335	Old_Tibetan	FROST	bamo		OLD	b a m o	97	97	b a m o
42486	Thulung	FROST	urse		OLD	u r s e	1395	1395	u r s e
42712	Hakha_Chin	FROST	vr	frost (n.)	OLD	v r	1395	1395	v r
#
43165	Bunan	FRUIT	al	fruit	OLD	a l	320	320	a l
43267	Byangsi	FRUIT	le	fruit	OLD	l e	383	383	l e
43486	Rongpo	FRUIT	əl	fruit	OLD	ə l	320	320	ə l
43924	Bantawa	FRUIT	si	fruit, as a classifier noun	OLD	s i	3525	3525	s i
43925	Bantawa	FRUIT	sɨŋsiwa	fruit	OLD	s ɨ ŋ s i w a	3525	3525	s ɨ ŋ s i w a
44542	Achang_Longchuan	FRUIT	ʂə	fruit	OLD	ʂ ə	3525	3525	ʂ ə
44551	Rangoon	FRUIT	ɑi		OLD	ɑ i	3525	3525	ɑi
44749	Atsi	FRUIT	ʃi	fruit	OLD	ʃ i	3525	3525	ʃ i
44750	Bola	FRUIT	ʃɿ	fruit	OLD	ʃ ɿ	3525	3525	ʃ ɿ
44752	Lashi	FRUIT	ʃɿ	fruit	OLD	ʃ ɿ	3525	3525	ʃ ɿ
44753	Maru	FRUIT	ʃi	fruit	OLD	ʃ i	3525	3525	ʃ i
44754	Xiandao	FRUIT	ʂɿ	fruit	OLD	ʂ ɿ	3525	3525	ʂ ɿ
45779	Bahing	FRUIT	rei	fruit, Nep. kāphal (n df.)	OLD	r e i	3525	3525	r ei
45780	Bahing	FRUIT	si	fruit (n)	OLD	s i	3525	3525	s i
46008	Lushai	FRUIT	eirah	fruit	OLD	e i r a h	3525	3525	ei r a h
13782	Old_Tibetan	FRUIT	ɕiŋtog		OLD	ɕ i ŋ t o g	817	817	ɕ i ŋ t o g
46725	Beijing	FRUIT	kuɔɿ	fruit	OLD	k u ɔ ɿ	1762	1762	k uɔɿ
46726	Guangzhou	FRUIT	saŋkwɔ	fruit	OLD	s a ŋ k w ɔ	1762	1762	s a ŋ k w ɔ
46727	Chaozhou	FRUIT	kuɛ		OLD	k u ɛ	1762	1762	k uɛ
46728	Longgang	FRUIT	saŋkɔ		OLD	s a ŋ k ɔ	1762	1762	s a ŋ k ɔ
46729	Jieyang	FRUIT	kuɛ		OLD	k u ɛ	1762	1762	k uɛ
46730	Xingning	FRUIT	ʂuiko		OLD	ʂ u i k o	1762	1762	ʂ ui k o
47631	Ukhrul	FRUIT	ej	fruit	OLD	e j	3525	3525	e j
47987	Tangut	FRUIT	dew		OLD	d e w	2498	2498	d e w
48221	Tangut	FRUIT	mj		OLD	m j	4085	4085	m j
43717	Kulung	FRUIT	se	fruit (n.)	OLD	s e	3525	3525	s e
48574	Rabha	FRUIT	é	fruit	OLD	é	3525	3525	é
25250	Motuo_Menba	FRUIT	se	fruit	OLD	s e	3525	3525	s e
26617	Jingpho	FRUIT	si	fruit	OLD	s i	3525	3525	s i
27343	Tibetan_Alike	FRUIT	si	fruit	OLD	s i	3525	3525	s i
27604	rGyalrong_Maerkang	FRUIT	ʃəŋtok	fruit	OLD	ʃ ə ŋ t o k	817	817	ʃ ə ŋ t o k
27919	Tibetan_Lhasa	FRUIT	ɕiŋto	fruit	OLD	ɕ i ŋ t o	817	817	ɕ i ŋ t o
29108	Yidu	FRUIT	ɹuŋɕi	fruit	OLD	ɹ u ŋ ɕ i	3525	3525	ɹ u ŋ ɕ i
29255	Dulong	FRUIT	ɕiŋɕi	fruit	OLD	ɕ i ŋ ɕ i	3525	3525	ɕ i ŋ ɕ i
29545	Tibetan_Batang	FRUIT	ĩoʔ	fruit	OLD	ĩ o ʔ	817	817	ĩo ʔ
31403	Zhaba_Daofu_County	FRUIT	ɛɕʌ	fruit	OLD	ɛ ɕ ʌ	3525	3525	ɛ ɕ ʌ
31515	Darang_Taraon	FRUIT	pɯɹɯm	fruit	OLD	p ɯ ɹ ɯ m	320	320	p ɯ ɹ ɯ m
32123	Lisu	FRUIT	sisɯ	fruit	OLD	s i s ɯ	3525	3525	s i s ɯ
32158	Tibetan_Xiahe	FRUIT	itoχ	fruit	OLD	i t o χ	817	817	i t o χ
13811	Japhug	FRUIT	sɯmat		OLD	s ɯ m a t	4085	4085	s ɯ m a t
33349	Bokar	FRUIT	apɯ	fruit	OLD	a p ɯ	320	320	a p ɯ
34625	Daofu	FRUIT	õo	fruit	OLD	õ o	817	817	õo
40350	Khaling	FRUIT	sasrus		OLD	s a s r u s	3504	3504	s a s r u s
40351	Limbu	FRUIT	se		OLD	s e	3525	3525	s e
47836	Hayu	FRUIT	si	fruit (suff n)	OLD	s i	3525	3525	s i
40839	Old_Chinese	FRUIT	məlit		OLD	m ə l i t	3629	3629	m ə l i t
41145	Old_Burmese	FRUIT	sacsh		OLD	s a c s h	3525	3525	s a c s h
41623	Wobzi_Khroskyabs	FRUIT	ɕŋtʊŋ		OLD	ɕ ŋ t ʊ ŋ	817	817	ɕ ŋ t ʊ ŋ
41882	Chepang	FRUIT	jak	pare vegetable, fruit	OLD	j a k	3818	3818	j a k
42139	Garo	FRUIT	bite	fruit (n)	OLD	b i t e	3944	3944	b i t e
42487	Thulung	FRUIT	bopsesi		OLD	b o p s e s i	3525	3525	b o p s e s i
42713	Hakha_Chin	FRUIT	ây	fruit (n.)	OLD	â y	3525	3525	â y
#
42936	Bunan	FULL	bik	full	OLD	b i k	149	149	b i k
43192	Byangsi	FULL	ebindɛ	full	OLD	e b i n d ɛ	339	339	e b i n d ɛ
43414	Rongpo	FULL	prɔ	whole, full	OLD	p r ɔ	1740	1740	p r ɔ
43926	Bantawa	FULL	eplo	all, full, completely	OLD	e p l o	783	783	e p l o
44571	Rangoon	FULL	pje		OLD	p j e	149	149	p j e
44756	Achang_Longchuan	FULL	pʐəŋ	full adj	OLD	p ʐ ə ŋ	149	149	p ʐ ə ŋ
44757	Atsi	FULL	pjiŋ	full adj	OLD	p j i ŋ	149	149	p j i ŋ
44758	Bola	FULL	pjaŋ	full adj	OLD	p j a ŋ	149	149	p j a ŋ
44760	Lashi	FULL	pjŋ	full adj	OLD	p j ŋ	149	149	p j ŋ
44761	Maru	FULL	pjaŋ	full adj	OLD	p j a ŋ	149	149	p j a ŋ
44762	Xiandao	FULL	pɯŋ	full adj	OLD	p ɯ ŋ	149	149	p ɯ ŋ
45921	Lushai	FULL	at	full	OLD	a t	1475	1475	a t
45922	Lushai	FULL	kim	full	OLD	k i m	1476	1476	k i m
46278	Beijing	FULL	man	full	OLD	m a n	1641	1641	m a n
46279	Guangzhou	FULL	mun	full	OLD	m u n	1641	1641	m u n
46280	Chaozhou	FULL	mũã		OLD	m ũ ã	1641	1641	m ũã
46281	Longgang	FULL	man		OLD	m a n	1641	1641	m a n
46282	Jieyang	FULL	mũã		OLD	m ũ ã	1641	1641	m ũã
46283	Xingning	FULL	man		OLD	m a n	1641	1641	m a n
13835	Old_Tibetan	FULL	gaŋ	full	OLD	g a ŋ	1085	1085	g a ŋ
13849	Limbu	FULL	tims	full	OLD	t i m s	1570	1570	t i m s
13864	Japhug	FULL	mɤt	full	OLD	m ɤ t	1357	1357	m ɤ t
13868	Tangut	FULL	sə	full	OLD	s ə	1357	1357	s ə
47567	Ukhrul	FULL	kəpem	full	OLD	k ə p e m	2037	2037	k ə p e m
47775	Hayu	FULL	o	satisfied (be v.)	OLD	o	2163	2163	o
48430	Mikir	FULL	plè		OLD	p l è	149	149	p l è
48608	Rabha	FULL	uŋ	full	OLD	u ŋ	10363	10363	u ŋ
26996	Jingpho	FULL	ʒiŋ	full	OLD	ʒ i ŋ	149	149	ʒ i ŋ
27551	Tibetan_Xiahe	FULL	kaŋwo	full	OLD	k a ŋ w o	1085	1085	k a ŋ w o
28009	rGyalrong_Maerkang	FULL	kəmȵot	full	OLD	k ə m ȵ o t	978	978	k ə m ȵ o t
28352	Tibetan_Lhasa	FULL	aŋpa	full	OLD	a ŋ p a	1085	1085	a ŋ p a
29281	Daofu	FULL	rəxsɛ	full	OLD	r ə x s ɛ	1357	1357	r ə x s ɛ
29726	Dulong	FULL	dɑm	full	OLD	d ɑ m	1570	1570	d ɑ m
29879	Tibetan_Alike	FULL	kaŋ	full	OLD	k a ŋ	1085	1085	k a ŋ
31870	Darang_Taraon	FULL	blɯŋ	full	OLD	b l ɯ ŋ	149	149	b l ɯ ŋ
32599	Bokar	FULL	biŋ	full	OLD	b i ŋ	149	149	b i ŋ
33469	Tibetan_Batang	FULL	kõ	full	OLD	k õ	1085	1085	k õ
33686	Zhaba_Daofu_County	FULL	ʌpei	full	OLD	ʌ p e i	2705	2705	ʌ p ei
33687	Lisu	FULL	b	full	OLD	b	149	149	b
35049	Yidu	FULL	bɹoŋbɑ	full	OLD	b ɹ o ŋ b ɑ	149	149	b ɹ o ŋ b ɑ
40840	Old_Chinese	FULL	leŋ		OLD	l e ŋ	149	149	l e ŋ
41071	Old_Burmese	FULL	plaɲʔ		OLD	p l a ɲ ʔ	149	149	p l a ɲ ʔ
41624	Wobzi_Khroskyabs	FULL	fs		OLD	f s	1357	1357	f s
41883	Chepang	FULL	djam	full	OLD	d j a m	1570	1570	d j a m
42140	Garo	FULL	gapa	full (vi)	OLD	g a p a	3945	3945	g a p a
42323	Old_Tibetan	FULL	bjiŋspo		OLD	b j i ŋ s p o	149	149	b j i ŋ s p o
42412	Thulung	FULL	dempa		OLD	d e m p a	1570	1570	d e m p a
42715	Hakha_Chin	FULL	at	full (adj.)	OLD	a t	1475	1475	a t
#
42957	Bunan	GIVE	da	give	OLD	d a	432	432	d a
43356	Byangsi	GIVE	dmo	give	OLD	d m o	432	432	d m o
43927	Bantawa	GIVE	pɨ	to give	OLD	p ɨ	1913	1913	p ɨ
44505	Rangoon	GIVE	pe		OLD	p e	1913	1913	p e
44763	Achang_Longchuan	GIVE	i	give v.	OLD	i	1091	1091	i
44764	Atsi	GIVE	pji	give v.	OLD	p j i	1913	1913	p j i
44765	Bola	GIVE	pi	give v.	OLD	p i	1913	1913	p i
44766	Lashi	GIVE	pji	give v.	OLD	p j i	1913	1913	p j i
44767	Maru	GIVE	pjik	give v.	OLD	p j i k	1913	1913	p j i k
44768	Xiandao	GIVE	i	give v.	OLD	i	1091	1091	i
45862	Bahing	GIVE	gi	give, permit (vt)	OLD	g i	1438	1438	g i
46118	Lushai	GIVE	piaŋ	birth, give	OLD	p i a ŋ	1576	1576	p ia ŋ
46119	Lushai	GIVE	pe	give	OLD	p e	1913	1913	p e
13888	Old_Tibetan	GIVE	sbjin	give	OLD	s b j i n	1913	1913	s b j i n
13901	Khaling	GIVE	bi	give	OLD	b i	1913	1913	b i
13902	Limbu	GIVE	pi	give	OLD	p i	1913	1913	p i
13917	Japhug	GIVE	mbi	give	OLD	m b i	1913	1913	m b i
13921	Tangut	GIVE	jow	give	OLD	j o w	2125	2125	j o w
47293	Guangzhou	GIVE	pei		OLD	p e i	1913	1913	p ei
47294	Chaozhou	GIVE	ɯʔ		OLD	ɯ ʔ	1914	1914	ɯ ʔ
47295	Longgang	GIVE	pɪn		OLD	p ɪ n	1915	1915	p ɪ n
47296	Jieyang	GIVE	ɛʔ		OLD	ɛ ʔ	1914	1914	ɛ ʔ
47297	Xingning	GIVE	pin		OLD	p i n	1915	1915	p i n
47715	Ukhrul	GIVE	əmi	give	OLD	ə m i	2178	2178	ə m i
48301	Mikir	GIVE	p		OLD	p	1913	1913	p
48688	Rabha	GIVE	ráxu	give	OLD	r á x u	10364	10364	r á x u
43807	Kulung	GIVE	pima	give (vt-4 [1: pi:- 2: pi:y- 3: pi-])	OLD	p i m a	1913	1913	p i m a
48193	Tangut	GIVE	jow		OLD	j o w	2125	2125	j o w
27252	Jingpho	GIVE	ja	give	OLD	j a	2257	2257	j a
27347	Motuo_Menba	GIVE	ge	give (hand over)	OLD	g e	3389	3389	g e
27348	Motuo_Menba	GIVE	bi	give (as a gift)	OLD	b i	1913	1913	b i
28627	Tibetan_Lhasa	GIVE	ɛ	give	OLD	ɛ	1192	1192	ɛ
29396	Tibetan_Lhasa	GIVE	t	give	OLD	t	1010	1010	t
29948	Dulong	GIVE	i	give	OLD	i	3084	3084	i
32006	Darang_Taraon	GIVE	ŋ	give	OLD	ŋ	2345	2345	ŋ
32735	Tibetan_Xiahe	GIVE	hter	give	OLD	h t e r	1010	1010	h t e r
33943	Lisu	GIVE	go	give	OLD	g o	2782	2782	g o
34015	Bokar	GIVE	b	give	OLD	b	1913	1913	b
34196	rGyalrong_Maerkang	GIVE	kwə	give	OLD	k w ə	1913	1913	k w ə
34920	Tibetan_Alike	GIVE	rter	give	OLD	r t e r	1010	1010	r t e r
34921	Tibetan_Alike	GIVE	wɕən	give	OLD	w ɕ ə n	1913	1913	w ɕ ə n
35027	Tibetan_Batang	GIVE	tɛʔ	give	OLD	t ɛ ʔ	1010	1010	t ɛ ʔ
35072	Daofu	GIVE	fo	give	OLD	f o	2125	2125	f o
35157	Yidu	GIVE	hɑŋ	give	OLD	h ɑ ŋ	2345	2345	h ɑ ŋ
35221	Zhaba_Daofu_County	GIVE	tʌɪ	give	OLD	t ʌ ɪ	2125	2125	t ʌɪ
35440	Dulong	GIVE	bi	give	OLD	b i	1913	1913	b i
47292	Beijing	GIVE	kei		OLD	k e i	1912	1912	k ei
40843	Old_Chinese	GIVE	pits		OLD	p i t s	1913	1913	p i t s
41237	Old_Burmese	GIVE	pijh		OLD	p i j h	1913	1913	p i j h
42068	Chepang	GIVE	bəjʔ		OLD	b ə j ʔ	1913	1913	b ə j ʔ
42141	Garo	GIVE	ronʔa	give; put (vt)	OLD	r o n ʔ a	3705	3705	r o n ʔ a
42581	Thulung	GIVE	gwak		OLD	g w a k	4097	4097	g w a k
42716	Hakha_Chin	GIVE	ppk	give (v.)	OLD	p p k	1913	1913	pp k
#
43029	Bunan	GOAT	la	goat (female)	OLD	l a	227	227	l a
43268	Byangsi	GOAT	ml	sheep or goat (generic term)	OLD	m l	227	227	m l
43718	Kulung	GOAT	ara	goat (n.)	OLD	a r a	664	664	a r a
43928	Bantawa	GOAT	engara	goat	OLD	e n g a r a	664	664	e n g a r a
44373	Achang_Longchuan	GOAT	paʔ	goat	OLD	p a ʔ	969	969	p a ʔ
44949	Bola	GOAT	j	goat	OLD	j	1763	1763	j
45077	Maru	GOAT	atpʔ	goat	OLD	a t p ʔ	774	774	a t p ʔ
45094	Rangoon	GOAT	eʔ	goat	OLD	e ʔ	774	774	e ʔ
45276	Xiandao	GOAT	paʔ	goat	OLD	p a ʔ	969	969	p a ʔ
45781	Bahing	GOAT	sɔŋgara	goat (n)	OLD	s ɔ ŋ g a r a	664	664	s ɔ ŋ g a r a
